target,feature_set,model,evaluation_year,pair,n,prevalence,mean_probability,roc_auc,pr_auc_ap,balanced_accuracy,precision,recall,f1,brier
profitable_after_fees,C_price_trend,logistic,2023,ETH/USDT,102,0.3431372549019608,0.3219011822921287,0.48315565031982943,0.3515552144138354,0.50682302771855,0.5,0.02857142857142857,0.05405405405405406,0.23282951027137413
profitable_after_fees,C_price_trend,logistic,2024,BTC/USDT,105,0.41904761904761906,0.3276926513996251,0.547317436661699,0.4572519610238788,0.5031669150521609,0.5,0.022727272727272728,0.043478260869565216,0.25390683555892984
profitable_after_fees,C_price_trend,logistic,2024,ETH/USDT,98,0.29591836734693877,0.3352380658701562,0.5802098950524738,0.35728071798528177,0.5027486256871564,0.3333333333333333,0.034482758620689655,0.0625,0.208522093932995
profitable_after_fees,D_price_trend_volatility,dummy,2020,BTC/USDT,107,0.37383177570093457,0.321266968325792,0.5,0.37383177570093457,0.5,0.0,0.0,0.0,0.23684463815160656
profitable_after_fees,D_price_trend_volatility,dummy,2020,ETH/USDT,101,0.38613861386138615,0.32126696832579194,0.5,0.38613861386138615,0.5,0.0,0.0,0.0,0.24124391514108923
profitable_after_fees,D_price_trend_volatility,dummy,2021,BTC/USDT,97,0.3917525773195876,0.35034802784222746,0.5,0.3917525773195876,0.5,0.0,0.0,0.0,0.23999683220047138
profitable_after_fees,D_price_trend_volatility,dummy,2021,ETH/USDT,104,0.3942307692307692,0.35034802784222746,0.5,0.3942307692307692,0.5,0.0,0.0,0.0,0.24073856481425887
profitable_after_fees,D_price_trend_volatility,dummy,2022,BTC/USDT,104,0.25961538461538464,0.3643533123028391,0.5,0.25961538461538464,0.5,0.0,0.0,0.0,0.20318527018265298
profitable_after_fees,D_price_trend_volatility,dummy,2022,ETH/USDT,106,0.3490566037735849,0.3643533123028391,0.5,0.3490566037735849,0.5,0.0,0.0,0.0,0.2274500804274644
profitable_after_fees,D_price_trend_volatility,dummy,2023,BTC/USDT,114,0.32456140350877194,0.3491124260355029,0.5,0.32456140350877194,0.5,0.0,0.0,0.0,0.21982405156829612
profitable_after_fees,D_price_trend_volatility,dummy,2023,ETH/USDT,102,0.3431372549019608,0.3491124260355029,0.5,0.3431372549019608,0.5,0.0,0.0,0.0,0.2254297818703827
profitable_after_fees,D_price_trend_volatility,dummy,2024,BTC/USDT,105,0.41904761904761906,0.34460093896713617,0.5,0.41904761904761906,0.5,0.0,0.0,0.0,0.24898902019314637
profitable_after_fees,D_price_trend_volatility,dummy,2024,ETH/USDT,98,0.29591836734693877,0.34460093896713617,0.5,0.29591836734693877,0.5,0.0,0.0,0.0,0.21072067999321661
profitable_after_fees,D_price_trend_volatility,forest,2020,BTC/USDT,107,0.37383177570093457,0.3406021199493689,0.5544776119402985,0.40027639816799643,0.5,0.0,0.0,0.0,0.2335706128710335
profitable_after_fees,D_price_trend_volatility,forest,2020,ETH/USDT,101,0.38613861386138615,0.339993259012068,0.6645988420181967,0.6158831650553733,0.5,0.0,0.0,0.0,0.22685666535489235
profitable_after_fees,D_price_trend_volatility,forest,2021,BTC/USDT,97,0.3917525773195876,0.3955391197349857,0.6578947368421053,0.5413747279221899,0.5590990187332738,0.5625,0.23684210526315788,0.3333333333333333,0.22424469630690153
profitable_after_fees,D_price_trend_volatility,forest,2021,ETH/USDT,104,0.3942307692307692,0.3979972769041766,0.5849787069299265,0.49899612893487766,0.5505226480836236,0.5263157894736842,0.24390243902439024,0.3333333333333333,0.23389023635285827
profitable_after_fees,D_price_trend_volatility,forest,2022,BTC/USDT,104,0.25961538461538464,0.3261163712224018,0.5468975468975469,0.312602911985824,0.49903799903799906,0.25,0.037037037037037035,0.06451612903225806,0.19936054929483576
