strategy,count,net_usdt,profit_factor,expectancy_usdt,win_rate_pct,mean_mfe_pct,mean_mae_pct,mean_forward_1h_pct,mean_forward_3h_pct,mean_forward_6h_pct,mean_forward_12h_pct,mean_forward_24h_pct,mean_forward_48h_pct
AlphaBreakout,485,287.02251920000003,1.4420989803488253,0.5917990086597938,48.45360824742268,2.915586120055449,-1.9918983835413524,0.1381407057620977,0.1836821638276751,0.2601180002267527,0.4410624939289628,0.5881027790618456,1.0375364602555397
LabBaseline,849,-121.09165954999999,0.9053249804940069,-0.1426285742638398,34.746760895170794,2.345762082018128,-2.1023045937089866,0.03550186551723209,0.1498713780628436,0.10420060056282615,0.1965927220862375,0.2761173630997232,0.3207131451744373
V2CompressionBreakout,77,0.6897907699999968,1.0087084802068533,0.008958321688311647,23.376623376623375,2.133849718695848,-1.3842323057719481,0.10283428250826539,0.2355514127128135,0.17287989421640879,0.20190768225482525,-0.12951498836730316,-0.3494863474554987
V2RegimeAdaptive,84,-10.182477469999998,0.8457235795148134,-0.12121996988095236,53.57142857142857,1.193091252151271,-1.4389338056815324,-0.08580820636275406,0.05320655514574626,0.13731486058832945,-0.20251304740147238,0.6697937528688396,0.5743679112900042
V2TrendPullback,228,32.679534180000005,1.0992037450114147,0.1433312902631579,33.771929824561404,2.59759240646016,-1.9654451524039278,-0.029164642644982152,0.03271485486711766,-0.029403712083437752,-0.051033663656056265,0.0942856418927426,0.21601950585070293
