trades,wins,losses,win_rate_pct,net_usdt,total_return_pct,average_trade_pct,profit_factor,expectancy_usdt,average_duration_hours,maximum_consecutive_losses,closed_trade_drawdown_pct,top5_net_usdt,top10_net_usdt,top5_gross_profit_share,top10_gross_profit_share,top5_net_share,top10_net_share,year,strategy,wallet_max_drawdown_pct,sharpe,sortino
19,6,13,31.57894736842105,8.896059229999997,0.8896059229999997,0.46963688241803536,1.5339909947688324,0.46821364368421037,10.789473684210526,5,0.7501533278076334,25.25362292,23.470402919999998,0.9881824774409999,0.9184044989305666,2.8387426687580644,2.638292114878377,2021,V2CompressionBreakoutLo,0.7501533278076334,0.15662275668626874,0.7169147904403436
25,8,17,32.0,9.145090740000002,0.9145090740000003,0.3668647685002788,1.4694464953129458,0.36580362960000007,12.120000000000001,7,0.9869772882828531,25.826735480000004,28.526890249999997,0.9022228442124661,0.9965491797375183,2.824109264114311,3.119366560817743,2021,V2CompressionBreakoutHi,0.9869772882828531,0.17894179103359226,0.6332385125717606
17,8,9,47.05882352941176,-8.38225288,-0.838225288,-0.49300756701220655,0.5852830165784179,-0.49307369882352936,6.764705882352941,2,0.9632307879999984,9.30727765,10.44186907,0.7867700327837132,0.8826801970957792,,,2021,V2RegimeAdaptiveLo,0.9632307879999984,-0.21751027139295015,-0.46684742868596174
17,8,9,47.05882352941176,-8.38225288,-0.838225288,-0.49300756701220655,0.5852830165784179,-0.49307369882352936,6.764705882352941,2,0.9632307879999984,9.30727765,10.44186907,0.7867700327837132,0.8826801970957792,,,2021,V2RegimeAdaptiveHi,0.9632307879999984,-0.21751027139295015,-0.46684742868596174
203,79,124,38.91625615763547,-48.369630899999976,-4.836963089999998,-0.23824954509593502,0.874935493720171,-0.23827404384236442,24.334975369458128,20,9.733536906447618,25.022755170000003,50.041593729999995,0.07394697134504237,0.1478823683672145,,,2021,LabBaseline,9.733536906447618,-0.6366893826691926,-1.4324847090796977
124,67,57,54.03225806451613,135.06355509999997,13.506355509999997,1.0889198501601507,1.9578904068833705,1.0892222185483869,22.685483870967744,8,1.827716804880098,25.02156076,50.04046084,0.09063661227756457,0.18126358666627532,0.1852576791827687,0.3704956588988824,2021,AlphaBreakout,1.827716804880098,1.914007892853397,4.296461720550808
44,10,34,22.727272727272727,-19.66061681999999,-1.966061681999999,-0.4473269619174721,0.7155158540985798,-0.44683220045454525,17.204545454545453,8,3.2338047192070896,30.012873669999998,49.44909317,0.6069448749407673,1.0,,,2022,V2TrendPullback,3.2338047192070896,-0.322298710290293,-1.102549227896756
14,3,11,21.428571428571427,-1.8505925299999997,-0.18505925299999998,-0.13193470368725657,0.8917442452935128,-0.1321851807142857,11.214285714285715,4,0.8605558520000046,14.20285271,8.028517690000001,0.9316986262245661,0.5266659490966887,,,2022,V2CompressionBreakout,0.8605558520000046,-0.03377582105165495,-0.12135570011166855
29,16,13,55.172413793103445,4.435847220000002,0.4435847220000002,0.15280088620589316,1.294478594685832,0.15296024896551733,7.862068965517241,5,0.7419200226178809,11.37551561,16.57507339,0.5833824627653571,0.8500368217396992,2.564451624643645,3.736619538037199,2022,V2RegimeAdaptive,0.7419200226178809,0.15623599539734787,0.2950549588125002
44,10,34,22.727272727272727,-19.66061681999999,-1.966061681999999,-0.4473269619174721,0.7155158540985798,-0.44683220045454525,17.204545454545453,8,3.2338047192070896,30.012873669999998,49.44909317,0.6069448749407673,1.0,,,2022,V2TrendPullbackLo,3.2338047192070896,-0.322298710290293,-1.102549227896756
43,10,33,23.25581395348837,-19.458800719999996,-1.9458800719999996,-0.4530299821161699,0.7176114430218584,-0.4525302493023255,17.13953488372093,8,3.2136580555234886,30.012873669999998,49.44909317,0.6069448749407673,1.0,,,2022,V2TrendPullbackHi,3.2136580555234886,-0.31536606883741664,-1.1433976299414097
12,3,9,25.0,1.1286247700000003,0.11286247700000003,0.0945698190572955,1.0799568851275867,0.09405206416666669,12.5,4,0.8605558520000046,14.20285271,6.390911429999997,0.9316986262245661,0.419239959832962,12.58421141155709,5.662565274019279,2022,V2CompressionBreakoutLo,0.8605558520000046,0.019487243297536157,0.07001938904149019
16,3,13,18.75,-7.10074247,-0.710074247,-0.4434906747686304,0.6822192411447221,-0.443796404375,10.875,5,1.0201315900000054,14.20285271,8.31156702,0.9316986262245661,0.5452338155175737,,,2022,V2CompressionBreakoutHi,1.0201315900000054,-0.13137012950569574,-0.4032038229227113
29,16,13,55.172413793103445,4.435847220000002,0.4435847220000002,0.15280088620589316,1.294478594685832,0.15296024896551733,7.862068965517241,5,0.7419200226178809,11.37551561,16.57507339,0.5833824627653571,0.8500368217396992,2.564451624643645,3.736619538037199,2022,V2RegimeAdaptiveLo,0.7419200226178809,0.15623599539734787,0.2950549588125002
29,16,13,55.172413793103445,4.435847220000002,0.4435847220000002,0.15280088620589316,1.294478594685832,0.15296024896551733,7.862068965517241,5,0.7419200226178809,11.37551561,16.57507339,0.5833824627653571,0.8500368217396992,2.564451624643645,3.736619538037199,2022,V2RegimeAdaptiveHi,0.7419200226178809,0.15623599539734787,0.2950549588125002
213,64,149,30.046948356807512,-98.38880974,-9.838880974,-0.46228283159880784,0.7059943013591382,-0.4619192945539906,24.68075117370892,24,10.876934538244916,25.021900970000004,50.03835497000001,0.10590809272756144,0.21179313052398333,,,2022,LabBaseline,10.876934538244916,-1.5727421572241786,-2.882196627372961
95,44,51,46.31578947368421,40.21705420999999,4.021705420999999,0.4232304967734286,1.3427756008499974,0.42333741273684206,24.91578947368421,7,2.172256611646497,25.02025406,50.03444493999999,0.15881368331242413,0.3175888811663842,0.6221304506628608,1.2441101399107173,2022,AlphaBreakout,2.172256611646497,0.6193823186523244,1.440599859152345
