trades,wins,losses,win_rate_pct,net_usdt,total_return_pct,average_trade_pct,profit_factor,expectancy_usdt,average_duration_hours,maximum_consecutive_losses,closed_trade_drawdown_pct,top5_net_usdt,top10_net_usdt,top5_gross_profit_share,top10_gross_profit_share,top5_net_share,top10_net_share,year,strategy,wallet_max_drawdown_pct,sharpe,sortino
43,13,30,30.23255813953488,4.30974878,0.43097487799999995,0.10033287511918176,1.0722384838358279,0.10022671581395348,19.62790697674419,7,1.7422340093358677,30.02945828,60.04359689,0.46943208986695295,0.9386246967356741,6.967797849228697,13.932041043468898,2019,V2TrendPullback,1.7422340093358677,0.0629498131408334,0.15172671443674732
18,2,16,11.11111111111111,-8.76603438,-0.8766034380000001,-0.48655791279918126,0.5780397976909298,-0.48700191000000004,8.444444444444445,13,1.8259926052642304,10.69363205,6.170351649999997,0.8905038851783789,0.5138312307315472,,,2019,V2CompressionBreakout,1.8259926052642304,-0.19130549357155954,-0.6208697752996397
20,11,9,55.00000000000001,-5.905090619999999,-0.590509062,-0.29494905659339565,0.5847575418915374,-0.295254531,8.4,2,0.8902879642187271,6.58554342,8.199628259999999,0.7919376166562534,0.9860376961407479,,,2019,V2RegimeAdaptive,0.8902879642187271,-0.20794733738437232,-0.2760896213793569
43,13,30,30.23255813953488,4.30974878,0.43097487799999995,0.10033287511918176,1.0722384838358279,0.10022671581395348,19.62790697674419,7,1.7422340093358677,30.02945828,60.04359689,0.46943208986695295,0.9386246967356741,6.967797849228697,13.932041043468898,2019,V2TrendPullbackLo,1.7422340093358677,0.0629498131408334,0.15172671443674732
41,12,29,29.268292682926827,-0.9403719099999999,-0.09403719099999999,-0.022695790752392638,0.9840360760839729,-0.022935900243902435,19.853658536585368,7,1.7422340093358677,30.02942634,56.09711264,0.5180551755352638,0.9677640593828495,,,2019,V2TrendPullbackHi,1.7422340093358677,-0.013874786070848138,-0.03294387979849052
18,2,16,11.11111111111111,-8.76603438,-0.8766034380000001,-0.48655791279918126,0.5780397976909298,-0.48700191000000004,8.444444444444445,13,1.8259926052642304,10.69363205,6.170351649999997,0.8905038851783789,0.5138312307315472,,,2019,V2CompressionBreakoutLo,1.8259926052642304,-0.19130549357155954,-0.6208697752996397
21,2,19,9.523809523809524,-11.784227479999998,-1.1784227479999998,-0.5606339905431339,0.5047134251270633,-0.5611536895238094,8.333333333333334,13,1.8289002810715038,10.69363205,6.746587329999998,0.8905038851783789,0.5618168084491203,,,2019,V2CompressionBreakoutHi,1.8289002810715038,-0.2763658779021806,-0.8805575830434664
20,11,9,55.00000000000001,-5.905090619999999,-0.590509062,-0.29494905659339565,0.5847575418915374,-0.295254531,8.4,2,0.8902879642187271,6.58554342,8.199628259999999,0.7919376166562534,0.9860376961407479,,,2019,V2RegimeAdaptiveLo,0.8902879642187271,-0.20794733738437232,-0.2760896213793569
20,11,9,55.00000000000001,-5.905090619999999,-0.590509062,-0.29494905659339565,0.5847575418915374,-0.295254531,8.4,2,0.8902879642187271,6.58554342,8.199628259999999,0.7919376166562534,0.9860376961407479,,,2019,V2RegimeAdaptiveHi,0.8902879642187271,-0.20794733738437232,-0.2760896213793569
223,72,151,32.28699551569507,-35.16577187999999,-3.5165771879999985,-0.15762080589346394,0.8770411852868051,-0.15769404430493267,27.973094170403588,18,9.251338175226675,25.037091110000002,50.06559491,0.0998167430947462,0.19959925069015347,,,2019,LabBaseline,9.251338175226675,-0.6029532381248865,-1.1697605758862386
123,50,73,40.65040650406504,-27.725808709999995,-2.7725808709999997,-0.2251884322075285,0.8766578862493845,-0.2254130789430894,23.772357723577233,9,3.915497026781363,25.031928200000003,50.056848259999995,0.12702562038963325,0.25401567766466476,,,2019,AlphaBreakout,3.915497026781363,-0.37402852926921454,-0.8578308021866199
70,29,41,41.42857142857143,52.96554636,5.296554636,0.7561002777971895,1.5767627263639366,0.7566506622857142,21.142857142857146,11,2.664492965310071,30.02747322,60.04905574,0.20737489201336087,0.4147091018398646,0.5669246384415093,1.1337380593009332,2020,V2TrendPullback,2.664492965310071,0.7047120438137671,1.918601971861654
22,5,17,22.727272727272727,1.7621822900000015,0.17621822900000014,0.0802652298967976,1.0791690885862064,0.08009919500000007,11.454545454545455,8,0.9313604902318707,24.02064606,21.710553230000002,1.0,0.9038288635438976,13.63119252549064,12.320265249062277,2020,V2CompressionBreakout,0.9313604902318707,0.03168822485048835,0.10848483298325898
18,10,8,55.55555555555556,-0.3309811900000015,-0.03309811900000015,-0.01865998701329613,0.9799469887970934,-0.01838784388888897,8.11111111111111,2,0.8338101059999985,13.56492968,16.17432999,0.8386702687769263,1.0,,,2020,V2RegimeAdaptive,0.8338101059999985,-0.008049339911225592,-0.017087246207863383
71,29,42,40.845070422535215,51.331213510000005,5.133121351000001,0.7224515964283673,1.549191920330378,0.7229748381690142,20.971830985915496,11,2.664492965310071,30.02747322,60.04905574,0.20737489201336087,0.4147091018398646,0.5849749337048159,1.1698351087745402,2020,V2TrendPullbackLo,2.664492965310071,0.6860360617509611,1.877996680301757
70,28,42,40.0,51.127291230000004,5.112729123,0.7298626130921553,1.5567381383482795,0.7303898747142857,20.842857142857145,11,2.664492965310071,30.02747322,60.04905574,0.21003971092904272,0.42003821689501364,0.5873081185725082,1.174501020792687,2020,V2TrendPullbackHi,2.664492965310071,0.6804564116030564,1.8228240473920556
20,5,15,25.0,5.367327980000001,0.5367327980000001,0.26839517890767234,1.2877411920485515,0.26836639900000003,11.35,6,0.6496761361351897,24.02064606,21.710553230000002,1.0,0.9038288635438976,4.475345302077105,4.044946258342871,2020,V2CompressionBreakoutLo,0.6496761361351897,0.09431823805912681,0.3338227918954018
24,7,17,29.166666666666668,11.14487407,1.114487407,0.4646475431919092,1.50070275222772,0.46436975291666666,12.916666666666666,7,0.7040802187751933,30.007222849999998,32.47131876000001,0.8983300708968909,0.9720980255187579,2.69246854307435,2.9135653356018594,2020,V2CompressionBreakoutHi,0.7040802187751933,0.1888468463218279,0.6861093820795362
18,10,8,55.55555555555556,-0.3309811900000015,-0.03309811900000015,-0.01865998701329613,0.9799469887970934,-0.01838784388888897,8.11111111111111,2,0.8338101059999985,13.56492968,16.17432999,0.8386702687769263,1.0,,,2020,V2RegimeAdaptiveLo,0.8338101059999985,-0.008049339911225592,-0.017087246207863383
18,10,8,55.55555555555556,-0.3309811900000015,-0.03309811900000015,-0.01865998701329613,0.9799469887970934,-0.01838784388888897,8.11111111111111,2,0.8338101059999985,13.56492968,16.17432999,0.8386702687769263,1.0,,,2020,V2RegimeAdaptiveHi,0.8338101059999985,-0.008049339911225592,-0.017087246207863383
210,80,130,38.095238095238095,60.832552969999995,6.083255296999999,0.2896071755226553,1.223960942667295,0.28967882366666664,30.380952380952383,11,5.2762304542538505,25.031887180000002,50.05908234,0.07529433070338701,0.15057454810788423,0.4114883554590361,0.8228995808327656,2020,LabBaseline,5.2762304542538505,0.9209185764099908,1.9345493665856726
143,74,69,51.74825174825175,139.4677186,13.946771860000002,0.9745498716949413,1.8396091937486128,0.9752987314685315,23.783216783216783,7,1.8808656849603804,25.032569470000002,50.05878606,0.08191875577403725,0.16381672183146928,0.17948647702336473,0.3589274031474693,2020,AlphaBreakout,1.8808656849603804,1.9917056313367907,4.603259450090707
71,25,46,35.2112676056338,-4.935144140000002,-0.4935144140000002,-0.07017374114008357,0.9546469552665644,-0.06950907239436623,16.323943661971832,6,2.5999981357660573,30.01876679,59.99541816,0.28897259760750427,0.5775397754187234,,,2021,V2TrendPullback,2.5999981357660573,-0.07162892848685301,-0.17466969996750614
23,8,15,34.78260869565217,9.544235389999999,0.9544235389999999,0.41610483248589686,1.5001843118532732,0.4149667560869565,11.739130434782608,7,0.9865904554562288,25.826735480000004,28.3685491,0.9022228442124661,0.9910177410924949,2.7060036162834,2.972322867238085,2021,V2CompressionBreakout,0.9865904554562288,0.17950704463980607,0.7008929658461138
17,8,9,47.05882352941176,-8.38225288,-0.838225288,-0.49300756701220655,0.5852830165784179,-0.49307369882352936,6.764705882352941,2,0.9632307879999984,9.30727765,10.44186907,0.7867700327837132,0.8826801970957792,,,2021,V2RegimeAdaptive,0.9632307879999984,-0.21751027139295015,-0.46684742868596174
72,25,47,34.72222222222222,-6.866861069999992,-0.6866861069999992,-0.09603717827505301,0.937995550755673,-0.09537307041666655,16.11111111111111,7,2.6049235873183396,30.01876679,59.99541816,0.28897259760750427,0.5775397754187234,,,2021,V2TrendPullbackLo,2.6049235873183396,-0.10018005421710932,-0.2454419264053442
67,24,43,35.82089552238806,-1.118098049999999,-0.1118098049999999,-0.017247411495145377,0.9892243698096749,-0.016688030597014913,16.582089552238806,6,2.3623515530498786,30.01876679,59.99541816,0.2924561971107232,0.5845020870406389,,,2021,V2TrendPullbackHi,2.3623515530498786,-0.01587609385160952,-0.03919003923535827
