strategy,year,pair,trades,wins,losses,win_rate_pct,total_return_pct,net_usdt,average_trade_pct,profit_factor,gross_profit_usdt,gross_loss_usdt,expectancy_usdt,closed_trade_drawdown_pct,sharpe_daily_closed,sortino_daily_closed,average_duration_hours,consecutive_losses,wallet_drawdown_pct,engine_sharpe,engine_sortino,rejected_signals
AlphaTrendHi,2021,ALL,54,21,33,38.88888888888889,-0.19261262899999998,-1.9261262899999998,-0.03591122765273047,0.9769811624646226,81.74996234999999,83.67608863999999,-0.03566900537037037,4.213691048049084,-0.07114237199806506,-0.11278835525585512,16.666666666666668,7,4.350998740943016,-0.02854232178780684,-0.07404957095122687,0.0
AlphaTrendHi,2021,BTC/USDT,27,10,17,37.03703703703704,0.3189356550000002,3.189356550000002,0.1178667765693402,1.0845324631603008,40.9187262,37.72936965,0.11812431666666674,2.393918514311543,0.1846087176709644,0.3063666063183522,15.222222222222223,4,,,,
AlphaTrendHi,2021,ETH/USDT,27,11,16,40.74074074074074,-0.5115482839999996,-5.115482839999996,-0.18968923187480116,0.8886648937628525,40.831236149999995,45.94671899000001,-0.18946232740740726,2.2529842844205272,-0.26792960974348035,-0.40018572694300597,18.11111111111111,6,,,,
AlphaBreakout,2021,ALL,124,67,57,54.03225806451613,13.506355509999997,135.06355509999997,1.0889198501601507,1.9578904068833705,276.06460713,141.00105203,1.0892222185483869,1.827716804880098,2.8084904371612462,5.755918600285337,22.685483870967744,8,2.008164347534643,1.914007892853397,4.296461720550808,0.0
AlphaBreakout,2021,BTC/USDT,60,28,32,46.666666666666664,3.4903089949999986,34.90308994999999,0.5817979568155889,1.4643885775750252,110.06232434,75.15923439,0.5817181658333331,1.6397868580299073,1.2893625783269802,2.3013485682278803,24.35,6,,,,
AlphaBreakout,2021,ETH/USDT,64,39,25,60.9375,10.016046515,100.16046515,1.5643466251706766,2.5212287379069993,166.00228279,65.84181764,1.56500726796875,1.210952907951009,2.7253308850661395,6.490642459936692,21.125,4,,,,
AlphaBreakoutLo,2021,ALL,135,68,67,50.37037037037037,11.539858155,115.39858154999999,0.8545484503867119,1.696588570603935,281.06104921,165.66246766,0.8548043077777777,2.6437271174323023,2.3538972512465985,4.610097867421448,22.437037037037037,10,2.823018776093269,1.637014987400225,3.8333006567653793,0.0
AlphaBreakoutLo,2021,BTC/USDT,64,29,35,45.3125,3.4234957280000002,34.23495728,0.5350066051593034,1.4235751524739386,115.05876642000001,80.82380914,0.5349212075,1.6317493083552146,1.2322185537425663,2.191942264768278,23.890625,8,,,,
AlphaBreakoutLo,2021,ETH/USDT,71,39,32,54.929577464788736,8.116362427,81.16362427,1.1425861700283195,1.956682079677938,166.00228279,84.83865852,1.1431496376056338,2.2339819870081077,2.154436788967282,4.709117499413924,21.126760563380284,6,,,,
AlphaBreakoutHi,2021,ALL,117,66,51,56.41025641025641,14.469418467999997,144.69418467999998,1.2361673829847277,2.16741309683101,268.63847233,123.94428765,1.236702433162393,1.7416993698620875,3.166328699401328,6.612386303293071,23.025641025641026,6,1.84715291760242,2.079336374835456,4.612517737057643,0.0
AlphaBreakoutHi,2021,BTC/USDT,57,28,29,49.122807017543856,3.687667716000001,36.87667716000001,0.6467443534447839,1.5212207921104817,107.62726447,70.75058731,0.6469592484210528,1.6397868580299073,1.385330128317862,2.4604998658441324,24.56140350877193,6,,,,
AlphaBreakoutHi,2021,ETH/USDT,60,38,22,63.33333333333333,10.781750752,107.81750752,1.7961192610476735,3.026884891084079,161.01120786,53.19370033999999,1.7969584586666667,1.2026932700335522,3.034810360267778,8.05582889035912,21.566666666666666,4,,,,
AlphaReversion,2021,ALL,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,0.0,0.0,0.0,0.0
AlphaReversion,2021,BTC/USDT,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,,,,
AlphaReversion,2021,ETH/USDT,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,,,,
AlphaReversionLo,2021,ALL,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,0.0,0.0,0.0,0.0
AlphaReversionLo,2021,BTC/USDT,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,,,,
AlphaReversionLo,2021,ETH/USDT,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,,,,
AlphaReversionHi,2021,ALL,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,0.0,0.0,0.0,0.0
AlphaReversionHi,2021,BTC/USDT,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,,,,
AlphaReversionHi,2021,ETH/USDT,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,,,,
AlphaSqueeze,2021,ALL,208,85,123,40.86538461538461,6.598254834,65.98254834,0.3173706225754068,1.3105314403159716,278.46521442,212.48266607999997,0.3172237900961538,2.6826723550708644,1.4936909231813176,2.8129011460963698,13.04326923076923,11,2.8312562347158594,1.1938398614663859,3.2306463837311923,0.0
AlphaSqueeze,2021,BTC/USDT,113,45,68,39.823008849557525,2.4003521299999995,24.003521299999996,0.21263176825609179,1.2212363701994566,132.50069686999996,108.49717557,0.21242054247787606,1.9760972368576335,0.8589725229902715,1.6137703451220666,13.734513274336283,7,,,,
AlphaSqueeze,2021,ETH/USDT,95,40,55,42.10526315789473,4.197902704,41.97902704,0.4419547335025921,1.403700812816409,145.96451754999998,103.98549051,0.44188449515789474,1.2747491030491929,1.3548677021977393,2.468265984937946,12.221052631578948,6,,,,
AlphaSqueezeLo,2021,ALL,167,69,98,41.31736526946108,5.856125620999999,58.56125620999998,0.3509157785192946,1.3451916835836535,228.20977033999998,169.64851413000002,0.3506662048502993,2.1103558146739867,1.5022153371322566,2.750582317069805,12.904191616766466,7,2.185583597558237,1.0544682354219481,2.848769366349966,0.0
AlphaSqueezeLo,2021,BTC/USDT,86,34,52,39.53488372093023,1.0698844720000003,10.698844720000002,0.12463876995022294,1.1271416109003316,94.84788644000001,84.14904172,0.12440517116279072,1.636295360141041,0.44448713912739973,0.8107914031090931,13.604651162790699,5,,,,
AlphaSqueezeLo,2021,ETH/USDT,81,35,46,43.20987654320987,4.786241148999999,47.86241148999999,0.5911605036667039,1.5597977407449126,133.3618839,85.49947241000001,0.5908939690123456,1.0484458127105312,1.635354412574352,3.0895902956321497,12.160493827160495,6,,,,
AlphaSqueezeHi,2021,ALL,230,94,136,40.869565217391305,6.691547123000001,66.91547123000001,0.2910506001287294,1.2747412966786698,310.47358221999997,243.55811099,0.29093683143478266,2.799435447607023,1.412726058321858,2.639381887143596,12.97391304347826,12,3.0093542148951564,1.1890465349942192,3.10522370610625,0.0
AlphaSqueezeHi,2021,BTC/USDT,121,48,73,39.66942148760331,1.6058544149999996,16.058544149999996,0.13295298308462622,1.1301787121351223,139.41622596000002,123.35768181,0.13271524090909087,2.102916455606052,0.5473166783892547,0.9713434864197589,13.71900826446281,8,,,,
AlphaSqueezeHi,2021,ETH/USDT,109,46,63,42.201834862385326,5.085692708000001,50.856927080000006,0.46655345941622,1.423101044039051,171.05735626,120.20042917999999,0.4665773126605505,1.478566908500503,1.5186243519097202,2.8431386720599074,12.146788990825687,7,,,,
AlphaMomentum,2021,ALL,114,45,69,39.473684210526315,-0.28837793199999984,-2.883779319999998,-0.02616196494475335,0.9810189648968293,149.04572843999998,151.92950775999998,-0.025296309824561387,5.146384291764569,-0.07488323562135189,-0.1216860714825248,13.24561403508772,9,5.493567572418918,-0.04750541465553173,-0.10207311022770661,0.0
AlphaMomentum,2021,BTC/USDT,50,14,36,28.000000000000004,-4.620962682,-46.20962682,-0.9256966206851507,0.3637985702275241,26.42401507,72.63364188999999,-0.9241925364,4.6826798419999935,-2.7144946314605756,-3.1537621489004115,14.18,6,,,,
AlphaMomentum,2021,ETH/USDT,64,31,33,48.4375,4.332584749999999,43.32584749999999,0.6765994848524319,1.5463821729499707,122.62171337000002,79.29586587,0.6769663671874998,3.0368567216229545,1.3108886086529385,2.6355121933462082,12.515625,9,,,,
AlphaMomentumLo,2021,ALL,173,62,111,35.83815028901734,1.0745027209999998,10.745027209999998,0.061704276579928004,1.0518576964939346,217.94719654,207.20216933,0.06210998387283236,4.10208628476225,0.24589632539221531,0.40833351623289915,12.861271676300579,10,4.263475526664565,0.18583798940818227,0.41428324567528846,0.0
AlphaMomentumLo,2021,BTC/USDT,77,24,53,31.16883116883117,-4.109309817000001,-41.093098170000005,-0.534447404327243,0.6036768742937891,62.5927468,103.68584497,-0.5336765996103897,4.805016696940183,-1.8411919960026693,-2.491236045597748,13.493506493506493,6,,,,
AlphaMomentumLo,2021,ETH/USDT,96,38,58,39.58333333333333,5.183812538,51.838125379999994,0.5398676039742214,1.5007724694679259,155.35444974000004,103.51632436000001,0.5399804727083333,2.9335916748364492,1.4980612021493698,3.0913460152161854,12.354166666666666,6,,,,
AlphaMomentumHi,2021,ALL,63,21,42,33.33333333333333,-2.6801190230000005,-26.801190230000003,-0.42643993165908795,0.7265519581198998,71.21081250999998,98.01200274,-0.425415717936508,6.300440681945988,-0.9329587135524764,-1.4919516077223505,12.555555555555555,10,6.36945750815546,-0.446597271843405,-0.9803686229156238,0.0
AlphaMomentumHi,2021,BTC/USDT,23,5,18,21.73913043478261,-3.3701913410000004,-33.70191341,-1.467350516949081,0.14530313838983905,5.7295095,39.43142291,-1.4653005830434784,3.3701913409999973,-3.051579505158618,-3.139681382557483,14.043478260869565,9,,,,
AlphaMomentumHi,2021,ETH/USDT,40,16,24,40.0,0.6900723180000001,6.900723180000001,0.17208365488265825,1.1177988200189517,65.48130301,58.580579830000005,0.17251807950000003,3.336790831932522,0.26540158040507067,0.5252730794231026,11.7,8,,,,
LabBaseline,2022,ALL,213,64,149,30.046948356807512,-9.838880974,-98.38880974,-0.46228283159880784,0.7059943013591382,236.26051915,334.64932889,-0.4619192945539906,10.876934538244916,-1.6691724199517373,-2.222492333639365,24.68075117370892,24,11.070495316130437,-1.5727421572241786,-2.882196627372961,0.0
LabBaseline,2022,BTC/USDT,106,27,79,25.471698113207548,-5.512848191000001,-55.128481910000005,-0.5202375365397097,0.6362486394152476,96.42691522,151.55539712999996,-0.5200800180188679,6.047764530712695,-1.7965643711671073,-2.4653948420726337,26.40566037735849,20,,,,
LabBaseline,2022,ETH/USDT,107,37,70,34.57943925233645,-4.3260327830000005,-43.26032783,-0.40486975941436304,0.7637260426156245,139.83360393,183.09393176,-0.40430212925233644,6.030111740200177,-1.151726323249755,-1.5785732857232864,22.97196261682243,12,,,,
AlphaTrend,2022,ALL,69,26,43,37.68115942028986,0.3807770090000001,3.807770090000001,0.055235373965623884,1.0401975028384778,98.53430336,94.72653327,0.055185073768115954,4.105422471811152,0.12799623285315692,0.19855279010787946,19.753623188405797,11,4.424675210891499,0.05988298870197734,0.14506223021679732,0.0
AlphaTrend,2022,BTC/USDT,39,13,26,33.33333333333333,-0.004416962000000019,-0.04416962000000019,-0.0008256428500312134,0.9990796885999139,47.950041899999995,47.99421151999999,-0.0011325543589743637,2.272845093154676,-0.0023709556801281093,-0.004067492601255576,21.076923076923077,8,,,,
AlphaTrend,2022,ETH/USDT,30,13,17,43.333333333333336,0.3851939709999999,3.851939709999999,0.12811469582597557,1.082425601077695,50.58426145999999,46.732321750000004,0.1283979903333333,2.0398823299259683,0.18711585382653312,0.2933884998872512,18.033333333333335,4,,,,
AlphaTrendLo,2022,ALL,95,30,65,31.57894736842105,-0.5965620170000003,-5.965620170000003,-0.06273594413900763,0.9504702601671154,114.47959497,120.44521514,-0.06279600178947371,4.517203245575705,-0.19379196338441895,-0.3057745529320359,18.273684210526316,15,4.760924956545717,-0.10302650653431472,-0.251960211673502,0.0
AlphaTrendLo,2022,BTC/USDT,52,15,37,28.846153846153843,-0.5135251390000002,-5.135251390000001,-0.09837416602391671,0.9130062290799416,53.89485313000001,59.030104519999995,-0.09875483442307695,2.5644511478584278,-0.2621047490132592,-0.4523072571865074,19.69230769230769,13,,,,
AlphaTrendLo,2022,ETH/USDT,43,15,28,34.883720930232556,-0.08303687799999979,-0.8303687799999979,-0.019638559534001516,0.9864794059374437,60.58474183999999,61.41511062000001,-0.01931090186046507,2.113706824203975,-0.039397803296880994,-0.06411685093790144,16.558139534883722,9,,,,
AlphaTrendHi,2022,ALL,45,18,27,40.0,1.1816416829999996,11.816416829999996,0.26250680246490726,1.2129847671962795,67.29651987,55.480103039999996,0.2625870406666666,2.7963421431074234,0.5328439299751636,0.888757127176261,20.42222222222222,9,3.1193177668158723,0.18937981368717635,0.48551779180976545,0.0
AlphaTrendHi,2022,BTC/USDT,25,8,17,32.0,-0.27992737700000003,-2.79927377,-0.11161254483921254,0.906252992247295,27.060599489999998,29.859873260000004,-0.11197095080000001,2.2396099751881415,-0.2012098865522596,-0.34576449905132034,21.8,10,,,,
AlphaTrendHi,2022,ETH/USDT,20,10,10,50.0,1.46156906,14.615690599999999,0.7301559865950572,1.570474610317878,40.235920379999996,25.620229780000003,0.73078453,1.2046968842644217,0.8540020102767567,1.5195437295940544,18.7,4,,,,
AlphaBreakout,2022,ALL,95,44,51,46.31578947368421,4.021705420999999,40.21705420999999,0.4232304967734286,1.3427756008499974,157.54469979000004,117.32764558,0.42333741273684206,2.172256611646497,1.090968243315698,1.9127284297231644,24.91578947368421,7,2.476183412068576,0.6193823186523244,1.440599859152345,0.0
AlphaBreakout,2022,BTC/USDT,43,22,21,51.162790697674424,3.7734221369999994,37.73422136999999,0.8779602409013759,1.9883754353880354,75.91224564999999,38.17802428,0.8775400318604649,0.8106277755217489,1.6606101967238285,3.579847687929689,27.58139534883721,4,,,,
AlphaBreakout,2022,ETH/USDT,52,22,30,42.30769230769231,0.248283284,2.48283284,0.0472039775907026,1.0313688530560283,81.63245414,79.1496213,0.04774678538461538,1.953988760991552,0.09493885285404478,0.15266231754207119,22.71153846153846,7,,,,
AlphaBreakoutLo,2022,ALL,107,51,56,47.66355140186916,4.784932685000001,47.84932685000001,0.44698609633660485,1.372269523557049,176.38342330999998,128.53409646,0.4471899705607478,2.5294744767692223,1.1963059566123968,2.135439263535012,25.074766355140188,7,2.8300071556733237,0.7460640459262313,1.727750736454805,0.0
AlphaBreakoutLo,2022,BTC/USDT,47,24,23,51.06382978723404,3.57818756,35.7818756,0.7616875149590077,1.849529166884175,77.90153081,42.11965521,0.7613165021276596,0.8934548886499537,1.5528801313625247,3.2230518452633867,28.191489361702125,5,,,,
AlphaBreakoutLo,2022,ETH/USDT,60,27,33,45.0,1.206745125,12.067451250000001,0.20046998508238936,1.1396462336091309,98.4818925,86.41444124999998,0.20112418750000002,2.038670248593749,0.43121983406298703,0.7132047260226535,22.633333333333333,6,,,,
AlphaBreakoutHi,2022,ALL,87,38,49,43.67816091954023,2.1285889239999998,21.285889239999996,0.24460673530893906,1.1937134359857642,131.1692803,109.88339106,0.24466539356321834,2.522571436330109,0.6393405609504188,1.043629655795717,25.2183908045977,10,2.875846137913761,0.33594922480346856,0.7563871932477231,0.0
AlphaBreakoutHi,2022,BTC/USDT,39,20,19,51.28205128205128,3.151855315,31.518553150000002,0.8089342731243229,1.9167088007543696,65.90084895000001,34.38229580000001,0.8081680294871796,0.8117990730768888,1.5671048081539507,3.1761230259535305,28.69230769230769,4,,,,
AlphaBreakoutHi,2022,ETH/USDT,48,18,30,37.5,-1.0232663910000004,-10.232663910000005,-0.21390938916606006,0.8644699937827098,65.26843134999999,75.50109526,-0.2131804981250001,2.2010294956095238,-0.42015992631088295,-0.6458323396123422,22.395833333333332,6,,,,
AlphaReversion,2022,ALL,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,0.0,0.0,0.0,0.0
AlphaReversion,2022,BTC/USDT,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,,,,
AlphaReversion,2022,ETH/USDT,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,,,,
AlphaReversionLo,2022,ALL,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,0.0,0.0,0.0,0.0
AlphaReversionLo,2022,BTC/USDT,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,,,,
AlphaReversionLo,2022,ETH/USDT,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,,,,
AlphaReversionHi,2022,ALL,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,0.0,0.0,0.0,0.0
AlphaReversionHi,2022,BTC/USDT,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,,,,
AlphaReversionHi,2022,ETH/USDT,0,0,0,,0.0,0.0,,,0.0,-0.0,,0.0,,,,0,,,,
AlphaSqueeze,2022,ALL,188,61,127,32.4468085106383,-4.354304057,-43.54304057,-0.23176118242471283,0.7903676732320667,164.1684381,207.71147867000008,-0.23161191792553193,5.47231629940309,-1.1519551182748247,-1.690756328483233,12.537234042553191,13,5.6304759257342285,-0.926570891471704,-2.3570824385732947,0.0
AlphaSqueeze,2022,BTC/USDT,87,26,61,29.88505747126437,-3.6255409700000008,-36.25540970000001,-0.4171657453995589,0.6031460783306996,55.10165576000001,91.35706546,-0.4167288471264369,4.034151431999999,-1.812142904847235,-2.6236834895400643,13.126436781609195,8,,,,
AlphaSqueeze,2022,ETH/USDT,101,35,66,34.65346534653465,-0.7287630870000004,-7.287630870000004,-0.07205626184241969,0.937366957823533,109.06678234,116.35441321,-0.07215476108910894,2.368898735968837,-0.2554653466960225,-0.4362673640127515,12.029702970297029,12,,,,
AlphaSqueezeLo,2022,ALL,158,49,109,31.0126582278481,-5.128282716,-51.282827160000004,-0.32482053835655805,0.715489751992652,128.96666304,180.24949020000005,-0.324574855443038,6.81779495502825,-1.4884344016802824,-2.1358019320435924,12.639240506329115,16,6.974417425297376,-1.1096539565320587,-2.701242208043931,0.0
AlphaSqueezeLo,2022,BTC/USDT,76,22,54,28.947368421052634,-3.4579863160000004,-34.57986316,-0.4554117806779749,0.5771251890803295,47.19342356,81.77328672,-0.45499819947368425,4.0868487459999985,-1.8389016066278983,-2.6360633920303975,13.131578947368421,8,,,,
AlphaSqueezeLo,2022,ETH/USDT,82,27,55,32.926829268292686,-1.6702964000000002,-16.702964,-0.20378475279036692,0.8303857844865814,81.77323948,98.47620347999998,-0.2036946829268293,2.93613894019965,-0.6531319745955382,-1.063170559271361,12.182926829268293,9,,,,
AlphaSqueezeHi,2022,ALL,207,68,139,32.850241545893724,-3.748464146999999,-37.48464146999999,-0.18130324590448987,0.8344909709023131,188.99630445999998,226.48094593000002,-0.18108522449275358,4.362886117000005,-0.9292615520961302,-1.399785406755401,12.76328502415459,15,4.565466974281802,-0.7852497799677561,-2.0255675632813093,0.0
AlphaSqueezeHi,2022,BTC/USDT,94,29,65,30.851063829787233,-2.869726871,-28.697268710000003,-0.3057703860299738,0.7012938823396542,67.37464616999999,96.07191488,-0.3052900926595745,3.278337333000002,-1.3330545199525832,-2.042486703201044,13.574468085106384,8,,,,
AlphaSqueezeHi,2022,ETH/USDT,113,39,74,34.51327433628318,-0.8787372760000007,-8.787372760000007,-0.07776420898594569,0.9326168388090327,121.62165829,130.40903105,-0.07776436070796466,2.1347323264761684,-0.29175098871244076,-0.4942625081370604,12.088495575221238,10,,,,
AlphaMomentum,2022,ALL,66,20,46,30.303030303030305,-3.4597673029999996,-34.597673029999996,-0.5243009386260828,0.5223944456546002,37.842173439999996,72.43984646999999,-0.5242071671212121,4.568692623025106,-1.7701409813254396,-2.1807775649618057,15.893939393939394,7,4.800701782001844,-0.8325079802739986,-1.448500074222391,0.0
AlphaMomentum,2022,BTC/USDT,30,11,19,36.666666666666664,-1.2736911869999998,-12.736911869999998,-0.42448713102080693,0.5396931053755571,14.93356628,27.67047815,-0.42456372899999995,2.253275446357943,-1.2431266333329312,-1.619118698593444,18.2,5,,,,
AlphaMomentum,2022,ETH/USDT,36,9,27,25.0,-2.1860761159999997,-21.86076116,-0.6074791116304793,0.5117027114668032,22.90860716,44.76936832,-0.6072433655555556,2.6457291722226537,-1.4338278355307603,-1.9129260701449031,13.972222222222223,10,,,,
AlphaMomentumLo,2022,ALL,125,42,83,33.6,-4.554170684999999,-45.54170684999999,-0.36443209856423586,0.6768454417422712,95.38685406999998,140.92856092,-0.3643336547999999,5.08847897156516,-1.5753771477427982,-2.0617614292504505,14.168000000000001,8,5.243429318414013,-0.9749403509590985,-1.8422521947541561,0.0
AlphaMomentumLo,2022,BTC/USDT,56,19,37,33.92857142857143,-2.1602828780000003,-21.602828780000003,-0.385575485018031,0.6186835374329563,35.05045242,56.653281199999995,-0.3857647996428572,2.8853944395006645,-1.3934032923580124,-1.961425630682205,14.839285714285715,5,,,,
AlphaMomentumLo,2022,ETH/USDT,69,23,46,33.33333333333333,-2.3938878069999996,-23.938878069999998,-0.347272248688692,0.7159442466458064,60.336401650000006,84.27527972,-0.3469402618840579,2.4952855720000002,-1.0200588380736522,-1.4129717167808673,13.623188405797102,8,,,,
AlphaMomentumHi,2022,ALL,32,12,20,37.5,-0.4721589589999999,-4.721589589999999,-0.14730059899733572,0.8389290284112962,24.59213183,29.313721419999997,-0.14754967468749997,2.4691265610162394,-0.3642903488414702,-0.525991690760792,16.3125,13,2.8141178868625287,-0.10790570710219599,-0.19181367060329324,0.0
AlphaMomentumHi,2022,BTC/USDT,17,8,9,47.05882352941176,0.4869894419999998,4.869894419999998,0.2870919878522333,1.5247125391885124,14.150965589999998,9.28107117,0.2864643776470587,0.7628866484244298,0.6406283468288477,1.2693310126675417,19.235294117647058,5,,,,
AlphaMomentumHi,2022,ETH/USDT,15,4,11,26.666666666666668,-0.959148401,-9.59148401,-0.6396121974268473,0.5212074343483334,10.44116624,20.03265025,-0.6394322673333334,1.7198566277908975,-0.9069563097653044,-1.2217779913963682,13.0,8,,,,
