feature_set,feature,mean,std,min,max
E_no_regime,category__pair_ETH/USDT,-0.02156976020410507,0.005859123439104472,-0.0279338618166081,-0.0163994977707963
E_no_regime,numeric__atr14,-0.03412332157114464,0.019673453515043522,-0.0540273477428707,-0.0146888467888121
E_no_regime,numeric__body_ratio,-0.19338844637285937,0.050301363693152426,-0.2484204484075609,-0.1497840565788085
E_no_regime,numeric__body_to_range,-0.3312189949437961,0.031780577666621894,-0.3610296963602893,-0.2977799808735289
E_no_regime,numeric__candles_since_prior_signal,0.13501777531250647,0.06826437644687464,0.0907021675155238,0.2136301651263034
E_no_regime,numeric__close_location,-0.0365206912893024,0.058395296019384216,-0.0986158253109119,0.0172899235253505
E_no_regime,numeric__day_of_week,-0.2095252175890651,0.040868875663140826,-0.2374176457879253,-0.1626127429366418
E_no_regime,numeric__distance_high_168,-0.20761250334966533,0.06648101500187462,-0.2842082924697429,-0.1648942951713483
E_no_regime,numeric__distance_high_24,-0.03618834899995774,0.017598129360233198,-0.055451907281053,-0.020954726525057
E_no_regime,numeric__distance_low_168,0.014785537454397132,0.028285103667331408,-0.0178597565780392,0.0319803499500498
E_no_regime,numeric__distance_low_24,-0.14419573947829575,0.012942177223416984,-0.1563392986547491,-0.1305807225758707
E_no_regime,numeric__ema20_distance,-0.0020618401348578663,0.013933473589465194,-0.0178212441064077,0.0086236729839851
E_no_regime,numeric__ema20_slope_6,-0.1036110824812672,0.007654741211990052,-0.1121847614391969,-0.0974630377832832
E_no_regime,numeric__ema50_distance,-0.052898481182872235,0.007837625887325698,-0.0595669213916976,-0.0442654585311222
E_no_regime,numeric__ema50_slope_6,-0.14422030316653364,0.0018790706164751544,-0.1460721700458688,-0.1423151617930663
E_no_regime,numeric__ema_gap,-0.12160719046529413,0.012992948947224522,-0.1319463745497947,-0.107022574435008
E_no_regime,numeric__hour_of_day,-0.05415466356832887,0.05854471615072858,-0.1015389204362142,0.0112930984972338
E_no_regime,numeric__macd_hist_ratio,0.0067394283393827,0.014849408227512937,-0.0078004542175831,0.021880124735995
E_no_regime,numeric__macd_ratio,-0.07279310278685514,0.012686514667724146,-0.0804353979767239,-0.0581486401919976
E_no_regime,numeric__macd_signal_ratio,-0.11300152826179054,0.02651527182702446,-0.1366961518349058,-0.0843618595722465
E_no_regime,numeric__natr14,0.06012641603241097,0.10784835223485263,-0.0213579147293752,0.1824252792375828
E_no_regime,numeric__range_ratio,-0.011345052794281532,0.030744326660535594,-0.0434408222748916,0.0178409371326695
E_no_regime,numeric__relative_volume_24,-0.07666318744017557,0.08049701243638355,-0.1333695744699926,0.0154713376985062
E_no_regime,numeric__return_12h,-0.1975246737937296,0.07256059546957606,-0.2786458355064376,-0.1388103644860363
E_no_regime,numeric__return_1h,-0.192869403852623,0.050279291910433704,-0.2479066244710048,-0.1493449991249323
E_no_regime,numeric__return_24h,0.28897269384529634,0.08158285804422612,0.1958581734308159,0.3479003741201952
E_no_regime,numeric__return_3h,0.03614800218508097,0.03498820265165092,-0.0036324026357487,0.0621467125156983
E_no_regime,numeric__return_6h,0.1030383589461513,0.022137223672888322,0.0802411743014727,0.1244505895259278
E_no_regime,numeric__return_72h,-0.15981375073002924,0.05017830496838961,-0.2049072507198462,-0.105758359325152
E_no_regime,numeric__return_std_168,0.0023520427605198957,0.1440827731503582,-0.1635919793596533,0.0956575750322833
E_no_regime,numeric__return_std_24,-0.05448685754251766,0.050368700696677905,-0.1117613403087093,-0.0170899798787059
E_no_regime,numeric__rsi14,0.036299282591577366,0.08009259572669773,-0.0540635117390197,0.098532012280022
E_no_regime,numeric__source_synthetic,0.0,0.0,0.0,0.0
E_no_regime,numeric__trend_efficiency_20,0.3826871272257133,0.07729147872442528,0.3031398699552532,0.4575056995614077
E_no_regime,numeric__volatility_percentile_720,0.09096188363781439,0.0700923887499886,0.0100290186526468,0.1320169455970448
E_no_regime,numeric__volume_trend_24_168,0.14041230865560098,0.09315391279602346,0.0328532225729331,0.1951581435809317
E_no_regime,numeric__volume_zscore_24,0.015152402207413034,0.021642011053545143,-0.0046094994381451,0.0382801290513693
