model,feature_set,feature,mean,std,min,max
logistic,A_all,ema20_distance,0.0029260616771736004,0.004889551384258118,0.0,0.0085707590537967
logistic,A_all,macd_hist_ratio,0.0019538344987468665,0.004597267008871633,-0.0009375304303901,0.0072550157100117
logistic,A_all,pair,0.0017405591650438,0.002113596033007681,0.0005070093934022,0.0041810814049156
logistic,A_all,close_location,0.0012895669729429333,0.0008701054676878758,0.0007143888006927,0.0022905711398769
logistic,A_all,range_ratio,0.0007132151470378663,0.007464044364437572,-0.0066639588456105,0.0082611979750871
logistic,A_all,distance_low_168,4.41426176260333e-05,0.000992876082232271,-0.0009259259259259,0.001058353778804
logistic,A_all,source_synthetic,0.0,0.0,0.0,0.0
logistic,A_all,regime,-0.0012172792160961004,0.009846483105510137,-0.0106809707665218,0.0089718677443087
logistic,A_all,ema20_slope_6,-0.0013007509267958667,0.003299329552234897,-0.0037408825472338,0.002453065808525
logistic,A_all,volatility_percentile_720,-0.0013067888171538668,0.00414955694196907,-0.0054218391184962,0.0028764347076312
logistic,A_all,return_std_24,-0.0016661453670173668,0.004015843017990784,-0.006289649170406,0.000952859818115
logistic,A_all,ema50_slope_6,-0.0033453747165019,0.0043475978280555,-0.0080484279557749,0.0005268670460643
logistic,A_all,distance_high_168,-0.0036468711105843332,0.009169044485121148,-0.0113565092425675,0.0064922527439685
logistic,A_all,relative_volume_24,-0.0039033314173420337,0.01639494005709273,-0.0139064309939673,0.015017541580838
logistic,A_all,rsi14,-0.004164668499779666,0.01132619702861259,-0.017195686381557,0.0033137365178235
logistic,A_all,macd_signal_ratio,-0.005263708261264967,0.015138191556534711,-0.0176716000680547,0.0116031645051253
logistic,A_all,volume_zscore_24,-0.0057063150086646,0.008304648633467708,-0.0149747882957859,0.001058353778804
logistic,A_all,return_3h,-0.0059114017942324,0.014683572240273063,-0.0226588748519467,0.0047533832655747
logistic,A_all,natr14,-0.006213225411779766,0.0074543678335958295,-0.0146919613030725,-0.0006889924682342
logistic,A_all,ema_gap,-0.006463082323268977,0.009957723291634768,-0.0179342532603384,-4.5271707025729135e-05
logistic,A_all,return_6h,-0.0119635248100415,0.01622272996502834,-0.030227974447499,0.0007720841262651
logistic,A_all,regime_transition,-0.017931364039012333,0.04044940152222176,-0.0643200973580135,0.0099766158099491
logistic,A_all,return_std_168,-0.018195345289717734,0.016274854960336912,-0.036801589920715,-0.0066060362957921
logistic,A_all,candles_since_prior_signal,-0.019778829780484602,0.011252756068893009,-0.0316093850834504,-0.0092102747824846
logistic,B_reduced,regime_duration,0.04532163053963887,0.023002145852828997,0.0267603203311568,0.0710554627335241
logistic,B_reduced,distance_high_168,0.04023864066776037,0.022263545437026112,0.0244396653123899,0.0657011502584543
logistic,B_reduced,body_to_range,0.0365455841969557,0.04820416755570764,-0.0172116160436154,0.0759247577624914
logistic,B_reduced,trend_efficiency_20,0.036074555830453034,0.021571127090675022,0.018315973842047,0.0600795897248527
logistic,B_reduced,return_24h,0.019520451091769194,0.06343195975423227,-0.0495822963072906,0.0751008819429843
logistic,B_reduced,volume_trend_24_168,0.01616869582572177,0.031807590102004846,-0.0116890573596836,0.0508263441787805
logistic,B_reduced,day_of_week,0.014637147201498666,0.05543676327389572,-0.0433839363116225,0.0670656334293086
logistic,B_reduced,return_12h,0.014315957274013068,0.024217300661773345,-0.0013010638866075,0.0422132492731719
logistic,B_reduced,return_1h,0.011145260239078233,0.024067895008007937,-0.0057753391280253,0.0386983218472436
logistic,B_reduced,distance_low_24,0.007435260606562,0.012000061404395052,-0.006110459312768,0.0167352884691475
logistic,B_reduced,return_6h,0.005513918333010434,0.004483291437097112,0.0010147028447399,0.0099811142044877
logistic,B_reduced,volatility_percentile_720,0.005040874486975732,0.014531844025367752,-0.0050286154402848,0.0217000988037304
logistic,B_reduced,ema50_distance,0.0023945527573242336,0.005107737507982251,-0.0032558454147212,0.0066839010240857
logistic,B_reduced,hour_of_day,0.0007489562150445675,0.016840286614640234,-0.01362069969911,0.0192797083277309
logistic,B_reduced,ema20_distance,0.0004863904971806332,0.008868528242815954,-0.0077589795502961,0.0098684669095451
logistic,B_reduced,distance_low_168,-7.511466878480004e-05,0.0009315711769776095,-0.0010419691556938,0.0008166251493394
logistic,B_reduced,distance_high_24,-0.0002542222825766333,0.002085629896790933,-0.0024981225409031,0.0016250493036971
logistic,B_reduced,close_location,-0.0008217306449182666,0.00469612523501121,-0.0056449453756938,0.0037360458583828
logistic,B_reduced,regime,-0.0010637248033027334,0.0028729924049819425,-0.004105470277656,0.0016038491639345
logistic,B_reduced,pair,-0.0016628064825516332,0.0024316890575832575,-0.0042552317207681,0.0005675422138836
logistic,B_reduced,ema_gap,-0.0021295417475631333,0.011927325372888334,-0.0138985291326779,0.0099500542441902
logistic,B_reduced,regime_transition,-0.0021594178537799667,0.0026808825629469164,-0.005032079532181,0.0002759087198446
logistic,B_reduced,return_std_24,-0.0027118790911610665,0.002923682323587725,-0.0058788062081474,-0.0001155740810913
logistic,B_reduced,ema20_slope_6,-0.0037490913822961665,0.009958797254875133,-0.0135002383063131,0.0064051176054315
logistic,B_reduced,ema50_slope_6,-0.0038460599021628798,0.004618039831064553,-0.0089730976478127,-1.312980860993888e-05
logistic,B_reduced,rsi14,-0.0051847224100019336,0.007718423653530738,-0.0097358624465822,0.0037270669364117
logistic,B_reduced,return_std_168,-0.005374088896971933,0.0015711455637647733,-0.0063679662568415,-0.0035627476045581
logistic,B_reduced,range_ratio,-0.005840179772653167,0.014304990937608045,-0.0222815541717861,0.00375661484485
logistic,B_reduced,return_3h,-0.0070540704676797334,0.015164542832102699,-0.0245187651170217,0.002774493035768
logistic,B_reduced,macd_ratio,-0.007163370463161901,0.011210745555444192,-0.0157007729588268,0.005532393433018
logistic,B_reduced,volume_zscore_24,-0.012463855825621968,0.018574077192757155,-0.0336125559110863,0.0012001069895806
logistic,B_reduced,macd_signal_ratio,-0.013281013714522933,0.019337739934566577,-0.0305691181383244,0.0076018811653237
logistic,B_reduced,return_72h,-0.013708444365108602,0.015720355091733182,-0.0312296353783165,-0.0008386563199159
logistic,B_reduced,natr14,-0.0151111912343326,0.022694628411866376,-0.0410672496441197,0.0009906869783529
logistic,B_reduced,candles_since_prior_signal,-0.015178180310626002,0.01431406185640361,-0.0257059563151357,0.0011205079221768
logistic,B_reduced,relative_volume_24,-0.018170054581797535,0.02952179238501673,-0.0521401072959463,0.0012772602580703
logistic,C_price,body_to_range,0.07056382060221467,0.05314670705154114,0.0221890358107777,0.1274541580902173
logistic,C_price,trend_efficiency_20,0.0392672161185629,0.09071997614555846,-0.0535045162479557,0.1277858287959327
logistic,C_price,return_12h,0.025295657995781897,0.04965306364719466,-0.0093027310272952,0.0821882905660219
logistic,C_price,ema50_distance,0.004920600067001633,0.013454054839679201,-0.0100130803554392,0.0160956047041073
logistic,C_price,distance_high_24,0.0009823143412727,0.0061392535226441405,-0.0053237790397303,0.0069398794428122
logistic,C_price,range_ratio,0.0007886332784017332,0.006681695628673936,-0.0043653707747298,0.0083377815356679
logistic,C_price,distance_low_168,0.0005838990513964334,0.0013368522634489215,-0.0005753350295178,0.0020462993231871
logistic,C_price,body_ratio,0.00042058398363513323,0.015622320436758125,-0.016399197649669,0.0144765446886896
logistic,C_price,ema20_distance,0.0003428622193031,0.00029696201811841113,0.0,0.0005188280986152
logistic,C_price,return_6h,-0.00036866706351460003,0.005410213668889663,-0.0056443972424091,0.0051666823231579
logistic,C_price,candles_since_prior_signal,-0.0018661099818913333,0.005511814172018252,-0.0067155647057471,0.0041282374057278
logistic,C_price,pair,-0.0026342071221795997,0.004562580573274864,-0.0079026213665388,0.0
logistic,C_price,return_3h,-0.0043563013083607665,0.00554283424690819,-0.0102632335890024,0.0007312043729793
logistic,C_price,close_location,-0.008422640646101234,0.0036472502221832747,-0.011819810390344,-0.0045683975265257
logistic,C_price,ema20_slope_6,-0.009360939911916532,0.029107997373377728,-0.0407681962220518,0.0167091582011776
logistic,C_price,ema50_slope_6,-0.0098482484045611,0.02329318876758267,-0.0342245191327366,0.0121847187002046
logistic,C_price,return_72h,-0.015331236186675304,0.01849414208475965,-0.0328083226399073,0.004034953923469
logistic,C_price,ema_gap,-0.015721349947964897,0.026564873753880582,-0.0420117017984532,0.0111097883929356
logistic,C_price,distance_low_24,-0.024208386659855502,0.04023297570644879,-0.0705133014449988,0.002197297477221
logistic,C_price,return_1h,-0.0243443608475726,0.03271748695268384,-0.0566589031978017,0.0087617072471016
logistic,C_price,distance_high_168,-0.029846607460849633,0.07886635911420348,-0.1202468239704628,0.0248799503525177
logistic,C_price,return_24h,-0.0383458325760802,0.11048608208937957,-0.1627278923017155,0.0484216443299431
logistic,D_price_volatility,body_to_range,0.051302131059402935,0.04461901652093128,0.004127045177492,0.0928267888553423
logistic,D_price_volatility,trend_efficiency_20,0.024187506762450264,0.08225414157679005,-0.0588361839704625,0.105649870139927
logistic,D_price_volatility,return_12h,0.023791343442972766,0.04579515625977776,-0.0035960165870969,0.0766595779519003
logistic,D_price_volatility,ema50_distance,0.003208794326157867,0.010170158746511924,-0.0073374894739978,0.0129556430152624
logistic,D_price_volatility,distance_high_24,0.0026772193248601997,0.0019985959638841406,0.000750573491608,0.0047407298172037
logistic,D_price_volatility,range_ratio,0.0009033484716280335,0.008664791679045557,-0.0068673678139725,0.0102467823877924
logistic,D_price_volatility,body_ratio,0.0007605833594674661,0.01509941993000278,-0.0166726952493604,0.0097076134900957
logistic,D_price_volatility,ema20_slope_6,0.0006294480178783332,0.021157191818512302,-0.0122856198039459,0.0250460334909856
logistic,D_price_volatility,pair,0.0003996480786159333,0.00016525681958187076,0.0002105084458025,0.0005161146046548
logistic,D_price_volatility,ema20_distance,0.00037218896180586663,0.0003271121206007671,0.0,0.0006140407021136
logistic,D_price_volatility,volatility_percentile_720,-0.0017732163851601347,0.035708126181946714,-0.0419087849915924,0.02647517760833
logistic,D_price_volatility,distance_low_168,-0.002551599577525933,0.0037805929501079152,-0.004792479397999,0.0018133320150937
logistic,D_price_volatility,candles_since_prior_signal,-0.004256599339647234,0.009180638063894127,-0.0104265036580074,0.0062938284096699
logistic,D_price_volatility,atr14,-0.004931400803122387,0.00441152138529004,-0.0084611388736961,1.4228015255339049e-05
logistic,D_price_volatility,return_3h,-0.0052637020809107,0.0036249808608360746,-0.0086611680860987,-0.0014475638740344
logistic,D_price_volatility,natr14,-0.0058222732482329995,0.0037849764848818025,-0.0082792940257045,-0.0014635338478412
logistic,D_price_volatility,close_location,-0.0059579155691281,0.0032052419736760427,-0.0094753405740845,-0.0032020234886925
logistic,D_price_volatility,return_6h,-0.006527067612195033,0.007503570290043372,-0.0124249546657284,0.0019186716471275
logistic,D_price_volatility,return_std_24,-0.011866749896833033,0.01938983718470701,-0.0342519210166887,-0.0002948603683897
logistic,D_price_volatility,ema50_slope_6,-0.013698322722298,0.02192584591402695,-0.0268130203414064,0.0116139254155695
logistic,D_price_volatility,return_72h,-0.0161854057267393,0.023195921180157595,-0.0403447202360762,0.0059090606237278
logistic,D_price_volatility,ema_gap,-0.017649727976200735,0.0262798190150842,-0.0422950915179609,0.0100053844365065
logistic,D_price_volatility,return_std_168,-0.0186806304545434,0.029383422527921643,-0.0526045981722146,-0.0012098930481283
logistic,D_price_volatility,distance_low_24,-0.019770053852454467,0.02974399914179433,-0.046652415117162,0.0121835408464757
logistic,D_price_volatility,return_1h,-0.021923859453762434,0.031133352785716287,-0.0577122190359262,-0.0010833863145602
logistic,D_price_volatility,distance_high_168,-0.028421756563756163,0.07419944799796047,-0.1135758856805459,0.022349135181788
logistic,D_price_volatility,return_24h,-0.04160907655900433,0.10448283984233867,-0.1554333404108756,0.0499396190021202
logistic,E_no_regime,body_to_range,0.0525824761947233,0.06334817388876292,-0.0177683790317818,0.1051089559868909
logistic,E_no_regime,trend_efficiency_20,0.017942814872613032,0.041566659123192774,-0.0087140241242896,0.0658377912097721
logistic,E_no_regime,return_24h,0.015625434366578594,0.07304949509249917,-0.0646270491339877,0.0782435169099707
logistic,E_no_regime,return_12h,0.008444545266672099,0.024496437156636495,-0.0175937970387758,0.0310334071592937
logistic,E_no_regime,return_1h,0.006852110901613699,0.034445714180950396,-0.0291105796768302,0.0395481050213397
logistic,E_no_regime,volume_trend_24_168,0.003490049370505767,0.019426023565866535,-0.0153328708201102,0.0234676652570596
logistic,E_no_regime,macd_hist_ratio,0.0006080283932180334,0.0015152205515783208,-0.0011293821096426,0.0016554705416156
logistic,E_no_regime,atr14,2.4246928844095362e-05,0.0014149537784550635,-0.0013768923659032,0.0014526219778881
logistic,E_no_regime,source_synthetic,0.0,0.0,0.0,0.0
logistic,E_no_regime,hour_of_day,-0.0001694539194158001,0.004533098980623288,-0.0049784165771149,0.004025109805797
logistic,E_no_regime,relative_volume_24,-0.0004919026174632334,0.02033196734103619,-0.0159219473169309,0.0225470939682932
logistic,E_no_regime,ema20_distance,-0.0024287957428268336,0.005113344673620295,-0.0082675147994665,0.0012510331040494
logistic,E_no_regime,return_std_24,-0.0029706886425552334,0.00365145133958766,-0.0059724098980219,0.0010944163209886
logistic,E_no_regime,return_72h,-0.0031974085529468334,0.010326003378093597,-0.0148504786317311,0.004815633762584
logistic,E_no_regime,pair,-0.0036076467098113997,0.004819479353288163,-0.0082816136844242,0.0013452316104236
logistic,E_no_regime,distance_high_24,-0.003748351862074933,0.010622906020763066,-0.0154757189268059,0.0052294573297272
logistic,E_no_regime,close_location,-0.004000422243429567,0.009447761154074601,-0.0149047074877117,0.0017391456871644
logistic,E_no_regime,body_ratio,-0.0050796743143337,0.008911614384347557,-0.0108379054464849,0.0051851674588832
logistic,E_no_regime,ema50_distance,-0.005441991383253668,0.02054411556117878,-0.028738344693584,0.0100818305112573
logistic,E_no_regime,ema20_slope_6,-0.005767059920861067,0.020599400219875726,-0.0295447409195452,0.0066710566131191
logistic,E_no_regime,volatility_percentile_720,-0.0059894929611589666,0.006972750533442878,-0.011346584689252,0.001894379613501
logistic,E_no_regime,distance_low_168,-0.0061174617438112,0.005221047116506355,-0.0107584470042003,-0.0004645113340765
logistic,E_no_regime,distance_low_24,-0.006514149028231467,0.042966990686042414,-0.0542883424641246,0.0289652779031301
logistic,E_no_regime,range_ratio,-0.0065536948396131,0.013041585782200302,-0.021517691008234,0.0023918857376281
logistic,E_no_regime,day_of_week,-0.006944820026616769,0.043684708075554864,-0.0463059346408824,0.0400557063853381
logistic,E_no_regime,macd_ratio,-0.007239453786758666,0.03040387528247385,-0.0417792469027833,0.0154754084110798
logistic,E_no_regime,volume_zscore_24,-0.0094527937459352,0.014715691260187317,-0.026423800118442,-0.0002322556670382
logistic,E_no_regime,return_6h,-0.012185236082332733,0.0050121800432811475,-0.0175576530924429,-0.0076349459298236
logistic,E_no_regime,ema50_slope_6,-0.014112636270920966,0.03818884236257515,-0.0581595088907515,0.0097253083203014
logistic,E_no_regime,ema_gap,-0.0148942617540878,0.017803161806093287,-0.0354515113739446,-0.0045688785854229
logistic,E_no_regime,natr14,-0.01521835405201013,0.012764066557989198,-0.0237094401808458,-0.0005398110661268
logistic,E_no_regime,macd_signal_ratio,-0.0166260789528181,0.030767591580870248,-0.0521215506719051,0.0024248480925685
logistic,E_no_regime,return_3h,-0.0166561565268392,0.01683246235014911,-0.0338502279985366,-0.0002102534562212
logistic,E_no_regime,candles_since_prior_signal,-0.016800958880464567,0.02439075271164943,-0.0443395136459756,0.0020800519569075
logistic,E_no_regime,distance_high_168,-0.022604316520956402,0.039979033151040455,-0.0655287975882093,0.0135698166686908
logistic,E_no_regime,rsi14,-0.023223086241264335,0.015899000921307565,-0.0408861512856903,-0.0100567722686179
logistic,E_no_regime,return_std_168,-0.03181329638941477,0.040396696690783426,-0.0784584096837715,-0.0082296691682136
