row_id,split,ema20_distance,ema50_distance,ema_gap,ema20_slope_6,ema50_slope_6,trend_efficiency_20,body_ratio,range_ratio,body_to_range,close_location,atr14,natr14,return_std_24,return_std_168,volatility_percentile_720,rsi14,macd_ratio,macd_signal_ratio,macd_hist_ratio,relative_volume_24,volume_zscore_24,volume_trend_24_168,regime,regime_transition,regime_duration,hour_of_day,day_of_week,distance_high_24,distance_low_24,distance_high_168,distance_low_168,candles_since_prior_signal,source_synthetic,return_1h,return_3h,return_6h,return_12h,return_24h,return_72h,feature_candle_open,decision_time,pair
development|BTC/USDT|2023-01-02T01:00:00+00:00,development,0.0006743781953200134,0.0011827027032909054,0.0005073818541391208,0.0012930198164664564,0.000568165392247133,0.3004970628106504,-0.0017343506746335094,0.00288154035814287,0.6029288702928901,0.1485355648535283,29.92294222098584,0.001803852837743708,0.000798494880172028,0.0018001520777473877,0.034722222222222224,55.08543453938552,0.0008557725738475229,0.0005599745835050675,0.0002957979903424554,1.0718566316574347,0.5475843763688466,-0.34100224772972754,LOW_VOLATILITY,0,45,1,0,-0.0024475240618075933,0.005414870346766243,-0.022652674892755242,0.015633992530459606,34.0,0,-0.0017091188108385724,-0.001103772698697214,-0.00021275467276782312,0.001655704118065815,0.0035499801266449804,-0.002475717880011108,2023-01-02 00:00:00+00:00,2023-01-02 01:00:00+00:00,BTC/USDT
development|ETH/USDT|2023-01-02T01:00:00+00:00,development,-0.0005035794568080121,0.0002105296300081161,0.0007143184934579312,0.0013487060221175629,0.0006663472957708638,0.21943048576214552,-0.001807836178384149,0.0029545302797622714,0.6129943502824485,0.18644067796612673,3.055985815463486,0.002550565713647164,0.0012203511902234747,0.0023533406090349928,0.03611111111111111,49.29292306480573,0.000835788248351343,0.0006223815215887789,0.0002134067267625641,1.2720034339640824,0.5542240741151553,-0.4720104504533087,LOW_VOLATILITY,0,20,1,0,-0.0054039695518274256,0.006375097642305816,-0.02883126778144318,0.014478519296225567,38.0,0,-0.0018161520902409967,-0.0038990730348753555,-0.002298238017519938,0.0008269502242790328,0.0034084532991651706,-0.0015582943759738788,2023-01-02 00:00:00+00:00,2023-01-02 01:00:00+00:00,ETH/USDT
development|BTC/USDT|2023-01-04T07:00:00+00:00,development,0.00802445529129514,0.010567863527129129,0.002496775656861158,0.004061174630072717,0.0019291054090824211,0.3318809318377883,0.0012225961393012505,0.0018183240136080247,0.6715542521994611,0.9406972955360121,48.90690480865372,0.00289764090729295,0.0020854865348124384,0.0018576307123633299,0.3347222222222222,74.45685396264564,0.0024050661497333793,0.0009552486357566463,0.001449817513976733,0.8066361209155575,-0.4338085983602165,0.2905594642856497,LOW_VOLATILITY,0,2,7,2,-0.0019395682568366102,0.016434531667036012,-0.0019395682568366102,0.03337904855201135,54.0,0,0.001222596139301313,0.0009583667911674532,0.013063810094877004,0.01400413815974444,0.009003095486615376,0.020459147304772163,2023-01-04 06:00:00+00:00,2023-01-04 07:00:00+00:00,BTC/USDT
development|ETH/USDT|2023-01-06T20:00:00+00:00,development,0.01378536534652075,0.018204755551363583,0.004281354704849304,0.005563606938112642,0.002880849961610421,0.3866807984455006,0.005044444795301403,0.009064274661660602,0.5537261698440312,0.6906412478336267,6.794924012231063,0.00533718003050047,0.003188344660599727,0.002561140443663391,0.5625,74.35738065764178,0.0032712515266922677,0.0012405290708931357,0.002030722455799132,1.7611963367897725,0.9291306268474253,0.3347498157330704,TREND_UP,0,2,20,4,-0.00279627163781615,0.030040453074433815,-0.00279627163781615,0.0693449356190734,115.0,0,0.005044444795301306,0.007071721813967979,0.018161897602405608,0.020381501963613102,0.0155629297554285,0.05260851591566773,2023-01-06 19:00:00+00:00,2023-01-06 20:00:00+00:00,ETH/USDT
development|BTC/USDT|2023-01-07T01:00:00+00:00,development,0.006439921912668067,0.00849972619574424,0.002029375050871232,0.0037378182877247923,0.0017568011426236652,0.2772586782913205,0.0016442177163720887,0.002881345350326236,0.5697056418642253,0.9754701553556688,57.60824189777359,0.003393075223479406,0.002056995737837028,0.0015983603880816045,0.5569444444444445,67.14313549647986,0.002183590458669719,0.0010158820794149669,0.0011677083792547521,0.635153764451607,-0.7976555912563054,0.3324718873057313,RANGE,0,6,1,5,-0.003686403380083303,0.017937526230589418,-0.003686403380083303,0.030854887674559794,66.0,0,0.0016241265084229184,0.002770613190859361,0.0075802129913444816,0.014772560190592143,0.007022630188531664,0.019066020108604143,2023-01-07 00:00:00+00:00,2023-01-07 01:00:00+00:00,BTC/USDT
development|ETH/USDT|2023-01-08T23:00:00+00:00,development,0.0027760885181886685,0.004932713625899865,0.002140098208299276,0.0012501740790999971,0.0009513240617744501,0.20942546994969655,-0.0003464757900042164,0.0027570126586266928,0.1257142857143013,0.28285714285714547,4.153220097542013,0.003271565823710319,0.0024791514011847605,0.0026975757020089555,0.18194444444444444,58.03522323802664,0.0011886413523603248,0.0007633967364134436,0.00042524461594688103,1.344020647482238,0.40946487526084596,-0.33900463896054056,RANGE,0,7,23,6,-0.008210937500000015,0.009318078822042164,-0.008210937500000015,0.06411567476948865,51.0,0,-0.00034647579000424145,0.003478013421970072,0.004327463173050994,0.005011241647930431,0.005051024851359109,0.014983010193883706,2023-01-08 22:00:00+00:00,2023-01-08 23:00:00+00:00,ETH/USDT
development|BTC/USDT|2023-01-20T08:00:00+00:00,development,-0.0008154108426061679,-0.0005508846556130376,0.0002648879832652676,0.0008751017456902765,0.0004254055316683658,0.20436932754798312,0.0007501051627384008,0.005998251861691017,0.12496022908048823,0.7807826916958236,129.42231321428716,0.006174893661962684,0.0033011950780301473,0.006054231340398823,0.7361111111111112,49.297197637234795,0.0012237186729479634,0.0014447916335566108,-0.00022107296060864756,0.8867513222882553,-0.38790103363265466,-0.13536476930067254,RANGE,0,12,8,4,-0.01226036306056666,0.014454425772477242,-0.03189653579676677,0.11427053999439662,319.0,0,0.0007501051627383237,-0.0015039771788017964,-0.007474447466719214,-0.0062353758365555345,0.006748178942741934,-0.008243251875563518,2023-01-20 07:00:00+00:00,2023-01-20 08:00:00+00:00,BTC/USDT
development|ETH/USDT|2023-01-20T09:00:00+00:00,development,0.0038795753605025407,0.0037178440439473714,-0.0001605095431032394,0.0017983426951162507,0.0005469505212012393,0.3279951956761103,0.0010578461220909878,0.005013015799376255,0.21079691516710872,0.8611825192802145,11.026358735388849,0.007104795700526334,0.0038293167116485627,0.007347855623003686,0.7194444444444444,55.887818665705424,0.0020301102402333526,0.0016811798594224283,0.0003489303808109242,1.3054890698776627,0.5886377292017695,-0.42044404670242175,RANGE,0,11,9,4,-0.007970954277276676,0.025526487943806186,-0.03604968944099374,0.10726949722105306,274.0,0,0.0010513890591035135,0.0031283934019339377,-0.001094190492128333,-0.003518594616807036,0.0163258089232039,-0.010929762731739512,2023-01-20 08:00:00+00:00,2023-01-20 09:00:00+00:00,ETH/USDT
development|BTC/USDT|2023-01-23T22:00:00+00:00,development,0.005940936146714204,0.011273063506782366,0.00524154830942703,0.003444370209852776,0.002569835158388045,0.1569612081509984,-0.0010655706015456133,0.004653852843972884,0.22920949355259518,0.5462530368155382,214.81261437461546,0.009341303460367692,0.004769134295218747,0.005329459833683694,0.8902777777777777,55.87853171313813,0.0022589429517994035,0.0014091740028875522,0.0008497689489118513,0.6800164417004925,-0.6803310127211335,-0.011918112858575358,RANGE,0,4,22,0,-0.00793787748058672,0.022044444444444533,-0.016079206565176807,0.12685994859644767,86.0,0,-0.0011571218591786003,0.002607232235505519,0.006251219744857872,0.00929680155265622,0.018181238562839708,0.030498655413456532,2023-01-23 21:00:00+00:00,2023-01-23 22:00:00+00:00,BTC/USDT
development|BTC/USDT|2023-01-26T05:00:00+00:00,development,0.009537783467119976,0.013832369453114834,0.004195971905728369,0.007281114545259149,0.003544800143195248,0.18224638316527794,0.0018667747802573412,0.0039884638697806766,0.4671714440237788,0.8004326663061051,230.86879500853638,0.00996010651759158,0.009227289096848603,0.006080664474378163,0.9111111111111111,57.66899658120006,0.00527583326914507,0.00338800445092886,0.0018878288182162092,0.6596240605186071,-0.7283322507657258,0.12122036653878387,RANGE,0,13,5,3,-0.02676186025537519,0.037803895231699025,-0.02676186025537519,0.12189992643072878,55.0,0,0.0018667747802574297,0.0006954985571965278,0.010777422140047621,0.02428661386007347,0.024509355429410906,0.01850004745517242,2023-01-26 04:00:00+00:00,2023-01-26 05:00:00+00:00,BTC/USDT
development|ETH/USDT|2023-01-26T09:00:00+00:00,development,0.006988649956903181,0.009340329022661686,0.0023137469083144855,0.007928311319984616,0.0033094673791385087,0.21742290048598797,0.002068935433011944,0.004291018090683572,0.4811594202898395,0.7550724637681112,16.34516825280278,0.010164842415658347,0.009013711662795455,0.006337683601551595,0.8944444444444445,56.22246896779221,0.006963364730450083,0.005633586774835506,0.0013297779556145771,0.6293743210265496,-0.595155817090398,0.35103813674107864,RANGE,0,11,9,3,-0.020103595368677674,0.05443278688524589,-0.042429403427700296,0.0625640144581816,144.0,0,0.0020751800982126145,-0.0071499577053451,-0.003643370985631056,0.017283591343021154,0.036690090903229944,-0.014343420721952271,2023-01-26 08:00:00+00:00,2023-01-26 09:00:00+00:00,ETH/USDT
development|BTC/USDT|2023-01-28T00:00:00+00:00,development,0.0013573447850934173,0.003659983511137277,0.0022911319826949034,0.002312436997456313,0.0014632132470313586,0.2234655916050321,0.002901675113224371,0.003379971361904468,0.8560071804077065,0.8856263623541261,173.30360966102435,0.007510722369136053,0.0046696155382172306,0.005443318352538617,0.6444444444444445,52.502693254452694,0.0016154877312737478,0.0014129899505701613,0.00020249778070358655,0.4646970033321639,-1.1900769465842755,-0.0650320268633815,RANGE,0,2,0,5,-0.018120851063829768,0.023930901784256164,-0.031178503514126432,0.03506984676819913,43.0,0,0.0028659322624695616,-0.0014998602265282601,-0.005627298560552774,0.004645265673580923,0.0028036063130034705,0.01949684728728851,2023-01-27 23:00:00+00:00,2023-01-28 00:00:00+00:00,BTC/USDT
development|ETH/USDT|2023-01-28T08:00:00+00:00,development,-0.0013468377847032365,-4.9699635799815844e-05,0.001298952097166182,0.0012155445356794026,0.000775022609922349,0.12966085816001607,-0.002798735247159019,0.0073398297209734875,0.38237810094097574,0.5876817792985531,11.61122295480066,0.007290367779340896,0.004135965353564888,0.006213338187432594,0.5069444444444444,49.09982804760493,0.0015441421217031973,0.0016712952975596362,-0.000127153175856439,0.6626654386044993,-0.509303790341904,-0.19197534209213907,RANGE,0,27,8,5,-0.017470697100555155,0.020294682895579896,-0.05155842454414439,0.04919631093544141,47.0,0,-0.002804978837436467,-0.00425760711226697,-0.0017487010097337885,-0.01057339876995711,0.004591901097514839,0.025015928588437486,2023-01-28 07:00:00+00:00,2023-01-28 08:00:00+00:00,ETH/USDT
development|BTC/USDT|2023-01-29T02:00:00+00:00,development,0.008403996478774545,0.00935412673791336,0.0009334800230918449,0.001009822766334878,0.0004840692129342017,0.2313461967432567,0.005164637140650543,0.016350497927025823,0.3142473542884189,0.31637971884378485,113.75895358385092,0.004896581726829302,0.001908404363885755,0.004904344941319395,0.44583333333333336,66.2362288125402,0.0007827929599138523,-7.487858764057647e-05,0.0008576715475544289,3.513207429096144,4.273393886215841,-0.3883361212620605,RANGE,0,28,2,6,-0.011053975821556317,0.015466950135629709,-0.024537793391452123,0.04216465095456434,26.0,0,0.00516463714065063,0.011084258907467781,0.008375670320560413,0.011415709988202183,0.006140612623443564,0.0029823116282523543,2023-01-29 01:00:00+00:00,2023-01-29 02:00:00+00:00,BTC/USDT
development|ETH/USDT|2023-01-29T14:00:00+00:00,development,0.010472074248844887,0.013504626842087086,0.0029611355628620583,0.005682246825462478,0.0025782497428017415,0.2955913453717258,0.0013783597518952618,0.010472275441305098,0.13143872113676816,0.1823564239194736,12.77005642586208,0.007917794451902606,0.004678126847862677,0.006017765550872005,0.5625,63.78399633398085,0.00420599500673516,0.0024180741068769826,0.0017879208998581775,2.0929813500911743,1.3082249705586777,-0.15913971279076133,RANGE,0,15,14,6,-0.008489893276939053,0.03652979774934284,-0.030687124749833372,0.06247035573122517,30.0,0,0.0013721424047883346,0.0006079970220553843,0.012715216817993369,0.00632058401447555,0.025125532320599886,-0.003109045282039258,2023-01-29 13:00:00+00:00,2023-01-29 14:00:00+00:00,ETH/USDT
development|BTC/USDT|2023-02-01T06:00:00+00:00,development,0.0015303262238532955,0.0008575165622584091,-0.0006712060462689876,0.0012648546500586555,0.0002218534057034649,0.2098863458005149,-0.0007814407814408569,0.002422284672950477,0.32285714285717404,0.12999999999997922,135.73028444410755,0.005871024779717326,0.003852204592547979,0.004973879144391153,0.3902777777777778,52.86865897705937,0.0011223653974660657,0.0007868202140040284,0.00033554518346203736,0.6522565284957308,-0.9545795381811042,-0.026356003975442688,RANGE,0,13,6,2,-0.00863336192109787,0.016515814721420385,-0.03513568558972391,0.0350870830535035,76.0,0,-0.0007481852940744993,0.00044312833022397413,-0.0002793497809526757,-0.0014577309844931996,0.015797169840336522,-0.005627217789629935,2023-02-01 05:00:00+00:00,2023-02-01 06:00:00+00:00,BTC/USDT
development|ETH/USDT|2023-02-01T06:00:00+00:00,development,-0.0006971882845377975,-0.001969821581086606,-0.001276034741367835,0.00021328173252221916,-0.00025654025913735,0.11427976686094894,5.053727439840254e-05,0.0022108940223742476,0.022857142857122068,0.24857142857139738,11.371931379867869,0.007183467174457143,0.004254383223112991,0.00578988072790172,0.4013888888888889,49.13031597488556,0.0004915800726398624,0.000649495040838655,-0.0001579149681987926,0.4072352179374617,-1.129748510541031,-0.32290447897520225,RANGE,0,13,6,2,-0.013774156169401586,0.013729244443305921,-0.04634337349397599,0.038078688524590065,64.0,0,5.685479285899575e-05,-0.0016333892511636305,-0.0014255707013681729,-0.00633332496422212,0.013417749070167906,-0.008927397594736264,2023-02-01 05:00:00+00:00,2023-02-01 06:00:00+00:00,ETH/USDT
development|ETH/USDT|2023-02-04T10:00:00+00:00,development,0.001400305530778967,0.004690256690318861,0.0032700134623143418,-0.0004055609231377044,0.0007313299391444872,0.2162445049194049,0.0033469713843025063,0.004210475518316649,0.7922636103152061,0.914040114613191,11.02812130227688,0.006652383202903225,0.004433639326783032,0.006186296037190402,0.2263888888888889,52.29415633679645,0.00048047015068385725,0.0007708268167414845,-0.00029035666605762726,0.7713430939480788,-0.2431264166908017,-0.10356224651669643,RANGE,0,39,10,5,-0.01087708830548928,0.019582638858991475,-0.033189866330743945,0.07998045602605863,76.0,0,0.0033469713843023996,0.002279322853687926,0.002061220048840795,0.00027152269929775485,0.009622587501598723,0.053662908208016,2023-02-04 09:00:00+00:00,2023-02-04 10:00:00+00:00,ETH/USDT
development|ETH/USDT|2023-02-07T11:00:00+00:00,development,0.0048655601498932555,0.0027530719002253345,-0.002096487797589648,0.0008697585302865907,-0.0003404454014500624,0.12588155733745698,0.0005177276021903754,0.00491282326011782,0.10532837670385913,0.3519206939281497,9.848004044496417,0.005995229657439497,0.004302458292930498,0.005693575379597439,0.10138888888888889,56.348841489555134,-3.3295171394868594e-06,-0.0007787460945723701,0.0007754165774328832,0.9861359179992484,-0.022442322387758236,-0.11734921443390012,RANGE,0,28,11,1,-0.009598688018522039,0.023445336789178928,-0.04201367018918978,0.05623786314124413,73.0,0,0.0005238217057097483,0.006340785032071583,0.0065997904244825545,0.005995651774504784,0.00722318286057666,-0.010577038910974501,2023-02-07 10:00:00+00:00,2023-02-07 11:00:00+00:00,ETH/USDT
development|BTC/USDT|2023-02-07T18:00:00+00:00,development,0.013348882962922026,0.012325714990582881,-0.0009973961218122003,0.002146220564828605,0.00034914732218771505,0.32428310751844486,0.013270966377375152,0.019198193353754667,0.6822076556522464,0.879012953309914,129.8448102445639,0.005576826714371045,0.0036436031678183435,0.003999143132437727,0.26944444444444443,68.90833614351517,0.0014522686838478421,0.0002979912354586146,0.0011542774483892274,2.306781827994886,3.1840211842528565,-0.023434524044979033,RANGE,0,34,18,1,-0.002317350130693785,0.028488382365933207,-0.040077509791795585,0.028936991258225797,156.0,0,0.013270966377375126,0.013320357960138862,0.013303599562001223,0.015093701278997118,0.0107285275341229,-0.006685685738213598,2023-02-07 17:00:00+00:00,2023-02-07 18:00:00+00:00,BTC/USDT
development|BTC/USDT|2023-02-12T04:00:00+00:00,development,0.001056616586652348,-0.003304371733328537,-0.004370828131954949,0.0021509995209954003,-0.00045406574530670873,0.16459264479516134,-0.001569059952941933,0.0019994141785322724,0.7859931113662488,0.07026406429394629,79.73381156196348,0.0036606409493780225,0.0018160516818531193,0.00374193192808114,0.015277777777777777,52.344064956236664,0.0006998719408575607,-4.4209599453248e-05,0.0007440815403108087,0.825034168573385,-0.8731960864610049,-0.40116728397985835,RANGE,0,4,4,6,-0.005703376925015213,0.007546871321102655,-0.07123571550400809,0.015401612978416024,106.0,0,-0.0015969769281755086,-0.001603841519006055,-0.0019327735713147165,0.0020979233319440294,0.004742934955089151,-0.032731397023950004,2023-02-12 03:00:00+00:00,2023-02-12 04:00:00+00:00,BTC/USDT
development|ETH/USDT|2023-02-12T08:00:00+00:00,development,0.000909729122064773,-0.004817954939436486,-0.005750182275569167,0.001671298584895009,-0.0009926412404835938,0.18508239375541694,-0.00154578659013835,0.002057707256847652,0.7523809523809681,0.2476190476190318,6.939289992108934,0.0045330245632166435,0.0025570861582697667,0.005282399878767401,0.001388888888888889,51.57084761029778,0.0009824016768579615,0.00033914367593900293,0.0006432580009189586,0.43700847144181426,-0.8791715146152629,-0.3947172147589426,RANGE,0,8,8,6,-0.00788723266364233,0.017162790697674346,-0.09840333115418376,0.027402684563758273,117.0,0,-0.001545786590138376,-0.0006332419375897347,-0.0018127164011710883,0.008066746565870808,0.00658859423596625,-0.060765582531122075,2023-02-12 07:00:00+00:00,2023-02-12 08:00:00+00:00,ETH/USDT
development|BTC/USDT|2023-02-14T16:00:00+00:00,development,0.010507925248847805,0.012106066283348538,0.001562605508284745,0.004630221260774947,0.0018049693744783823,0.28013643763404716,-0.009256816192820762,0.02083256773034443,0.44849514351670056,0.3953787185853024,181.21696751179073,0.008221644561124187,0.006197636646302708,0.00432947608137624,0.7888888888888889,60.19673950159469,0.003316733344822959,0.0014492013861598172,0.0018675319586631417,3.160820512257877,2.7144799507423563,0.15116962753166918,RANGE,0,23,16,1,-0.012439132795796337,0.03233467924558342,-0.06014625618284153,0.03233467924558342,60.0,0,-0.009256816192820816,0.008331915173939608,0.010283681279217305,0.01571536403442897,0.022187522897998635,0.014062987387616355,2023-02-14 15:00:00+00:00,2023-02-14 16:00:00+00:00,BTC/USDT
development|ETH/USDT|2023-02-14T17:00:00+00:00,development,0.016706824631492978,0.01836324839807313,0.0015998269067172728,0.00922638902461892,0.0032113106391848945,0.40252521241959915,-0.003327205406385045,0.013164902253685771,0.25357671435618534,0.2802170695609309,18.024828218337706,0.011706714436797886,0.006787651952994089,0.005908341908506221,0.9638888888888889,65.02998124264575,0.006190845626278987,0.0027269424822562605,0.0034639031440227273,1.5028342200473652,0.4098678865485486,0.33191150820235626,RANGE,0,5,17,1,-0.018674314850223084,0.05298792247404638,-0.09317926156274481,0.05319680148844341,57.0,0,-0.0033207537398936005,0.016652580423643704,0.020256704193806874,0.027507874646308217,0.04343288538299417,0.014361947427366628,2023-02-14 16:00:00+00:00,2023-02-14 17:00:00+00:00,ETH/USDT
