feature,count,mean,std,min,5%,25%,50%,75%,95%,max,dataset,year,pair
distance_high_168,105.0,-0.07819122154622911,0.06685484000098217,-0.31971753171177686,-0.2087948676093499,-0.11525019179950557,-0.057218798151001504,-0.028797042292650676,-0.007284019692795273,-0.0013282587039259441,A_portfolio,2021,ETH/USDT
distance_low_168,105.0,0.16643837332711794,0.11622494664841798,0.020503993215962746,0.041264010223076,0.08715427657873698,0.13258167248818564,0.22899364357630025,0.3349547712352414,0.6756374928312656,A_portfolio,2021,ETH/USDT
candles_since_prior_signal,105.0,83.72380952380952,46.88621563015313,2.0,18.0,54.0,78.0,103.0,168.39999999999998,237.0,A_portfolio,2021,ETH/USDT
source_synthetic,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A_portfolio,2021,ETH/USDT
return_1h,105.0,0.001578443515333968,0.010503672877061684,-0.023727587262422634,-0.012909908624229294,-0.005124622568969173,0.0007461415811391703,0.006278897852548093,0.018008791140580183,0.04886911168741115,A_portfolio,2021,ETH/USDT
return_3h,105.0,0.004308280394638641,0.015415237008718389,-0.04882738769346917,-0.019517474549824044,-0.0024288647970779342,0.0038854051395549316,0.013820636258207841,0.02942669002080471,0.043883153733174085,A_portfolio,2021,ETH/USDT
return_6h,105.0,0.012564706134732418,0.026310834115792717,-0.06381965852157612,-0.02818585465919425,-0.002433784798949179,0.008158186446544535,0.028310090237899876,0.05804615365855529,0.07340041456751822,A_portfolio,2021,ETH/USDT
return_12h,105.0,0.024442289130437875,0.03107653981415335,-0.05808343360474766,-0.02749700435113298,0.0026056531344087475,0.024075943071949713,0.0473977314606282,0.07203214945082004,0.12034381307357989,A_portfolio,2021,ETH/USDT
return_24h,105.0,0.0416706303696071,0.04391055953310931,-0.03797131807927823,-0.004473967150075597,0.018249088439265204,0.032180449700547564,0.05387205387205407,0.10606768697323238,0.30168093594513423,A_portfolio,2021,ETH/USDT
return_72h,105.0,-0.002824639495982133,0.06848868598845256,-0.18196656329423833,-0.11434779311652367,-0.04966416756271075,-0.0029178671710617943,0.03498889216859058,0.10531751454735164,0.17454682881399397,A_portfolio,2021,ETH/USDT
return_168h,105.0,0.03570726900663197,0.14406691383260095,-0.2841320245775367,-0.1584348073109445,-0.05011642389126547,0.029474256894358675,0.10039745342061734,0.2581907835015111,0.6640227809417976,A_portfolio,2021,ETH/USDT
volatility_ratio_24_168,105.0,0.9084798450676881,0.21528529247878106,0.3780937086647156,0.5540944947347782,0.79171935696941,0.8912457340275074,1.0594443173743715,1.250549405415104,1.6215283049066618,A_portfolio,2021,ETH/USDT
natr_ratio_168,105.0,0.9260060824270584,0.19272375252751942,0.5830023473019229,0.687120875805957,0.7670263924370943,0.8989703815669066,1.0424735415512782,1.3101643634666365,1.4741902816294512,A_portfolio,2021,ETH/USDT
up_fraction_24,105.0,0.559126984126984,0.08585545372111747,0.2916666666666667,0.38333333333333336,0.5,0.5416666666666666,0.625,0.6666666666666666,0.7083333333333334,A_portfolio,2021,ETH/USDT
volume_price_interaction,105.0,0.0026456107215707568,0.015305240508575508,-0.04295675506141034,-0.013629953982026804,-0.004314917180126753,0.0007578864615802397,0.004985911347019414,0.034572114279485124,0.05687330160205392,A_portfolio,2021,ETH/USDT
range_expansion_24,105.0,0.9741723133719246,0.4497458926325803,0.4023205238178052,0.5010988176990134,0.6670808758923936,0.8316035225469526,1.1460564310145627,1.8979760780853228,2.7053349395973916,A_portfolio,2021,ETH/USDT
signal_density_168,105.0,0.016043083900226754,0.005959462907238301,0.005952380952380952,0.0071428571428571435,0.011904761904761904,0.017857142857142856,0.017857142857142856,0.023809523809523808,0.041666666666666664,A_portfolio,2021,ETH/USDT
ema20_distance,106.0,0.007281284161380846,0.009998786865690702,-0.007048884979781622,-0.003343638444280761,0.0006451612285894859,0.004610535949619354,0.011114628340128885,0.025214807609807988,0.05204132433278885,A_portfolio,2022,BTC/USDT
ema50_distance,106.0,0.00740082539166365,0.012326138748476323,-0.01767730209902496,-0.006134152674644816,-0.000547893545625483,0.005240885491794245,0.013678645580013027,0.024500614495489348,0.06084433426597857,A_portfolio,2022,BTC/USDT
ema_gap,106.0,6.833236239745376e-05,0.00426689075430789,-0.01630592354859011,-0.005448396852310988,-0.001942472631120433,0.0005113818436886604,0.001986301732427016,0.006025621409500812,0.012369076611979495,A_portfolio,2022,BTC/USDT
ema20_slope_6,106.0,0.003996276681852864,0.005731965575446378,-0.0035734845449542085,-0.001021225878993115,0.00040612075276585946,0.0026218747368250694,0.005813196830660838,0.012828596048090002,0.03314635320294168,A_portfolio,2022,BTC/USDT
ema50_slope_6,106.0,0.001297526396457999,0.002639507239967278,-0.005001307911165598,-0.001657516135507603,-0.00022458790886906166,0.0007048971538087256,0.0022188949109643308,0.005748800953682354,0.014177776405768672,A_portfolio,2022,BTC/USDT
trend_efficiency_20,106.0,0.27580051451533566,0.1563468854627794,0.0046692857602869545,0.03799192904017948,0.1606270898947455,0.2682540311672099,0.3589773502229323,0.565514497998536,0.6183942623401913,A_portfolio,2022,BTC/USDT
range_ratio,106.0,0.008727489883915421,0.006310196535567132,0.001054274225189437,0.00238881348048141,0.0048420093891639645,0.006621031584057439,0.01148235251767114,0.021236879444712524,0.032279818095454174,A_portfolio,2022,BTC/USDT
body_to_range,106.0,0.42923165259873586,0.22012703570172407,0.012018563325528035,0.11597842150615909,0.24338447980831407,0.41024871590635,0.5954082949517335,0.8005340863676801,0.9520202020202023,A_portfolio,2022,BTC/USDT
close_location,106.0,0.5177855943456063,0.2954859106461469,0.0,0.05695675016288081,0.2431745325427067,0.5646648644325974,0.7832395628133485,0.9161554607409309,0.9945571079761274,A_portfolio,2022,BTC/USDT
natr14,106.0,0.008608319664383777,0.004557921708949172,0.002053765472925956,0.0029683910381502776,0.005437368253389747,0.007837145901563269,0.010119643667810412,0.016326083654000893,0.025753403030958015,A_portfolio,2022,BTC/USDT
return_std_24,106.0,0.005707861703115249,0.003566939808882655,0.0010364986821732112,0.001713935472230122,0.003521350328246615,0.005089784123428743,0.006535379205544568,0.013797326251604186,0.018897526533732337,A_portfolio,2022,BTC/USDT
return_std_168,106.0,0.006224403166421822,0.0027717537771909614,0.0016126207955602747,0.0025828323125378122,0.004668182827794814,0.00563499528272679,0.007123932439717208,0.012583179808372239,0.015338828569343193,A_portfolio,2022,BTC/USDT
volatility_percentile_720,106.0,0.40728511530398326,0.30186283604601283,0.001388888888888889,0.03333333333333333,0.128125,0.3298611111111111,0.6631944444444444,0.9138888888888889,0.9583333333333334,A_portfolio,2022,BTC/USDT
rsi14,106.0,57.11337666938519,8.148789641471415,41.525494734687136,45.93491026948804,51.0878033508357,56.31835678879079,62.26541862543643,72.67821582452758,83.07796029648296,A_portfolio,2022,BTC/USDT
macd_ratio,106.0,0.0029404165011752007,0.0036282205724097057,-0.002069359184821942,-0.0010247076476264437,0.0005289335536448706,0.0021876359693720673,0.003960081172365077,0.008709916567186008,0.018065357390291862,A_portfolio,2022,BTC/USDT
macd_signal_ratio,106.0,0.0017534184028168967,0.0023782903894151394,-0.003116598326285947,-0.0009356012290628045,0.00012583865576688613,0.0013011489689614888,0.002604895993255705,0.006013415589930807,0.011188817287229187,A_portfolio,2022,BTC/USDT
relative_volume_24,106.0,1.1285098566411274,0.7599490937770249,0.27148176178460154,0.3682400824253088,0.6709200973861488,0.9643634847166518,1.3006880140812491,2.4764014655850257,4.7376220713472845,A_portfolio,2022,BTC/USDT
volume_zscore_24,106.0,0.25122570908740904,1.3514898402957063,-2.4100237906804227,-1.0398965234165591,-0.690981214616358,-0.09851817215556244,0.8745998663648085,3.1227946782149703,4.335835262462218,A_portfolio,2022,BTC/USDT
volume_trend_24_168,106.0,-0.04587809788005938,0.31139841884891717,-0.6673721291421744,-0.5608795537309081,-0.26829343736096206,-0.03672507333114006,0.1503122978526662,0.4423274367550133,0.9672691265050943,A_portfolio,2022,BTC/USDT
regime_duration,106.0,19.20754716981132,19.496870069263785,1.0,1.0,3.25,16.0,24.0,59.0,90.0,A_portfolio,2022,BTC/USDT
regime_transition,106.0,0.11320754716981132,0.3183515492264469,0.0,0.0,0.0,0.0,0.0,1.0,1.0,A_portfolio,2022,BTC/USDT
hour_of_day,106.0,12.075471698113208,6.766441159565198,0.0,2.0,7.0,11.0,17.0,23.0,23.0,A_portfolio,2022,BTC/USDT
day_of_week,106.0,3.141509433962264,2.0996084861583717,0.0,0.0,1.0,3.0,5.0,6.0,6.0,A_portfolio,2022,BTC/USDT
distance_high_24,106.0,-0.011627128509588861,0.011051989779142811,-0.07065901469284142,-0.03224332569304941,-0.01358953598713919,-0.00906548579408295,-0.005459229026251039,-0.0020213778886203904,-0.0004153029596397628,A_portfolio,2022,BTC/USDT
distance_low_24,106.0,0.035825723526071766,0.02580602129614333,0.0029712411938498384,0.006776244651863383,0.018027506423861084,0.032006505014556375,0.04512814231975021,0.0875093868870575,0.15226879564553375,A_portfolio,2022,BTC/USDT
distance_high_168,106.0,-0.06329596514954874,0.053268651237539474,-0.2903267100977198,-0.16629013440373783,-0.08065776399012725,-0.04863360556337887,-0.027807265603304238,-0.011843549134394976,-0.001363863170150359,A_portfolio,2022,BTC/USDT
distance_low_168,106.0,0.05976620659595143,0.041519921918122045,0.009016521381593812,0.016376807293656426,0.031597812935482916,0.049054648594002104,0.0695743219811516,0.14409544313174988,0.2291795862068966,A_portfolio,2022,BTC/USDT
candles_since_prior_signal,106.0,82.72641509433963,52.29541234888909,5.0,25.25,49.0,68.0,95.0,199.75,231.0,A_portfolio,2022,BTC/USDT
source_synthetic,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A_portfolio,2022,BTC/USDT
return_1h,106.0,0.0014450135122271216,0.006048732369544149,-0.016213004470254755,-0.005808503535663784,-0.0021191276766812095,0.0007782460642135058,0.002859083662336559,0.01267610733061253,0.02340161864376933,A_portfolio,2022,BTC/USDT
return_3h,106.0,0.003648742957060557,0.0102810300083653,-0.031086327032020522,-0.006951761913862042,-0.002336611082309148,0.0014132317564844454,0.007363046585145416,0.02480199019529744,0.03672971367009725,A_portfolio,2022,BTC/USDT
return_6h,106.0,0.0055258429784505675,0.014494418932756959,-0.029709535954951516,-0.008990818664164985,-0.0023106364549405622,0.001865318017484241,0.010654082535303366,0.02630582946979232,0.08754529307282422,A_portfolio,2022,BTC/USDT
return_12h,106.0,0.01077007716561797,0.01865132673006551,-0.027725364723206525,-0.009281303561092358,-0.0008979360010632209,0.006143351795959817,0.01897877181369484,0.0426581112961934,0.0777587529643331,A_portfolio,2022,BTC/USDT
return_24h,106.0,0.021454237507200973,0.021415317488566187,-0.01057395317505272,-0.003364494248996208,0.007356977978228818,0.016730250815058745,0.031734281156833355,0.0656295944395004,0.10915269291654428,A_portfolio,2022,BTC/USDT
return_72h,106.0,-0.002401569324217625,0.03642024855904968,-0.16285758329632993,-0.06714232213702512,-0.017546452487777836,0.00026752469445834315,0.018544867383208874,0.05094440940727918,0.07477072719861,A_portfolio,2022,BTC/USDT
return_168h,106.0,-0.02244498114161501,0.07290755120165382,-0.2859205842434277,-0.15069773598106073,-0.04978492513158278,-0.01118426943203521,0.01767290558791529,0.08374670047648852,0.20403827066984492,A_portfolio,2022,BTC/USDT
volatility_ratio_24_168,106.0,0.9038411521699977,0.3313004127716288,0.31352279880971945,0.43489183401481146,0.6350589906278602,0.8811045351473855,1.0723486651509204,1.4734833642732215,2.095089967884101,A_portfolio,2022,BTC/USDT
natr_ratio_168,106.0,0.9273448568131586,0.2837120753278327,0.417638157098696,0.5578586031036562,0.7176703499445738,0.9003477421807675,1.0751001378314773,1.3934096115638364,2.0318779301437595,A_portfolio,2022,BTC/USDT
up_fraction_24,106.0,0.5475628930817611,0.06617844024966445,0.3333333333333333,0.4583333333333333,0.5,0.5416666666666666,0.5833333333333334,0.625,0.6666666666666666,A_portfolio,2022,BTC/USDT
volume_price_interaction,106.0,0.003480903223523649,0.014104718768261925,-0.026293338544696274,-0.005901440361644767,-0.0016664998837136846,0.0006002507822219321,0.0025199767919879957,0.029403373305784596,0.09389638391421748,A_portfolio,2022,BTC/USDT
range_expansion_24,106.0,1.0729135326350405,0.7541629392100098,0.2130676696565954,0.4187997767440422,0.582220281065873,0.8298192041519546,1.3017235258882913,2.5349770420455586,4.284522564677442,A_portfolio,2022,BTC/USDT
signal_density_168,106.0,0.01594788858939802,0.005544236716917499,0.005952380952380952,0.005952380952380952,0.011904761904761904,0.017857142857142856,0.017857142857142856,0.023809523809523808,0.02976190476190476,A_portfolio,2022,BTC/USDT
ema20_distance,107.0,0.011989757401078419,0.015115793572684394,-0.010271530693459652,-0.004364997798822233,0.0017604010872906972,0.0097697717590699,0.01759965594253121,0.034858668399398184,0.09593036147859424,A_portfolio,2022,ETH/USDT
ema50_distance,107.0,0.012106519150259601,0.017750487150124884,-0.020618360174764816,-0.011142841320364394,0.0006202963559825969,0.009526366469481351,0.021476783071849637,0.037527438985406954,0.10404618272356259,A_portfolio,2022,ETH/USDT
ema_gap,107.0,3.311523786910558e-05,0.0064873867161803905,-0.02628286483980514,-0.011159197645292128,-0.0028012350282237706,0.0006863978496871431,0.0039484169127552305,0.00958441317325068,0.013846420954096881,A_portfolio,2022,ETH/USDT
ema20_slope_6,107.0,0.006215946037606077,0.007596425671957811,-0.006055005624729604,-0.0028189355488482336,0.0016454567806950537,0.00468407337873078,0.009114540755637002,0.020397219514438483,0.04159372582809184,A_portfolio,2022,ETH/USDT
ema50_slope_6,107.0,0.0019853065503504935,0.0036462598019127855,-0.008676855994962707,-0.0029408399423042405,-0.00017574597228225963,0.0016253170892046587,0.0038248910467992836,0.007305447556720022,0.014726215736504455,A_portfolio,2022,ETH/USDT
trend_efficiency_20,107.0,0.2843089790069229,0.1715465570794876,0.0007079646017732948,0.03089573779542672,0.1600574487390617,0.24932389315992698,0.4073178565238599,0.6009000148406844,0.7283395404398852,A_portfolio,2022,ETH/USDT
range_ratio,107.0,0.011395589064595507,0.009180020908626314,0.0018615407324793604,0.002828505640347896,0.005036568922878432,0.008964015543566278,0.01488403476994686,0.029182620238681574,0.05302433128382991,A_portfolio,2022,ETH/USDT
body_to_range,107.0,0.4579072695629396,0.25463909529772816,0.005537098560349355,0.08642217637228541,0.24255685283610123,0.4676584734799483,0.6310198336796099,0.8671422505702397,0.9600000000000027,A_portfolio,2022,ETH/USDT
close_location,107.0,0.5502043833670878,0.2568117174440264,0.0007524454477043591,0.08062854355909918,0.358203543098376,0.5577751664708235,0.7355867595552136,0.9145965640775016,1.0,A_portfolio,2022,ETH/USDT
natr14,107.0,0.011690184419752838,0.006065081583208516,0.00241087873441796,0.004733600407324359,0.007699693157165897,0.010585833112175203,0.014139605959557478,0.02160151283710152,0.03476973872274368,A_portfolio,2022,ETH/USDT
return_std_24,107.0,0.0077517346635393005,0.0046238517439815986,0.0013044868972499838,0.0025677912025395735,0.0047415676675854074,0.006631950292205356,0.009530345077041967,0.015305968157870855,0.027247236778402965,A_portfolio,2022,ETH/USDT
return_std_168,107.0,0.008305723683428558,0.003700301411738766,0.002469641683467283,0.004168913371209643,0.005831757675397377,0.007708842697597628,0.009456175092000111,0.016970763169598592,0.021966697946868126,A_portfolio,2022,ETH/USDT
volatility_percentile_720,107.0,0.42685617860851505,0.3009046012933429,0.001388888888888889,0.015972222222222228,0.14583333333333331,0.4013888888888889,0.6756944444444445,0.9209722222222221,0.9847222222222223,A_portfolio,2022,ETH/USDT
rsi14,107.0,58.2106135248111,7.99469386288113,42.563861339339,46.515208613260235,52.40227184759267,57.53760532139706,64.00183888862674,73.1960141524194,75.69768882608008,A_portfolio,2022,ETH/USDT
macd_ratio,107.0,0.004462119806474831,0.005027840649412234,-0.0042017532667693895,-0.0016492538478080484,0.0013797215770431095,0.0030558303031292203,0.00631257506306185,0.012760335859680975,0.025736901294622395,A_portfolio,2022,ETH/USDT
macd_signal_ratio,107.0,0.0025262635373437116,0.0032232744441189494,-0.005853659321819745,-0.0018349952477248277,0.0004527689923506749,0.0019178394785912612,0.003635413192423458,0.009271115484972187,0.012773294918531974,A_portfolio,2022,ETH/USDT
relative_volume_24,107.0,1.054468821896448,0.7762520419351673,0.27332246584887665,0.4543130129411863,0.6139787462188535,0.8337162189643935,1.2208860671750286,2.339283620976956,5.038529139966058,A_portfolio,2022,ETH/USDT
volume_zscore_24,107.0,0.03961655792082186,1.123438138629017,-1.2788586117676926,-1.048968145616331,-0.6974846479363559,-0.33342944397277335,0.44051798213793064,2.2288633328425136,4.364705150571459,A_portfolio,2022,ETH/USDT
volume_trend_24_168,107.0,-0.07651390366829959,0.34567339842662964,-0.6528086906353376,-0.559561202832979,-0.3374273134019183,-0.11418320587827668,0.11072424310368834,0.4843207475944639,1.3658281158101344,A_portfolio,2022,ETH/USDT
regime_duration,107.0,27.925233644859812,44.01344154348191,1.0,2.0,4.0,13.0,31.5,106.59999999999991,299.0,A_portfolio,2022,ETH/USDT
regime_transition,107.0,0.04672897196261682,0.21205097153765953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A_portfolio,2022,ETH/USDT
hour_of_day,107.0,10.785046728971963,6.960844718560313,0.0,0.0,5.0,10.0,16.0,22.0,23.0,A_portfolio,2022,ETH/USDT
day_of_week,107.0,2.8878504672897196,2.06647591188723,0.0,0.0,1.0,3.0,5.0,6.0,6.0,A_portfolio,2022,ETH/USDT
distance_high_24,107.0,-0.013335859119012031,0.011024863644423715,-0.06709862066224104,-0.03647420218268511,-0.01684606480457268,-0.010544801869129872,-0.005960961492298578,-0.0026898201461208714,-0.001225735826947849,A_portfolio,2022,ETH/USDT
distance_low_24,107.0,0.052005811069106525,0.042177098594165865,0.003548230412697917,0.010286385173990987,0.02373601051910601,0.0393726474278544,0.06679673783516571,0.1260842287354536,0.2672201380718773,A_portfolio,2022,ETH/USDT
distance_high_168,107.0,-0.08436333106613908,0.07074924250083994,-0.3598199672667758,-0.2178276571578625,-0.12532896682240235,-0.06434702353484079,-0.026277868412515393,-0.01009544819950548,-0.003429488586135343,A_portfolio,2022,ETH/USDT
distance_low_168,107.0,0.09388814966624633,0.06487202827362587,0.014182175334021885,0.025189684068557018,0.051163342302797066,0.07379550690110048,0.1213262671076848,0.23424482327856058,0.3188294994370977,A_portfolio,2022,ETH/USDT
candles_since_prior_signal,107.0,81.89719626168224,49.515184364303124,3.0,21.6,52.0,70.0,92.5,174.7,269.0,A_portfolio,2022,ETH/USDT
source_synthetic,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A_portfolio,2022,ETH/USDT
return_1h,107.0,0.002469719107829645,0.009636488086479515,-0.02340563789955752,-0.006440090735434466,-0.0022363489680952697,0.000413917773967043,0.0053488495966549365,0.022323471717069537,0.038237579227152096,A_portfolio,2022,ETH/USDT
return_3h,107.0,0.007145962835131597,0.015441396439885471,-0.0143596319878323,-0.007821198498687043,-0.0023596695567351667,0.002061107294245801,0.013662354738204985,0.0349509202083869,0.0898001259950747,A_portfolio,2022,ETH/USDT
return_6h,107.0,0.008629314387926365,0.017759226800618637,-0.03702700706565887,-0.01159511202190111,-0.0026949529468310307,0.003530539163766555,0.020208356905421,0.03480984843728147,0.10045107564191547,A_portfolio,2022,ETH/USDT
return_12h,107.0,0.018426119417195637,0.028404897926134428,-0.024164916030909422,-0.011746008436757592,0.00010439438837389625,0.011991979934589114,0.030435852727053403,0.06723865571828487,0.1792641864116178,A_portfolio,2022,ETH/USDT
return_24h,107.0,0.03466744849262589,0.03898258696606124,-0.010433601803923054,-0.0003766230484908754,0.010125656513178205,0.025971389173230053,0.04824457727586273,0.0930916192295003,0.26263754492673486,A_portfolio,2022,ETH/USDT
return_72h,107.0,-0.003722901785050222,0.04881844419551184,-0.15866446616732255,-0.09415711583268763,-0.02777338889839931,0.001088959624727881,0.027846058714720123,0.06479507675809801,0.1046664211471009,A_portfolio,2022,ETH/USDT
return_168h,107.0,-0.022477243416322724,0.10957955605104568,-0.3538342088743516,-0.20990631060981596,-0.0796826492909169,-0.01703106462313264,0.03033334116133035,0.15631593056246043,0.31589977450101014,A_portfolio,2022,ETH/USDT
volatility_ratio_24_168,107.0,0.9199677438950379,0.32196277706820803,0.3656927667143278,0.480134323761666,0.679654404890094,0.8832094929666093,1.1000481079858933,1.4624652378408594,2.0481227363212007,A_portfolio,2022,ETH/USDT
natr_ratio_168,107.0,0.9429785688664575,0.27388371629699587,0.42205665298752304,0.5752283116991878,0.7387303175444202,0.9244414166561287,1.1179541435725349,1.3934504844312599,1.9203862431990577,A_portfolio,2022,ETH/USDT
up_fraction_24,107.0,0.5432242990654206,0.06913787421786012,0.3333333333333333,0.4166666666666667,0.5,0.5416666666666666,0.5833333333333334,0.625,0.7083333333333334,A_portfolio,2022,ETH/USDT
volume_price_interaction,107.0,0.005521242991434794,0.02505859837765261,-0.06657332613723627,-0.006227660334444268,-0.0014726806403722672,0.00034508996147396157,0.0037427103184450453,0.0327879770222119,0.14614237633512633,A_portfolio,2022,ETH/USDT
range_expansion_24,107.0,0.9573825180951311,0.6149819093103835,0.3550278006341118,0.38749299016369637,0.608966059406135,0.7927643971371187,1.0911579918036627,2.02894662388662,4.151717443309587,A_portfolio,2022,ETH/USDT
signal_density_168,107.0,0.016688918558077432,0.00608781527243543,0.005952380952380952,0.005952380952380952,0.011904761904761904,0.017857142857142856,0.017857142857142856,0.02976190476190476,0.041666666666666664,A_portfolio,2022,ETH/USDT
ema20_distance,115.0,0.006352678095821062,0.009126244263213897,-0.013536415095536825,-0.002044470374945306,0.0008510602128649625,0.00309105704647461,0.009318426231634147,0.025464069960360252,0.05035009454341832,A_portfolio,2023,BTC/USDT
ema50_distance,115.0,0.007361794564775976,0.011294078558145262,-0.01803525210305057,-0.0044478485217421485,-1.562216456263421e-05,0.003652159973106528,0.012163787663585057,0.027906841820669957,0.053177978305301465,A_portfolio,2023,BTC/USDT
ema_gap,115.0,0.0009534297173045123,0.0034964732466491117,-0.01180011947180033,-0.004148237122858712,-0.0006601527306648667,0.0007247130466323027,0.002658453992182476,0.005415705461567332,0.01393009856595917,A_portfolio,2023,BTC/USDT
ema20_slope_6,115.0,0.002964726196291532,0.0037842997500384355,-0.0062851717449503575,-0.0007076610291813946,0.0005299954690379804,0.0018751211346514918,0.004656789282763585,0.010292163033109668,0.01666848984145819,A_portfolio,2023,BTC/USDT
ema50_slope_6,115.0,0.0011977096979083114,0.001924474724951617,-0.003577327298896704,-0.0009206281462667554,-7.496665307382688e-05,0.0006401735610817028,0.0023371903475380984,0.004746592370884128,0.008112749568260691,A_portfolio,2023,BTC/USDT
trend_efficiency_20,115.0,0.2807205047403322,0.1626081128079207,0.004960897727520825,0.061876228964340405,0.16077692647307987,0.2647333644797436,0.3931099695612047,0.6064163538696291,0.7839444499950048,A_portfolio,2023,BTC/USDT
range_ratio,115.0,0.006391799562474649,0.007293862872471418,0.00022663817436318763,0.0011920922413802056,0.0024316256506294954,0.004451380125803849,0.007087308993007881,0.01675982190397924,0.059653652349426364,A_portfolio,2023,BTC/USDT
body_to_range,115.0,0.468812607724409,0.2525372375400049,0.000743218134471114,0.06769331777218474,0.2580174111176194,0.4671714440237788,0.6602564875231431,0.8716605055642787,0.9684572219612833,A_portfolio,2023,BTC/USDT
close_location,115.0,0.5523227561694639,0.2853795470406077,5.523336094117277e-05,0.06990462865460614,0.32822964492612533,0.5884137094328259,0.7991565299736474,0.9705611019795989,1.0,A_portfolio,2023,BTC/USDT
natr14,115.0,0.00518758224345674,0.0024424857711675446,0.001017511384105987,0.0017851000821699704,0.003258467083310607,0.005015764126922831,0.006594023964291923,0.009984725675794538,0.011632197852738384,A_portfolio,2023,BTC/USDT
return_std_24,115.0,0.0033329759078199643,0.0019096415135251622,0.0005150827715927967,0.000818331658020702,0.002062402171976915,0.003103296264765251,0.004377437925075303,0.006462011741185529,0.011453835567519482,A_portfolio,2023,BTC/USDT
return_std_168,115.0,0.00421116111763972,0.0015116885145281262,0.0015983603880811632,0.0023116834453734162,0.003172598464326524,0.003928510587643686,0.005012321930685575,0.007464957062550377,0.008772964791774852,A_portfolio,2023,BTC/USDT
volatility_percentile_720,115.0,0.41839371980676326,0.2984300978690364,0.001388888888888889,0.01152777777777778,0.18541666666666667,0.38333333333333336,0.6770833333333333,0.9341666666666667,0.95,A_portfolio,2023,BTC/USDT
rsi14,115.0,58.898938179354886,10.023894617618753,37.451035739719465,43.460928038944346,52.4387332595805,56.93209177005409,65.86294321969744,77.00133498388996,89.42802827416168,A_portfolio,2023,BTC/USDT
macd_ratio,115.0,0.0020335197623581056,0.002471748004791217,-0.0028315028532750934,-0.0005530865163074145,0.0002798519685691726,0.0011223653974660657,0.00329354265320805,0.006776233213861438,0.011308979941643107,A_portfolio,2023,BTC/USDT
macd_signal_ratio,115.0,0.0010482218836523997,0.001465350430277103,-0.0025244936589412076,-0.0005258540752705167,5.42203364289349e-05,0.0006601320036183995,0.0016343065621899576,0.00399784956745679,0.006899145290118841,A_portfolio,2023,BTC/USDT
relative_volume_24,115.0,1.4427624785440534,1.625179841530264,0.32649514986725214,0.45377585598286685,0.6449484647636947,0.8896629883937179,1.3475018138584922,4.020777106547953,13.105606052990979,A_portfolio,2023,BTC/USDT
volume_zscore_24,115.0,0.39472620706776246,1.5529150726386944,-1.7454756528276612,-1.0337352328948042,-0.6524689905330707,-0.18620313996889604,0.5554200197691777,3.990290936983138,4.675907088307526,A_portfolio,2023,BTC/USDT
volume_trend_24_168,115.0,-0.16787770485204312,0.3369048736904118,-0.7663570807232212,-0.6286130160362907,-0.4388581217850824,-0.15899558421040116,0.028871452856945923,0.33915893779445105,0.8803259157625358,A_portfolio,2023,BTC/USDT
regime_duration,115.0,19.156521739130437,19.17444905512296,1.0,1.0,3.0,12.0,30.0,49.599999999999994,89.0,A_portfolio,2023,BTC/USDT
regime_transition,115.0,0.1391304347826087,0.3475971786810158,0.0,0.0,0.0,0.0,0.0,1.0,1.0,A_portfolio,2023,BTC/USDT
hour_of_day,115.0,12.365217391304348,6.933683908287553,0.0,1.0,6.0,13.0,18.0,22.0,23.0,A_portfolio,2023,BTC/USDT
day_of_week,115.0,3.4608695652173913,2.0912807983564448,0.0,0.0,2.0,4.0,5.5,6.0,6.0,A_portfolio,2023,BTC/USDT
distance_high_24,115.0,-0.0073935509928140805,0.005491800071176405,-0.03402414430484413,-0.018293399196765703,-0.009664923853065222,-0.006330212224770926,-0.00333149083307277,-0.000885488036090121,-0.00030614624137281776,A_portfolio,2023,BTC/USDT
distance_low_24,115.0,0.02155936297875029,0.015781153242008298,0.0016544390427191136,0.003852232093487085,0.008770092159950837,0.017814498933901968,0.030171952591515283,0.05414181799350746,0.06843156606716416,A_portfolio,2023,BTC/USDT
distance_high_168,115.0,-0.03236414715620389,0.02258349033659136,-0.12066951964147887,-0.0795679121753341,-0.04056671985608806,-0.027596774193548335,-0.016448858292039348,-0.004663906702206767,-0.00032956247740079103,A_portfolio,2023,BTC/USDT
distance_low_168,115.0,0.05558884945642237,0.05494257307008772,0.006684375728632785,0.01214403695775057,0.021854383956333323,0.03646677966101697,0.0661020196639226,0.15625126570421385,0.3613507768445965,A_portfolio,2023,BTC/USDT
candles_since_prior_signal,115.0,76.10434782608695,47.609591749400906,2.0,11.7,47.5,66.0,94.5,158.09999999999997,319.0,A_portfolio,2023,BTC/USDT
source_synthetic,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A_portfolio,2023,BTC/USDT
return_1h,115.0,0.0017156936908815001,0.007231790035877269,-0.012602846395327383,-0.004662850190842782,-0.0010794610569365148,0.0005950900977531592,0.0028405683858619968,0.010526926774061682,0.05527521879318287,A_portfolio,2023,BTC/USDT
