dataset,year,feature,target,method,r,n
B_opportunities,2019,day_of_week,forward_24h_return,pearson,0.07270468284399562,223
B_opportunities,2019,day_of_week,forward_24h_return,spearman,0.10231922210880219,223
B_opportunities,2019,distance_high_24,forward_24h_return,pearson,0.0727113262690542,223
B_opportunities,2019,distance_high_24,forward_24h_return,spearman,0.05462108489014318,223
B_opportunities,2019,distance_low_24,forward_24h_return,pearson,0.017131651973281706,223
B_opportunities,2019,distance_low_24,forward_24h_return,spearman,0.013873859445608325,223
B_opportunities,2019,distance_high_168,forward_24h_return,pearson,0.029638348211806883,223
B_opportunities,2019,distance_high_168,forward_24h_return,spearman,-0.018719592430354762,223
B_opportunities,2019,distance_low_168,forward_24h_return,pearson,0.05708968886992279,223
B_opportunities,2019,distance_low_168,forward_24h_return,spearman,-0.0015279533216752946,223
B_opportunities,2019,candles_since_prior_signal,forward_24h_return,pearson,0.007908348794972452,223
B_opportunities,2019,candles_since_prior_signal,forward_24h_return,spearman,-0.0011747250707961044,223
B_opportunities,2019,return_1h,forward_24h_return,pearson,0.02508959395943364,223
B_opportunities,2019,return_1h,forward_24h_return,spearman,-0.019509539969181224,223
B_opportunities,2019,return_3h,forward_24h_return,pearson,0.0989005255221285,223
B_opportunities,2019,return_3h,forward_24h_return,spearman,0.06644326294953207,223
B_opportunities,2019,return_6h,forward_24h_return,pearson,0.13222815619518005,223
B_opportunities,2019,return_6h,forward_24h_return,spearman,0.05348702321796492,223
B_opportunities,2019,return_12h,forward_24h_return,pearson,0.06938243471272076,223
B_opportunities,2019,return_12h,forward_24h_return,spearman,0.07280502796197863,223
B_opportunities,2019,return_24h,forward_24h_return,pearson,-0.015170368524719752,223
B_opportunities,2019,return_24h,forward_24h_return,spearman,0.020138251640493793,223
B_opportunities,2019,return_72h,forward_24h_return,pearson,-0.006122894237039921,223
B_opportunities,2019,return_72h,forward_24h_return,spearman,-0.049720163789670514,223
B_opportunities,2019,return_168h,forward_24h_return,pearson,0.07505695957987187,223
B_opportunities,2019,return_168h,forward_24h_return,spearman,-0.007347594231002301,223
B_opportunities,2019,volatility_ratio_24_168,forward_24h_return,pearson,-0.03306819428811063,223
B_opportunities,2019,volatility_ratio_24_168,forward_24h_return,spearman,-0.016625690392506536,223
B_opportunities,2019,natr_ratio_168,forward_24h_return,pearson,0.024000820497366043,223
B_opportunities,2019,natr_ratio_168,forward_24h_return,spearman,0.08100425056703084,223
B_opportunities,2019,up_fraction_24,forward_24h_return,pearson,0.08866112280694927,223
B_opportunities,2019,up_fraction_24,forward_24h_return,spearman,0.11401547059643871,223
B_opportunities,2019,volume_price_interaction,forward_24h_return,pearson,0.0038360889668436226,223
B_opportunities,2019,volume_price_interaction,forward_24h_return,spearman,0.0001028013920390602,223
B_opportunities,2019,range_expansion_24,forward_24h_return,pearson,0.052816394671677605,223
B_opportunities,2019,range_expansion_24,forward_24h_return,spearman,0.062032524196201325,223
B_opportunities,2019,signal_density_168,forward_24h_return,pearson,0.06603639857037417,223
B_opportunities,2019,signal_density_168,forward_24h_return,spearman,0.03708026696395621,223
B_opportunities,2019,ema20_distance,forward_48h_return,pearson,0.07131499656332033,223
B_opportunities,2019,ema20_distance,forward_48h_return,spearman,0.04987923541735201,223
B_opportunities,2019,ema50_distance,forward_48h_return,pearson,0.07410884021211415,223
B_opportunities,2019,ema50_distance,forward_48h_return,spearman,0.039124045570233905,223
B_opportunities,2019,ema_gap,forward_48h_return,pearson,0.046640663752746,223
B_opportunities,2019,ema_gap,forward_48h_return,spearman,0.026447010751943483,223
B_opportunities,2019,ema20_slope_6,forward_48h_return,pearson,0.06937495129183027,223
B_opportunities,2019,ema20_slope_6,forward_48h_return,spearman,0.09509886247554407,223
B_opportunities,2019,ema50_slope_6,forward_48h_return,pearson,0.06704683496601922,223
B_opportunities,2019,ema50_slope_6,forward_48h_return,spearman,0.04710467995221358,223
B_opportunities,2019,trend_efficiency_20,forward_48h_return,pearson,0.007144918638272254,223
B_opportunities,2019,trend_efficiency_20,forward_48h_return,spearman,-0.003368639299132572,223
B_opportunities,2019,range_ratio,forward_48h_return,pearson,0.018872975715076755,223
B_opportunities,2019,range_ratio,forward_48h_return,spearman,0.05199261561369184,223
B_opportunities,2019,body_to_range,forward_48h_return,pearson,0.015317139876309662,223
B_opportunities,2019,body_to_range,forward_48h_return,spearman,0.031208338383226272,223
B_opportunities,2019,close_location,forward_48h_return,pearson,-0.003993653854442283,223
B_opportunities,2019,close_location,forward_48h_return,spearman,-0.019119976799348994,223
B_opportunities,2019,natr14,forward_48h_return,pearson,0.030594827116548765,223
B_opportunities,2019,natr14,forward_48h_return,spearman,0.08895133923160828,223
B_opportunities,2019,return_std_24,forward_48h_return,pearson,0.022567838305262253,223
B_opportunities,2019,return_std_24,forward_48h_return,spearman,0.07803599563689248,223
B_opportunities,2019,return_std_168,forward_48h_return,pearson,-0.027144665043846373,223
B_opportunities,2019,return_std_168,forward_48h_return,spearman,0.022608731409179836,223
B_opportunities,2019,volatility_percentile_720,forward_48h_return,pearson,0.07077595478585218,223
B_opportunities,2019,volatility_percentile_720,forward_48h_return,spearman,0.11407649125354646,223
B_opportunities,2019,rsi14,forward_48h_return,pearson,0.11161664713206605,223
B_opportunities,2019,rsi14,forward_48h_return,spearman,0.06530485482279204,223
B_opportunities,2019,macd_ratio,forward_48h_return,pearson,0.06288766224437858,223
B_opportunities,2019,macd_ratio,forward_48h_return,spearman,0.06920481500077913,223
B_opportunities,2019,macd_signal_ratio,forward_48h_return,pearson,0.03045039411203803,223
B_opportunities,2019,macd_signal_ratio,forward_48h_return,spearman,0.049884646016933,223
B_opportunities,2019,relative_volume_24,forward_48h_return,pearson,-0.002188643832792694,223
B_opportunities,2019,relative_volume_24,forward_48h_return,spearman,0.004992901293349724,223
B_opportunities,2019,volume_zscore_24,forward_48h_return,pearson,0.010357505044134914,223
B_opportunities,2019,volume_zscore_24,forward_48h_return,spearman,0.014469025399518672,223
B_opportunities,2019,volume_trend_24_168,forward_48h_return,pearson,0.11057581864474397,223
B_opportunities,2019,volume_trend_24_168,forward_48h_return,spearman,0.1715181709576328,223
B_opportunities,2019,regime_duration,forward_48h_return,pearson,0.10990352470753995,223
B_opportunities,2019,regime_duration,forward_48h_return,spearman,0.11702313102617003,223
B_opportunities,2019,regime_transition,forward_48h_return,pearson,-0.07001213866229199,223
B_opportunities,2019,regime_transition,forward_48h_return,spearman,-0.09526822954278172,223
B_opportunities,2019,hour_of_day,forward_48h_return,pearson,0.059485649183239876,223
B_opportunities,2019,hour_of_day,forward_48h_return,spearman,0.03873706071617706,223
B_opportunities,2019,day_of_week,forward_48h_return,pearson,0.048670755845932445,223
B_opportunities,2019,day_of_week,forward_48h_return,spearman,0.05798216923875753,223
B_opportunities,2019,distance_high_24,forward_48h_return,pearson,-0.00781097051445372,223
B_opportunities,2019,distance_high_24,forward_48h_return,spearman,-0.01726522326298111,223
B_opportunities,2019,distance_low_24,forward_48h_return,pearson,0.0461730404585795,223
B_opportunities,2019,distance_low_24,forward_48h_return,spearman,0.08346390913655488,223
B_opportunities,2019,distance_high_168,forward_48h_return,pearson,0.04916835086003867,223
B_opportunities,2019,distance_high_168,forward_48h_return,spearman,0.008795470678878752,223
B_opportunities,2019,distance_low_168,forward_48h_return,pearson,0.015358070537396736,223
B_opportunities,2019,distance_low_168,forward_48h_return,spearman,-0.008379936631057707,223
B_opportunities,2019,candles_since_prior_signal,forward_48h_return,pearson,-0.015288345166376643,223
B_opportunities,2019,candles_since_prior_signal,forward_48h_return,spearman,-0.030608865870471687,223
B_opportunities,2019,return_1h,forward_48h_return,pearson,-0.034589902639253704,223
B_opportunities,2019,return_1h,forward_48h_return,spearman,-0.09579899406132589,223
B_opportunities,2019,return_3h,forward_48h_return,pearson,0.05110852038673626,223
B_opportunities,2019,return_3h,forward_48h_return,spearman,0.06598823140167001,223
B_opportunities,2019,return_6h,forward_48h_return,pearson,0.08764024193704596,223
B_opportunities,2019,return_6h,forward_48h_return,spearman,0.06614025139809894,223
B_opportunities,2019,return_12h,forward_48h_return,pearson,0.11511728611155787,223
B_opportunities,2019,return_12h,forward_48h_return,spearman,0.1033359592776633,223
B_opportunities,2019,return_24h,forward_48h_return,pearson,0.059016568343653826,223
B_opportunities,2019,return_24h,forward_48h_return,spearman,0.05392311754419377,223
B_opportunities,2019,return_72h,forward_48h_return,pearson,0.03189735348701107,223
B_opportunities,2019,return_72h,forward_48h_return,spearman,0.006963441660751078,223
B_opportunities,2019,return_168h,forward_48h_return,pearson,-0.021423951785126523,223
B_opportunities,2019,return_168h,forward_48h_return,spearman,-0.05609817857575705,223
B_opportunities,2019,volatility_ratio_24_168,forward_48h_return,pearson,0.05743289118169544,223
B_opportunities,2019,volatility_ratio_24_168,forward_48h_return,spearman,0.09030723548660767,223
B_opportunities,2019,natr_ratio_168,forward_48h_return,pearson,0.09408227972393601,223
B_opportunities,2019,natr_ratio_168,forward_48h_return,spearman,0.16736715895908721,223
B_opportunities,2019,up_fraction_24,forward_48h_return,pearson,0.1811394861634366,223
B_opportunities,2019,up_fraction_24,forward_48h_return,spearman,0.15940029093556612,223
B_opportunities,2019,volume_price_interaction,forward_48h_return,pearson,-0.02801846338811171,223
B_opportunities,2019,volume_price_interaction,forward_48h_return,spearman,-0.08228115206814757,223
B_opportunities,2019,range_expansion_24,forward_48h_return,pearson,0.004108359069336435,223
B_opportunities,2019,range_expansion_24,forward_48h_return,spearman,0.012877227002787539,223
B_opportunities,2019,signal_density_168,forward_48h_return,pearson,0.010363107533805453,223
B_opportunities,2019,signal_density_168,forward_48h_return,spearman,0.050591840369264396,223
B_opportunities,2020,ema20_distance,net_profit_ratio,pearson,0.19023082794818696,210
B_opportunities,2020,ema20_distance,net_profit_ratio,spearman,0.09624384096821113,210
B_opportunities,2020,ema50_distance,net_profit_ratio,pearson,0.2531348501501411,210
B_opportunities,2020,ema50_distance,net_profit_ratio,spearman,0.13973300333988783,210
B_opportunities,2020,ema_gap,net_profit_ratio,pearson,0.2513070136224447,210
B_opportunities,2020,ema_gap,net_profit_ratio,spearman,0.22145691674252413,210
B_opportunities,2020,ema20_slope_6,net_profit_ratio,pearson,0.2547232206058661,210
B_opportunities,2020,ema20_slope_6,net_profit_ratio,spearman,0.1548509360432533,210
B_opportunities,2020,ema50_slope_6,net_profit_ratio,pearson,0.29908877940211487,210
B_opportunities,2020,ema50_slope_6,net_profit_ratio,spearman,0.22704823238622188,210
B_opportunities,2020,trend_efficiency_20,net_profit_ratio,pearson,0.12326504733614212,210
B_opportunities,2020,trend_efficiency_20,net_profit_ratio,spearman,0.08894597545133838,210
B_opportunities,2020,range_ratio,net_profit_ratio,pearson,-0.04033130728203196,210
B_opportunities,2020,range_ratio,net_profit_ratio,spearman,-0.08175825172582468,210
B_opportunities,2020,body_to_range,net_profit_ratio,pearson,-0.08355529670879927,210
B_opportunities,2020,body_to_range,net_profit_ratio,spearman,-0.09943795291762365,210
B_opportunities,2020,close_location,net_profit_ratio,pearson,-0.025796801612252975,210
B_opportunities,2020,close_location,net_profit_ratio,spearman,-0.030311668874901602,210
B_opportunities,2020,natr14,net_profit_ratio,pearson,-0.09186971519187673,210
B_opportunities,2020,natr14,net_profit_ratio,spearman,-0.018092408962950245,210
B_opportunities,2020,return_std_24,net_profit_ratio,pearson,-0.0341701698332042,210
B_opportunities,2020,return_std_24,net_profit_ratio,spearman,0.059238790643130874,210
B_opportunities,2020,return_std_168,net_profit_ratio,pearson,-0.07015670062480955,210
B_opportunities,2020,return_std_168,net_profit_ratio,spearman,-0.07322031921682708,210
B_opportunities,2020,volatility_percentile_720,net_profit_ratio,pearson,0.020327361366453172,210
B_opportunities,2020,volatility_percentile_720,net_profit_ratio,spearman,0.01923747874633067,210
B_opportunities,2020,rsi14,net_profit_ratio,pearson,0.11058321818923789,210
B_opportunities,2020,rsi14,net_profit_ratio,spearman,0.05982837317334698,210
B_opportunities,2020,macd_ratio,net_profit_ratio,pearson,0.25333531765847567,210
B_opportunities,2020,macd_ratio,net_profit_ratio,spearman,0.14990880907568363,210
B_opportunities,2020,macd_signal_ratio,net_profit_ratio,pearson,0.23790586100166838,210
B_opportunities,2020,macd_signal_ratio,net_profit_ratio,spearman,0.16279151130735067,210
B_opportunities,2020,relative_volume_24,net_profit_ratio,pearson,-0.046780907858754134,210
B_opportunities,2020,relative_volume_24,net_profit_ratio,spearman,-0.051554780963611095,210
B_opportunities,2020,volume_zscore_24,net_profit_ratio,pearson,-0.0647666449402708,210
B_opportunities,2020,volume_zscore_24,net_profit_ratio,spearman,-0.023599498530902867,210
B_opportunities,2020,volume_trend_24_168,net_profit_ratio,pearson,0.1479511421647413,210
B_opportunities,2020,volume_trend_24_168,net_profit_ratio,spearman,0.15004875393999864,210
B_opportunities,2020,regime_duration,net_profit_ratio,pearson,0.06816290850078177,210
B_opportunities,2020,regime_duration,net_profit_ratio,spearman,-0.027352692912391088,210
B_opportunities,2020,regime_transition,net_profit_ratio,pearson,-0.02314943872652286,210
B_opportunities,2020,regime_transition,net_profit_ratio,spearman,-0.06123071665550334,210
B_opportunities,2020,hour_of_day,net_profit_ratio,pearson,0.1409702097588863,210
B_opportunities,2020,hour_of_day,net_profit_ratio,spearman,0.15395396929727453,210
B_opportunities,2020,day_of_week,net_profit_ratio,pearson,-0.07428270990471175,210
B_opportunities,2020,day_of_week,net_profit_ratio,spearman,-0.05780424499252762,210
B_opportunities,2020,distance_high_24,net_profit_ratio,pearson,0.14002860852314533,210
B_opportunities,2020,distance_high_24,net_profit_ratio,spearman,0.00983047882524061,210
B_opportunities,2020,distance_low_24,net_profit_ratio,pearson,0.14231351614034538,210
B_opportunities,2020,distance_low_24,net_profit_ratio,spearman,0.07641702273780097,210
B_opportunities,2020,distance_high_168,net_profit_ratio,pearson,0.16141004187178457,210
B_opportunities,2020,distance_high_168,net_profit_ratio,spearman,0.14298412986365094,210
B_opportunities,2020,distance_low_168,net_profit_ratio,pearson,-0.01994893134527566,210
B_opportunities,2020,distance_low_168,net_profit_ratio,spearman,-0.0009102895109380517,210
B_opportunities,2020,candles_since_prior_signal,net_profit_ratio,pearson,0.07405645866768326,210
B_opportunities,2020,candles_since_prior_signal,net_profit_ratio,spearman,0.06524737338825257,210
B_opportunities,2020,return_1h,net_profit_ratio,pearson,-0.07650874213303088,210
B_opportunities,2020,return_1h,net_profit_ratio,spearman,-0.08224287560780452,210
B_opportunities,2020,return_3h,net_profit_ratio,pearson,0.09937086579562403,210
B_opportunities,2020,return_3h,net_profit_ratio,spearman,0.011476126766722924,210
B_opportunities,2020,return_6h,net_profit_ratio,pearson,0.13267801475307958,210
B_opportunities,2020,return_6h,net_profit_ratio,spearman,0.029678029628141877,210
B_opportunities,2020,return_12h,net_profit_ratio,pearson,0.22876084911396508,210
B_opportunities,2020,return_12h,net_profit_ratio,spearman,0.13039686678998227,210
B_opportunities,2020,return_24h,net_profit_ratio,pearson,0.17272321036254656,210
B_opportunities,2020,return_24h,net_profit_ratio,spearman,0.07353649094731658,210
B_opportunities,2020,return_72h,net_profit_ratio,pearson,0.18920886506474016,210
B_opportunities,2020,return_72h,net_profit_ratio,spearman,0.18731814456434062,210
B_opportunities,2020,return_168h,net_profit_ratio,pearson,0.11582423218964194,210
B_opportunities,2020,return_168h,net_profit_ratio,spearman,0.04822331572144493,210
B_opportunities,2020,volatility_ratio_24_168,net_profit_ratio,pearson,0.13646097575010058,210
B_opportunities,2020,volatility_ratio_24_168,net_profit_ratio,spearman,0.13567719384631333,210
B_opportunities,2020,natr_ratio_168,net_profit_ratio,pearson,0.026322419558181473,210
B_opportunities,2020,natr_ratio_168,net_profit_ratio,spearman,0.06108787695218226,210
B_opportunities,2020,up_fraction_24,net_profit_ratio,pearson,0.02650318143515784,210
B_opportunities,2020,up_fraction_24,net_profit_ratio,spearman,-0.010837703492585412,210
B_opportunities,2020,volume_price_interaction,net_profit_ratio,pearson,-0.04682351328442943,210
B_opportunities,2020,volume_price_interaction,net_profit_ratio,spearman,-0.0728924854143113,210
B_opportunities,2020,range_expansion_24,net_profit_ratio,pearson,-0.041884704598427615,210
B_opportunities,2020,range_expansion_24,net_profit_ratio,spearman,-0.08690511284674418,210
B_opportunities,2020,signal_density_168,net_profit_ratio,pearson,-0.029860931482525787,210
B_opportunities,2020,signal_density_168,net_profit_ratio,spearman,-0.038902314311535346,210
B_opportunities,2020,ema20_distance,profitable_after_fees,pearson,0.20312046534810696,210
B_opportunities,2020,ema20_distance,profitable_after_fees,spearman,0.15560897954801778,210
B_opportunities,2020,ema50_distance,profitable_after_fees,pearson,0.21718621454731302,210
B_opportunities,2020,ema50_distance,profitable_after_fees,spearman,0.17388737319555003,210
B_opportunities,2020,ema_gap,profitable_after_fees,pearson,0.15200230982368035,210
B_opportunities,2020,ema_gap,profitable_after_fees,spearman,0.1921657668430823,210
B_opportunities,2020,ema20_slope_6,profitable_after_fees,pearson,0.2705303124363132,210
B_opportunities,2020,ema20_slope_6,profitable_after_fees,spearman,0.22661973009020053,210
B_opportunities,2020,ema50_slope_6,profitable_after_fees,pearson,0.24692528941866254,210
B_opportunities,2020,ema50_slope_6,profitable_after_fees,spearman,0.2447363680417369,210
B_opportunities,2020,trend_efficiency_20,profitable_after_fees,pearson,0.1415178160756208,210
B_opportunities,2020,trend_efficiency_20,profitable_after_fees,spearman,0.14040394412440693,210
B_opportunities,2020,range_ratio,profitable_after_fees,pearson,-0.005189223978548756,210
B_opportunities,2020,range_ratio,profitable_after_fees,spearman,0.00954358606375577,210
B_opportunities,2020,body_to_range,profitable_after_fees,pearson,-0.11021428930362417,210
B_opportunities,2020,body_to_range,profitable_after_fees,spearman,-0.10756753783724722,210
B_opportunities,2020,close_location,profitable_after_fees,pearson,0.003408326707419128,210
B_opportunities,2020,close_location,profitable_after_fees,spearman,-0.005499693663859257,210
B_opportunities,2020,natr14,profitable_after_fees,pearson,0.040828797482822914,210
B_opportunities,2020,natr14,profitable_after_fees,spearman,0.10805280492523481,210
B_opportunities,2020,return_std_24,profitable_after_fees,pearson,0.07204702332204614,210
B_opportunities,2020,return_std_24,profitable_after_fees,spearman,0.14816821753220819,210
B_opportunities,2020,return_std_168,profitable_after_fees,pearson,0.01754900410587732,210
B_opportunities,2020,return_std_168,profitable_after_fees,spearman,0.0025880911359337675,210
B_opportunities,2020,volatility_percentile_720,profitable_after_fees,pearson,0.11543675715042676,210
B_opportunities,2020,volatility_percentile_720,profitable_after_fees,spearman,0.11484799514561758,210
B_opportunities,2020,rsi14,profitable_after_fees,pearson,0.1419578562795284,210
B_opportunities,2020,rsi14,profitable_after_fees,spearman,0.124066618828825,210
B_opportunities,2020,macd_ratio,profitable_after_fees,pearson,0.26524926762019885,210
B_opportunities,2020,macd_ratio,profitable_after_fees,spearman,0.222575837690304,210
B_opportunities,2020,macd_signal_ratio,profitable_after_fees,pearson,0.2294973674400196,210
B_opportunities,2020,macd_signal_ratio,profitable_after_fees,spearman,0.21319400732254415,210
B_opportunities,2020,relative_volume_24,profitable_after_fees,pearson,-0.04747944167804411,210
B_opportunities,2020,relative_volume_24,profitable_after_fees,spearman,-0.040438923998965114,210
B_opportunities,2020,volume_zscore_24,profitable_after_fees,pearson,-0.06586575640624444,210
B_opportunities,2020,volume_zscore_24,profitable_after_fees,spearman,-0.016822592383569493,210
B_opportunities,2020,volume_trend_24_168,profitable_after_fees,pearson,0.2148968868269049,210
B_opportunities,2020,volume_trend_24_168,profitable_after_fees,spearman,0.21060591618661034,210
B_opportunities,2020,regime_duration,profitable_after_fees,pearson,0.10608509633114498,210
B_opportunities,2020,regime_duration,profitable_after_fees,spearman,-0.0021900786564715744,210
B_opportunities,2020,regime_transition,profitable_after_fees,pearson,-0.008770580193070292,210
B_opportunities,2020,regime_transition,profitable_after_fees,spearman,-0.008770580193070292,210
B_opportunities,2020,hour_of_day,profitable_after_fees,pearson,0.1266225634086129,210
B_opportunities,2020,hour_of_day,profitable_after_fees,spearman,0.1318968651719535,210
B_opportunities,2020,day_of_week,profitable_after_fees,pearson,-0.10614789229931783,210
B_opportunities,2020,day_of_week,profitable_after_fees,spearman,-0.10244202963353403,210
B_opportunities,2020,distance_high_24,profitable_after_fees,pearson,0.028434930181954716,210
B_opportunities,2020,distance_high_24,profitable_after_fees,spearman,0.012293432895685396,210
B_opportunities,2020,distance_low_24,profitable_after_fees,pearson,0.2223783145332425,210
B_opportunities,2020,distance_low_24,profitable_after_fees,spearman,0.19782721620293736,210
B_opportunities,2020,distance_high_168,profitable_after_fees,pearson,0.05062659843676609,210
B_opportunities,2020,distance_high_168,profitable_after_fees,spearman,0.09430357076558667,210
B_opportunities,2020,distance_low_168,profitable_after_fees,pearson,0.04128516630999466,210
B_opportunities,2020,distance_low_168,profitable_after_fees,spearman,0.08168662647790954,210
B_opportunities,2020,candles_since_prior_signal,profitable_after_fees,pearson,0.039637994850782135,210
B_opportunities,2020,candles_since_prior_signal,profitable_after_fees,spearman,0.023618451068866734,210
B_opportunities,2020,return_1h,profitable_after_fees,pearson,-0.06998315711190789,210
B_opportunities,2020,return_1h,profitable_after_fees,spearman,-0.048364953102762294,210
B_opportunities,2020,return_3h,profitable_after_fees,pearson,0.06584008327482165,210
B_opportunities,2020,return_3h,profitable_after_fees,spearman,0.032836406287159677,210
B_opportunities,2020,return_6h,profitable_after_fees,pearson,0.15074725396343633,210
B_opportunities,2020,return_6h,profitable_after_fees,spearman,0.09883273025347077,210
B_opportunities,2020,return_12h,profitable_after_fees,pearson,0.2342806890443898,210
B_opportunities,2020,return_12h,profitable_after_fees,spearman,0.18860714153117333,210
B_opportunities,2020,return_24h,profitable_after_fees,pearson,0.20535541021979067,210
B_opportunities,2020,return_24h,profitable_after_fees,spearman,0.16143218460386877,210
B_opportunities,2020,return_72h,profitable_after_fees,pearson,0.10954375698749656,210
B_opportunities,2020,return_72h,profitable_after_fees,spearman,0.17049050357963697,210
B_opportunities,2020,return_168h,profitable_after_fees,pearson,0.025712348914152555,210
B_opportunities,2020,return_168h,profitable_after_fees,spearman,0.008896563279772328,210
B_opportunities,2020,volatility_ratio_24_168,profitable_after_fees,pearson,0.17896139965142846,210
B_opportunities,2020,volatility_ratio_24_168,profitable_after_fees,spearman,0.1818134022993472,210
B_opportunities,2020,natr_ratio_168,profitable_after_fees,pearson,0.10912317351774059,210
B_opportunities,2020,natr_ratio_168,profitable_after_fees,spearman,0.11112616314915616,210
B_opportunities,2020,up_fraction_24,profitable_after_fees,pearson,0.015275615287129058,210
B_opportunities,2020,up_fraction_24,profitable_after_fees,spearman,0.005750701421850294,210
B_opportunities,2020,volume_price_interaction,profitable_after_fees,pearson,-0.055738618622671265,210
B_opportunities,2020,volume_price_interaction,profitable_after_fees,spearman,-0.037042054383052046,210
B_opportunities,2020,range_expansion_24,profitable_after_fees,pearson,-0.09355427252070243,210
B_opportunities,2020,range_expansion_24,profitable_after_fees,spearman,-0.09559761633355354,210
B_opportunities,2020,signal_density_168,profitable_after_fees,pearson,-0.012725695259515528,210
B_opportunities,2020,signal_density_168,profitable_after_fees,spearman,-0.04703545040154226,210
B_opportunities,2020,ema20_distance,return_above_0_5_percent,pearson,0.2498635519833783,210
B_opportunities,2020,ema20_distance,return_above_0_5_percent,spearman,0.20422670670546544,210
B_opportunities,2020,ema50_distance,return_above_0_5_percent,pearson,0.2546208892011003,210
B_opportunities,2020,ema50_distance,return_above_0_5_percent,spearman,0.21129735758174165,210
B_opportunities,2020,ema_gap,return_above_0_5_percent,pearson,0.16042408031756955,210
B_opportunities,2020,ema_gap,return_above_0_5_percent,spearman,0.20225350180976048,210
B_opportunities,2020,ema20_slope_6,return_above_0_5_percent,pearson,0.32127748978963766,210
B_opportunities,2020,ema20_slope_6,return_above_0_5_percent,spearman,0.2828260350510472,210
B_opportunities,2020,ema50_slope_6,return_above_0_5_percent,pearson,0.28074787307023674,210
B_opportunities,2020,ema50_slope_6,return_above_0_5_percent,spearman,0.2833193362749734,210
B_opportunities,2020,trend_efficiency_20,return_above_0_5_percent,pearson,0.20272347807668376,210
B_opportunities,2020,trend_efficiency_20,return_above_0_5_percent,spearman,0.20274680303368672,210
B_opportunities,2020,range_ratio,return_above_0_5_percent,pearson,0.036674513383517626,210
B_opportunities,2020,range_ratio,return_above_0_5_percent,spearman,0.06264925543863312,210
B_opportunities,2020,body_to_range,return_above_0_5_percent,pearson,-0.09009754693846149,210
B_opportunities,2020,body_to_range,return_above_0_5_percent,spearman,-0.08698544915232788,210
B_opportunities,2020,close_location,return_above_0_5_percent,pearson,0.007054433836964712,210
B_opportunities,2020,close_location,return_above_0_5_percent,spearman,0.0011510361891612386,210
B_opportunities,2020,natr14,return_above_0_5_percent,pearson,0.07079045877575946,210
B_opportunities,2020,natr14,return_above_0_5_percent,spearman,0.14782593343656475,210
B_opportunities,2020,return_std_24,return_above_0_5_percent,pearson,0.09942154202191429,210
B_opportunities,2020,return_std_24,return_above_0_5_percent,spearman,0.1881122000572081,210
B_opportunities,2020,return_std_168,return_above_0_5_percent,pearson,0.04924154216618866,210
B_opportunities,2020,return_std_168,return_above_0_5_percent,spearman,0.05574303830366569,210
B_opportunities,2020,volatility_percentile_720,return_above_0_5_percent,pearson,0.1029750204899996,210
B_opportunities,2020,volatility_percentile_720,return_above_0_5_percent,spearman,0.10129246437428954,210
B_opportunities,2020,rsi14,return_above_0_5_percent,pearson,0.18867624092355112,210
B_opportunities,2020,rsi14,return_above_0_5_percent,spearman,0.16246053641304337,210
B_opportunities,2020,macd_ratio,return_above_0_5_percent,pearson,0.3201756641940262,210
B_opportunities,2020,macd_ratio,return_above_0_5_percent,spearman,0.2815105651205772,210
B_opportunities,2020,macd_signal_ratio,return_above_0_5_percent,pearson,0.27725851258229345,210
B_opportunities,2020,macd_signal_ratio,return_above_0_5_percent,spearman,0.26802699833325977,210
B_opportunities,2020,relative_volume_24,return_above_0_5_percent,pearson,-0.026251996859995578,210
B_opportunities,2020,relative_volume_24,return_above_0_5_percent,spearman,-0.018581012767888563,210
B_opportunities,2020,volume_zscore_24,return_above_0_5_percent,pearson,-0.05031998101211866,210
B_opportunities,2020,volume_zscore_24,return_above_0_5_percent,spearman,-0.003288674826174967,210
B_opportunities,2020,volume_trend_24_168,return_above_0_5_percent,pearson,0.21924284839839472,210
B_opportunities,2020,volume_trend_24_168,return_above_0_5_percent,spearman,0.20833755023818415,210
B_opportunities,2020,regime_duration,return_above_0_5_percent,pearson,0.10043877698673337,210
B_opportunities,2020,regime_duration,return_above_0_5_percent,spearman,-0.03430209416674014,210
B_opportunities,2020,regime_transition,return_above_0_5_percent,pearson,0.01783157379053732,210
B_opportunities,2020,regime_transition,return_above_0_5_percent,spearman,0.017831573790537302,210
B_opportunities,2020,hour_of_day,return_above_0_5_percent,pearson,0.1174745274589808,210
B_opportunities,2020,hour_of_day,return_above_0_5_percent,spearman,0.12107581962521208,210
B_opportunities,2020,day_of_week,return_above_0_5_percent,pearson,-0.10946025566408751,210
B_opportunities,2020,day_of_week,return_above_0_5_percent,spearman,-0.10463673722599526,210
B_opportunities,2020,distance_high_24,return_above_0_5_percent,pearson,0.04119253153765062,210
B_opportunities,2020,distance_high_24,return_above_0_5_percent,spearman,0.013319133046008617,210
B_opportunities,2020,distance_low_24,return_above_0_5_percent,pearson,0.274654894772642,210
B_opportunities,2020,distance_low_24,return_above_0_5_percent,spearman,0.2604630462330574,210
B_opportunities,2020,distance_high_168,return_above_0_5_percent,pearson,0.04736186120883872,210
B_opportunities,2020,distance_high_168,return_above_0_5_percent,spearman,0.08698544915232788,210
B_opportunities,2020,distance_low_168,return_above_0_5_percent,pearson,0.06873227085797048,210
B_opportunities,2020,distance_low_168,return_above_0_5_percent,spearman,0.10934843797031765,210
