dataset,year,feature,target,method,r,n
A_portfolio,2021,return_12h,forward_6h_return,spearman,0.17345811660273533,203
A_portfolio,2021,return_24h,forward_6h_return,pearson,0.11822521484019403,203
A_portfolio,2021,return_24h,forward_6h_return,spearman,0.13228767095776517,203
A_portfolio,2021,return_72h,forward_6h_return,pearson,0.11406825430769121,203
A_portfolio,2021,return_72h,forward_6h_return,spearman,0.07945609107419001,203
A_portfolio,2021,return_168h,forward_6h_return,pearson,0.04259786054849659,203
A_portfolio,2021,return_168h,forward_6h_return,spearman,-0.030266732845408567,203
A_portfolio,2021,volatility_ratio_24_168,forward_6h_return,pearson,0.0010962624795083594,203
A_portfolio,2021,volatility_ratio_24_168,forward_6h_return,spearman,-0.0039033025296154656,203
A_portfolio,2021,natr_ratio_168,forward_6h_return,pearson,-0.049145754821811806,203
A_portfolio,2021,natr_ratio_168,forward_6h_return,spearman,-0.035136895318045286,203
A_portfolio,2021,up_fraction_24,forward_6h_return,pearson,0.012433256467483337,203
A_portfolio,2021,up_fraction_24,forward_6h_return,spearman,-0.001722275281955674,203
A_portfolio,2021,volume_price_interaction,forward_6h_return,pearson,0.01740177016441394,203
A_portfolio,2021,volume_price_interaction,forward_6h_return,spearman,0.004723842421912432,203
A_portfolio,2021,range_expansion_24,forward_6h_return,pearson,0.062436133236729044,203
A_portfolio,2021,range_expansion_24,forward_6h_return,spearman,0.06137695774793359,203
A_portfolio,2021,signal_density_168,forward_6h_return,pearson,0.13463502751397585,203
A_portfolio,2021,signal_density_168,forward_6h_return,spearman,0.07459644385262858,203
A_portfolio,2021,ema20_distance,forward_12h_return,pearson,0.11781801612133826,203
A_portfolio,2021,ema20_distance,forward_12h_return,spearman,0.09721819762387714,203
A_portfolio,2021,ema50_distance,forward_12h_return,pearson,0.15913680219601872,203
A_portfolio,2021,ema50_distance,forward_12h_return,spearman,0.127427550057237,203
A_portfolio,2021,ema_gap,forward_12h_return,pearson,0.1924917647796028,203
A_portfolio,2021,ema_gap,forward_12h_return,spearman,0.11302506663300352,203
A_portfolio,2021,ema20_slope_6,forward_12h_return,pearson,0.12850478414750463,203
A_portfolio,2021,ema20_slope_6,forward_12h_return,spearman,0.08813057486565813,203
A_portfolio,2021,ema50_slope_6,forward_12h_return,pearson,0.17525464973907895,203
A_portfolio,2021,ema50_slope_6,forward_12h_return,spearman,0.13474068357284874,203
A_portfolio,2021,trend_efficiency_20,forward_12h_return,pearson,0.11855661059407901,203
A_portfolio,2021,trend_efficiency_20,forward_12h_return,spearman,0.07914049880792196,203
A_portfolio,2021,range_ratio,forward_12h_return,pearson,0.08391060692404126,203
A_portfolio,2021,range_ratio,forward_12h_return,spearman,0.07647087513735437,203
A_portfolio,2021,body_to_range,forward_12h_return,pearson,0.03316383970318605,203
A_portfolio,2021,body_to_range,forward_12h_return,spearman,0.023135782138051536,203
A_portfolio,2021,close_location,forward_12h_return,pearson,0.06976633776946622,203
A_portfolio,2021,close_location,forward_12h_return,spearman,0.048602643515583084,203
A_portfolio,2021,natr14,forward_12h_return,pearson,0.004690673993540857,203
A_portfolio,2021,natr14,forward_12h_return,spearman,0.11419993056970144,203
A_portfolio,2021,return_std_24,forward_12h_return,pearson,0.04567404236920567,203
A_portfolio,2021,return_std_24,forward_12h_return,spearman,0.14372502158938003,203
A_portfolio,2021,return_std_168,forward_12h_return,pearson,0.11840349933332442,203
A_portfolio,2021,return_std_168,forward_12h_return,spearman,0.1620035518475058,203
A_portfolio,2021,volatility_percentile_720,forward_12h_return,pearson,-0.015570525161501968,203
A_portfolio,2021,volatility_percentile_720,forward_12h_return,spearman,0.0017171291524042903,203
A_portfolio,2021,rsi14,forward_12h_return,pearson,0.11652968853760234,203
A_portfolio,2021,rsi14,forward_12h_return,spearman,0.10599022811582812,203
A_portfolio,2021,macd_ratio,forward_12h_return,pearson,0.14626293718700678,203
A_portfolio,2021,macd_ratio,forward_12h_return,spearman,0.10336077073369465,203
A_portfolio,2021,macd_signal_ratio,forward_12h_return,pearson,0.15552183046923548,203
A_portfolio,2021,macd_signal_ratio,forward_12h_return,spearman,0.0996841208316717,203
A_portfolio,2021,relative_volume_24,forward_12h_return,pearson,0.06107082802844584,203
A_portfolio,2021,relative_volume_24,forward_12h_return,spearman,0.014623398010621116,203
A_portfolio,2021,volume_zscore_24,forward_12h_return,pearson,0.054960952273933876,203
A_portfolio,2021,volume_zscore_24,forward_12h_return,spearman,0.014877306333936786,203
A_portfolio,2021,volume_trend_24_168,forward_12h_return,pearson,-0.08642132546344106,203
A_portfolio,2021,volume_trend_24_168,forward_12h_return,spearman,-0.06425745443278029,203
A_portfolio,2021,regime_duration,forward_12h_return,pearson,0.05445270783776792,203
A_portfolio,2021,regime_duration,forward_12h_return,spearman,-0.01284233378095072,203
A_portfolio,2021,regime_transition,forward_12h_return,pearson,0.025868448122573075,203
A_portfolio,2021,regime_transition,forward_12h_return,spearman,0.01683776129123773,203
A_portfolio,2021,hour_of_day,forward_12h_return,pearson,0.0495206975894579,203
A_portfolio,2021,hour_of_day,forward_12h_return,spearman,0.08840873055243036,203
A_portfolio,2021,day_of_week,forward_12h_return,pearson,-0.015960400182950023,203
A_portfolio,2021,day_of_week,forward_12h_return,spearman,-0.037899903635970345,203
A_portfolio,2021,distance_high_24,forward_12h_return,pearson,0.040418008190126684,203
A_portfolio,2021,distance_high_24,forward_12h_return,spearman,0.03462620965081151,203
A_portfolio,2021,distance_low_24,forward_12h_return,pearson,0.06819032030691663,203
A_portfolio,2021,distance_low_24,forward_12h_return,spearman,0.11092637806232088,203
A_portfolio,2021,distance_high_168,forward_12h_return,pearson,0.09585029220979768,203
A_portfolio,2021,distance_high_168,forward_12h_return,spearman,-0.012262194054815509,203
A_portfolio,2021,distance_low_168,forward_12h_return,pearson,0.14980596262397858,203
A_portfolio,2021,distance_low_168,forward_12h_return,spearman,0.13496877071074248,203
A_portfolio,2021,candles_since_prior_signal,forward_12h_return,pearson,-0.07433778675902178,203
A_portfolio,2021,candles_since_prior_signal,forward_12h_return,spearman,-0.12152752290768726,203
A_portfolio,2021,return_1h,forward_12h_return,pearson,0.0138112089923151,203
A_portfolio,2021,return_1h,forward_12h_return,spearman,0.00430353090365542,203
A_portfolio,2021,return_3h,forward_12h_return,pearson,0.0387925180498418,203
A_portfolio,2021,return_3h,forward_12h_return,spearman,0.025408046455181597,203
A_portfolio,2021,return_6h,forward_12h_return,pearson,0.08912864027035709,203
A_portfolio,2021,return_6h,forward_12h_return,spearman,0.14738445736778838,203
A_portfolio,2021,return_12h,forward_12h_return,pearson,0.16770369302944885,203
A_portfolio,2021,return_12h,forward_12h_return,spearman,0.13267642324939535,203
A_portfolio,2021,return_24h,forward_12h_return,pearson,0.04579327437118564,203
A_portfolio,2021,return_24h,forward_12h_return,spearman,0.07692991843374429,203
A_portfolio,2021,return_72h,forward_12h_return,pearson,0.1358009959046447,203
A_portfolio,2021,return_72h,forward_12h_return,spearman,0.10201376556085053,203
A_portfolio,2021,return_168h,forward_12h_return,pearson,0.1939934250001246,203
A_portfolio,2021,return_168h,forward_12h_return,spearman,0.05755542230548759,203
A_portfolio,2021,volatility_ratio_24_168,forward_12h_return,pearson,-0.05269068434476868,203
A_portfolio,2021,volatility_ratio_24_168,forward_12h_return,spearman,-0.033901781948696176,203
A_portfolio,2021,natr_ratio_168,forward_12h_return,pearson,-0.14572826692628457,203
A_portfolio,2021,natr_ratio_168,forward_12h_return,spearman,-0.15458426456960392,203
A_portfolio,2021,up_fraction_24,forward_12h_return,pearson,0.00855123341183828,203
A_portfolio,2021,up_fraction_24,forward_12h_return,spearman,0.020689812040188417,203
A_portfolio,2021,volume_price_interaction,forward_12h_return,pearson,0.023106844780910605,203
A_portfolio,2021,volume_price_interaction,forward_12h_return,spearman,0.0035590200573230317,203
A_portfolio,2021,range_expansion_24,forward_12h_return,pearson,0.06549074629409214,203
A_portfolio,2021,range_expansion_24,forward_12h_return,spearman,0.02144162547231252,203
A_portfolio,2021,signal_density_168,forward_12h_return,pearson,0.16053480100537698,203
A_portfolio,2021,signal_density_168,forward_12h_return,spearman,0.11569230856401719,203
A_portfolio,2021,ema20_distance,forward_24h_return,pearson,0.10855533902543708,203
A_portfolio,2021,ema20_distance,forward_24h_return,spearman,0.08904292341723306,203
A_portfolio,2021,ema50_distance,forward_24h_return,pearson,0.13074824156326184,203
A_portfolio,2021,ema50_distance,forward_24h_return,spearman,0.10153750814084597,203
A_portfolio,2021,ema_gap,forward_24h_return,pearson,0.1277208115407277,203
A_portfolio,2021,ema_gap,forward_24h_return,spearman,0.06957374960909594,203
A_portfolio,2021,ema20_slope_6,forward_24h_return,pearson,0.08705803352707518,203
A_portfolio,2021,ema20_slope_6,forward_24h_return,spearman,0.06034267582075508,203
A_portfolio,2021,ema50_slope_6,forward_24h_return,pearson,0.11384224446951972,203
A_portfolio,2021,ema50_slope_6,forward_24h_return,spearman,0.09253021795949516,203
A_portfolio,2021,trend_efficiency_20,forward_24h_return,pearson,0.05984512756269842,203
A_portfolio,2021,trend_efficiency_20,forward_24h_return,spearman,0.056524009398911494,203
A_portfolio,2021,range_ratio,forward_24h_return,pearson,0.0999442572505751,203
A_portfolio,2021,range_ratio,forward_24h_return,spearman,0.1371119291007629,203
A_portfolio,2021,body_to_range,forward_24h_return,pearson,0.005825768356965218,203
A_portfolio,2021,body_to_range,forward_24h_return,spearman,-0.003841618586663071,203
A_portfolio,2021,close_location,forward_24h_return,pearson,0.10309678660657924,203
A_portfolio,2021,close_location,forward_24h_return,spearman,0.10291176900941328,203
A_portfolio,2021,natr14,forward_24h_return,pearson,0.007391677404882457,203
A_portfolio,2021,natr14,forward_24h_return,spearman,0.1616650074164183,203
A_portfolio,2021,return_std_24,forward_24h_return,pearson,0.04066393509653645,203
A_portfolio,2021,return_std_24,forward_24h_return,spearman,0.17666424712595866,203
A_portfolio,2021,return_std_168,forward_24h_return,pearson,0.10920648341076024,203
A_portfolio,2021,return_std_168,forward_24h_return,spearman,0.16440348758144435,203
A_portfolio,2021,volatility_percentile_720,forward_24h_return,pearson,-0.01802539034987783,203
A_portfolio,2021,volatility_percentile_720,forward_24h_return,spearman,0.029919935448367824,203
A_portfolio,2021,rsi14,forward_24h_return,pearson,0.08347461956912744,203
A_portfolio,2021,rsi14,forward_24h_return,spearman,0.07336946386612002,203
A_portfolio,2021,macd_ratio,forward_24h_return,pearson,0.08036943491226052,203
A_portfolio,2021,macd_ratio,forward_24h_return,spearman,0.08060800284606845,203
A_portfolio,2021,macd_signal_ratio,forward_24h_return,pearson,0.05133230331219336,203
A_portfolio,2021,macd_signal_ratio,forward_24h_return,spearman,0.08127074660523137,203
A_portfolio,2021,relative_volume_24,forward_24h_return,pearson,0.12079098400474768,203
A_portfolio,2021,relative_volume_24,forward_24h_return,spearman,0.045402251033564676,203
A_portfolio,2021,volume_zscore_24,forward_24h_return,pearson,0.08837217853479387,203
A_portfolio,2021,volume_zscore_24,forward_24h_return,spearman,0.04477106650102856,203
A_portfolio,2021,volume_trend_24_168,forward_24h_return,pearson,-0.11830302163753262,203
A_portfolio,2021,volume_trend_24_168,forward_24h_return,spearman,-0.0842215342948378,203
A_portfolio,2021,regime_duration,forward_24h_return,pearson,0.11452793219829575,203
A_portfolio,2021,regime_duration,forward_24h_return,spearman,0.03838267318573887,203
A_portfolio,2021,regime_transition,forward_24h_return,pearson,-0.07586736656722119,203
A_portfolio,2021,regime_transition,forward_24h_return,spearman,-0.09136555717048671,203
A_portfolio,2021,hour_of_day,forward_24h_return,pearson,0.048122820611428564,203
A_portfolio,2021,hour_of_day,forward_24h_return,spearman,0.09787170666706117,203
A_portfolio,2021,day_of_week,forward_24h_return,pearson,-0.018490890656266096,203
A_portfolio,2021,day_of_week,forward_24h_return,spearman,-0.05263375086731904,203
A_portfolio,2021,distance_high_24,forward_24h_return,pearson,-0.003100499673536491,203
A_portfolio,2021,distance_high_24,forward_24h_return,spearman,0.022917736572266326,203
A_portfolio,2021,distance_low_24,forward_24h_return,pearson,0.0056824218440672414,203
A_portfolio,2021,distance_low_24,forward_24h_return,spearman,0.11828254688696921,203
A_portfolio,2021,distance_high_168,forward_24h_return,pearson,0.11691673996193754,203
A_portfolio,2021,distance_high_168,forward_24h_return,spearman,-0.0173790922992618,203
A_portfolio,2021,distance_low_168,forward_24h_return,pearson,0.11345863576862382,203
A_portfolio,2021,distance_low_168,forward_24h_return,spearman,0.12385705391750419,203
A_portfolio,2021,candles_since_prior_signal,forward_24h_return,pearson,-0.018830016192894407,203
A_portfolio,2021,candles_since_prior_signal,forward_24h_return,spearman,-0.013663417874782355,203
A_portfolio,2021,return_1h,forward_24h_return,pearson,0.015885230029427353,203
A_portfolio,2021,return_1h,forward_24h_return,spearman,0.051640936333563814,203
A_portfolio,2021,return_3h,forward_24h_return,pearson,0.02922917766081889,203
A_portfolio,2021,return_3h,forward_24h_return,spearman,0.04688840370562701,203
A_portfolio,2021,return_6h,forward_24h_return,pearson,0.1467044018330207,203
A_portfolio,2021,return_6h,forward_24h_return,spearman,0.14157469064785355,203
A_portfolio,2021,return_12h,forward_24h_return,pearson,0.08315970673377832,203
A_portfolio,2021,return_12h,forward_24h_return,spearman,0.05248299388037907,203
A_portfolio,2021,return_24h,forward_24h_return,pearson,0.020794237289972945,203
A_portfolio,2021,return_24h,forward_24h_return,spearman,0.11990784705824974,203
A_portfolio,2021,return_72h,forward_24h_return,pearson,0.031106517400211437,203
A_portfolio,2021,return_72h,forward_24h_return,spearman,-0.017191171449802187,203
A_portfolio,2021,return_168h,forward_24h_return,pearson,0.21197069560460524,203
A_portfolio,2021,return_168h,forward_24h_return,spearman,0.12591557619975272,203
A_portfolio,2021,volatility_ratio_24_168,forward_24h_return,pearson,-0.03338943463208118,203
A_portfolio,2021,volatility_ratio_24_168,forward_24h_return,spearman,-0.005555858396619147,203
A_portfolio,2021,natr_ratio_168,forward_24h_return,pearson,-0.1356842151227587,203
A_portfolio,2021,natr_ratio_168,forward_24h_return,spearman,-0.1007011886352356,203
A_portfolio,2021,up_fraction_24,forward_24h_return,pearson,-0.04314184170401114,203
A_portfolio,2021,up_fraction_24,forward_24h_return,spearman,0.01491743071997442,203
A_portfolio,2021,volume_price_interaction,forward_24h_return,pearson,0.05536789587285741,203
A_portfolio,2021,volume_price_interaction,forward_24h_return,spearman,0.05860261482537707,203
A_portfolio,2021,range_expansion_24,forward_24h_return,pearson,0.07216924359494334,203
A_portfolio,2021,range_expansion_24,forward_24h_return,spearman,0.05242561346833032,203
A_portfolio,2021,signal_density_168,forward_24h_return,pearson,0.11399838726545099,203
A_portfolio,2021,signal_density_168,forward_24h_return,spearman,0.06191461384926332,203
A_portfolio,2021,ema20_distance,forward_48h_return,pearson,0.058129892451629965,203
A_portfolio,2021,ema20_distance,forward_48h_return,spearman,0.0477648894996715,203
A_portfolio,2021,ema50_distance,forward_48h_return,pearson,0.040553372322698344,203
A_portfolio,2021,ema50_distance,forward_48h_return,spearman,0.03094812523848734,203
A_portfolio,2021,ema_gap,forward_48h_return,pearson,-0.021470205986012625,203
A_portfolio,2021,ema_gap,forward_48h_return,spearman,-0.03497049212310394,203
A_portfolio,2021,ema20_slope_6,forward_48h_return,pearson,0.06007266845047162,203
A_portfolio,2021,ema20_slope_6,forward_48h_return,spearman,0.02395345300974606,203
A_portfolio,2021,ema50_slope_6,forward_48h_return,pearson,0.023918820350400976,203
A_portfolio,2021,ema50_slope_6,forward_48h_return,spearman,0.011681217382822026,203
A_portfolio,2021,trend_efficiency_20,forward_48h_return,pearson,0.049527799444987086,203
A_portfolio,2021,trend_efficiency_20,forward_48h_return,spearman,0.041057119331173925,203
A_portfolio,2021,range_ratio,forward_48h_return,pearson,0.16624592655689777,203
A_portfolio,2021,range_ratio,forward_48h_return,spearman,0.1650375411345829,203
A_portfolio,2021,body_to_range,forward_48h_return,pearson,0.009391234545746807,203
A_portfolio,2021,body_to_range,forward_48h_return,spearman,-0.00021230752458033404,203
A_portfolio,2021,close_location,forward_48h_return,pearson,0.0863011950384721,203
A_portfolio,2021,close_location,forward_48h_return,spearman,0.06089926581762784,203
A_portfolio,2021,natr14,forward_48h_return,pearson,0.0801911378016291,203
A_portfolio,2021,natr14,forward_48h_return,spearman,0.17085161138542135,203
A_portfolio,2021,return_std_24,forward_48h_return,pearson,0.04293596897215293,203
A_portfolio,2021,return_std_24,forward_48h_return,spearman,0.13035538558202386,203
A_portfolio,2021,return_std_168,forward_48h_return,pearson,0.12040724364305047,203
A_portfolio,2021,return_std_168,forward_48h_return,spearman,0.13705311417841295,203
A_portfolio,2021,volatility_percentile_720,forward_48h_return,pearson,0.08757331600938703,203
A_portfolio,2021,volatility_percentile_720,forward_48h_return,spearman,0.10940637468825548,203
A_portfolio,2021,rsi14,forward_48h_return,pearson,0.02657030747741597,203
A_portfolio,2021,rsi14,forward_48h_return,spearman,0.03452866295032865,203
A_portfolio,2021,macd_ratio,forward_48h_return,pearson,0.03847786870709994,203
A_portfolio,2021,macd_ratio,forward_48h_return,spearman,0.019966948882659926,203
A_portfolio,2021,macd_signal_ratio,forward_48h_return,pearson,-0.003947675672759761,203
A_portfolio,2021,macd_signal_ratio,forward_48h_return,spearman,-0.0038358805454581976,203
A_portfolio,2021,relative_volume_24,forward_48h_return,pearson,0.11026467340905118,203
A_portfolio,2021,relative_volume_24,forward_48h_return,spearman,0.045535660491577985,203
A_portfolio,2021,volume_zscore_24,forward_48h_return,pearson,0.06463841114440237,203
A_portfolio,2021,volume_zscore_24,forward_48h_return,spearman,0.025519938258676638,203
A_portfolio,2021,volume_trend_24_168,forward_48h_return,pearson,-0.023973487978162858,203
A_portfolio,2021,volume_trend_24_168,forward_48h_return,spearman,-0.027300165542488763,203
A_portfolio,2021,regime_duration,forward_48h_return,pearson,0.09032013757599767,203
A_portfolio,2021,regime_duration,forward_48h_return,spearman,-0.028549689188180072,203
A_portfolio,2021,regime_transition,forward_48h_return,pearson,-0.019714503143154153,203
A_portfolio,2021,regime_transition,forward_48h_return,spearman,0.011869241565954466,203
A_portfolio,2021,hour_of_day,forward_48h_return,pearson,-0.024182994083192598,203
A_portfolio,2021,hour_of_day,forward_48h_return,spearman,-0.014790568465748841,203
A_portfolio,2021,day_of_week,forward_48h_return,pearson,-0.08400866051695056,203
A_portfolio,2021,day_of_week,forward_48h_return,spearman,-0.10445464490616699,203
A_portfolio,2021,distance_high_24,forward_48h_return,pearson,-0.11591060403425042,203
A_portfolio,2021,distance_high_24,forward_48h_return,spearman,-0.021091604958815215,203
A_portfolio,2021,distance_low_24,forward_48h_return,pearson,0.026188068935775383,203
A_portfolio,2021,distance_low_24,forward_48h_return,spearman,0.07379120989467827,203
A_portfolio,2021,distance_high_168,forward_48h_return,pearson,-0.02790388335612377,203
A_portfolio,2021,distance_high_168,forward_48h_return,spearman,-0.05037856726849156,203
A_portfolio,2021,distance_low_168,forward_48h_return,pearson,-0.019178690295095596,203
A_portfolio,2021,distance_low_168,forward_48h_return,spearman,0.07795702780941671,203
A_portfolio,2021,candles_since_prior_signal,forward_48h_return,pearson,0.036765086550975934,203
A_portfolio,2021,candles_since_prior_signal,forward_48h_return,spearman,0.059590951278220505,203
A_portfolio,2021,return_1h,forward_48h_return,pearson,-0.013544072394261463,203
A_portfolio,2021,return_1h,forward_48h_return,spearman,-0.016805288178774413,203
A_portfolio,2021,return_3h,forward_48h_return,pearson,-0.03594413579457023,203
A_portfolio,2021,return_3h,forward_48h_return,spearman,0.011141841509563882,203
A_portfolio,2021,return_6h,forward_48h_return,pearson,0.11801386351146259,203
A_portfolio,2021,return_6h,forward_48h_return,spearman,0.1263889645991548,203
A_portfolio,2021,return_12h,forward_48h_return,pearson,0.03086888379904025,203
A_portfolio,2021,return_12h,forward_48h_return,spearman,0.01806048469234058,203
A_portfolio,2021,return_24h,forward_48h_return,pearson,-0.0011453518044080427,203
A_portfolio,2021,return_24h,forward_48h_return,spearman,0.07440948383450341,203
A_portfolio,2021,return_72h,forward_48h_return,pearson,-0.07931811221434454,203
A_portfolio,2021,return_72h,forward_48h_return,spearman,-0.10722534148517722,203
A_portfolio,2021,return_168h,forward_48h_return,pearson,0.029810590775729586,203
A_portfolio,2021,return_168h,forward_48h_return,spearman,0.06820522678173353,203
A_portfolio,2021,volatility_ratio_24_168,forward_48h_return,pearson,-0.03129452224942376,203
A_portfolio,2021,volatility_ratio_24_168,forward_48h_return,spearman,-0.01432932339887133,203
A_portfolio,2021,natr_ratio_168,forward_48h_return,pearson,-0.04819185206318836,203
A_portfolio,2021,natr_ratio_168,forward_48h_return,spearman,-0.021341209751227226,203
A_portfolio,2021,up_fraction_24,forward_48h_return,pearson,-0.09432425796205096,203
A_portfolio,2021,up_fraction_24,forward_48h_return,spearman,-0.053739780962641356,203
A_portfolio,2021,volume_price_interaction,forward_48h_return,pearson,0.05561949027983343,203
A_portfolio,2021,volume_price_interaction,forward_48h_return,spearman,-0.010162070973831663,203
A_portfolio,2021,range_expansion_24,forward_48h_return,pearson,0.10508218908222862,203
A_portfolio,2021,range_expansion_24,forward_48h_return,spearman,0.07220033797062697,203
A_portfolio,2021,signal_density_168,forward_48h_return,pearson,0.0698463807514377,203
A_portfolio,2021,signal_density_168,forward_48h_return,spearman,0.009967454347012588,203
A_portfolio,2022,ema20_distance,net_profit_ratio,pearson,-0.0440254358410136,213
A_portfolio,2022,ema20_distance,net_profit_ratio,spearman,-0.07215608941960704,213
A_portfolio,2022,ema50_distance,net_profit_ratio,pearson,0.035488935762685234,213
A_portfolio,2022,ema50_distance,net_profit_ratio,spearman,-0.00704101172011792,213
A_portfolio,2022,ema_gap,net_profit_ratio,pearson,0.20082500716553323,213
A_portfolio,2022,ema_gap,net_profit_ratio,spearman,0.09675865100672808,213
A_portfolio,2022,ema20_slope_6,net_profit_ratio,pearson,0.028282634198684733,213
A_portfolio,2022,ema20_slope_6,net_profit_ratio,spearman,0.008880119014208687,213
A_portfolio,2022,ema50_slope_6,net_profit_ratio,pearson,0.11752085826496765,213
A_portfolio,2022,ema50_slope_6,net_profit_ratio,spearman,0.06518337675497526,213
A_portfolio,2022,trend_efficiency_20,net_profit_ratio,pearson,0.060776125570812654,213
A_portfolio,2022,trend_efficiency_20,net_profit_ratio,spearman,0.05390161458967169,213
A_portfolio,2022,range_ratio,net_profit_ratio,pearson,-0.12083812995416886,213
A_portfolio,2022,range_ratio,net_profit_ratio,spearman,-0.12132768396661044,213
A_portfolio,2022,body_to_range,net_profit_ratio,pearson,0.04262597153953661,213
A_portfolio,2022,body_to_range,net_profit_ratio,spearman,0.05538184139220794,213
A_portfolio,2022,close_location,net_profit_ratio,pearson,-0.08338077159373389,213
A_portfolio,2022,close_location,net_profit_ratio,spearman,-0.09567331692500265,213
A_portfolio,2022,natr14,net_profit_ratio,pearson,-0.15762274746007898,213
A_portfolio,2022,natr14,net_profit_ratio,spearman,-0.10405919913769338,213
A_portfolio,2022,return_std_24,net_profit_ratio,pearson,-0.11899914779321141,213
A_portfolio,2022,return_std_24,net_profit_ratio,spearman,-0.09748013739286363,213
A_portfolio,2022,return_std_168,net_profit_ratio,pearson,-0.12051843141267635,213
A_portfolio,2022,return_std_168,net_profit_ratio,spearman,-0.07850790157981924,213
A_portfolio,2022,volatility_percentile_720,net_profit_ratio,pearson,-0.17687476238060823,213
A_portfolio,2022,volatility_percentile_720,net_profit_ratio,spearman,-0.18463794797394292,213
A_portfolio,2022,rsi14,net_profit_ratio,pearson,0.02900979761706723,213
A_portfolio,2022,rsi14,net_profit_ratio,spearman,-0.03797179124828321,213
A_portfolio,2022,macd_ratio,net_profit_ratio,pearson,0.023858545461498296,213
A_portfolio,2022,macd_ratio,net_profit_ratio,spearman,0.004600872737749012,213
A_portfolio,2022,macd_signal_ratio,net_profit_ratio,pearson,0.04768017521071017,213
A_portfolio,2022,macd_signal_ratio,net_profit_ratio,spearman,0.016229097384518713,213
A_portfolio,2022,relative_volume_24,net_profit_ratio,pearson,-0.0917659692484717,213
A_portfolio,2022,relative_volume_24,net_profit_ratio,spearman,-0.06916955799334891,213
A_portfolio,2022,volume_zscore_24,net_profit_ratio,pearson,-0.05788869547866236,213
A_portfolio,2022,volume_zscore_24,net_profit_ratio,spearman,-0.0590451543682834,213
A_portfolio,2022,volume_trend_24_168,net_profit_ratio,pearson,0.009516752439823233,213
A_portfolio,2022,volume_trend_24_168,net_profit_ratio,spearman,0.022027066294788657,213
A_portfolio,2022,regime_duration,net_profit_ratio,pearson,-0.08676384793154866,213
A_portfolio,2022,regime_duration,net_profit_ratio,spearman,-0.07878288808724691,213
A_portfolio,2022,regime_transition,net_profit_ratio,pearson,-0.023209773719637214,213
A_portfolio,2022,regime_transition,net_profit_ratio,spearman,-0.04677043374720581,213
A_portfolio,2022,hour_of_day,net_profit_ratio,pearson,0.09065464675670186,213
A_portfolio,2022,hour_of_day,net_profit_ratio,spearman,0.12647343321073623,213
A_portfolio,2022,day_of_week,net_profit_ratio,pearson,-0.09643630940981035,213
A_portfolio,2022,day_of_week,net_profit_ratio,spearman,-0.07589809093263315,213
A_portfolio,2022,distance_high_24,net_profit_ratio,pearson,0.055301064042373727,213
A_portfolio,2022,distance_high_24,net_profit_ratio,spearman,0.015212062358279458,213
A_portfolio,2022,distance_low_24,net_profit_ratio,pearson,-0.06998115655258108,213
A_portfolio,2022,distance_low_24,net_profit_ratio,spearman,-0.08239101333445922,213
A_portfolio,2022,distance_high_168,net_profit_ratio,pearson,0.1904981246688026,213
A_portfolio,2022,distance_high_168,net_profit_ratio,spearman,0.15448004549958894,213
A_portfolio,2022,distance_low_168,net_profit_ratio,pearson,-0.036938044206366025,213
A_portfolio,2022,distance_low_168,net_profit_ratio,spearman,-0.08467841079274092,213
A_portfolio,2022,candles_since_prior_signal,net_profit_ratio,pearson,-0.09839711643162279,213
A_portfolio,2022,candles_since_prior_signal,net_profit_ratio,spearman,-0.08175247141418321,213
A_portfolio,2022,return_1h,net_profit_ratio,pearson,-0.06681740569213734,213
A_portfolio,2022,return_1h,net_profit_ratio,spearman,-0.04405661619159499,213
A_portfolio,2022,return_3h,net_profit_ratio,pearson,-0.14150212784342422,213
A_portfolio,2022,return_3h,net_profit_ratio,spearman,-0.13777906373171137,213
A_portfolio,2022,return_6h,net_profit_ratio,pearson,-0.0014348236088723577,213
A_portfolio,2022,return_6h,net_profit_ratio,spearman,-0.05388050397252142,213
A_portfolio,2022,return_12h,net_profit_ratio,pearson,-0.038507274041522106,213
A_portfolio,2022,return_12h,net_profit_ratio,spearman,-0.06643387037087628,213
A_portfolio,2022,return_24h,net_profit_ratio,pearson,-0.048954226551550795,213
A_portfolio,2022,return_24h,net_profit_ratio,spearman,-0.05393886861993686,213
A_portfolio,2022,return_72h,net_profit_ratio,pearson,0.14329530534301474,213
A_portfolio,2022,return_72h,net_profit_ratio,spearman,0.04166739105058849,213
A_portfolio,2022,return_168h,net_profit_ratio,pearson,0.20962893477187056,213
A_portfolio,2022,return_168h,net_profit_ratio,spearman,0.2168519847705524,213
A_portfolio,2022,volatility_ratio_24_168,net_profit_ratio,pearson,-0.023979326148334854,213
A_portfolio,2022,volatility_ratio_24_168,net_profit_ratio,spearman,-0.020178024592627176,213
A_portfolio,2022,natr_ratio_168,net_profit_ratio,pearson,-0.12198154891459469,213
A_portfolio,2022,natr_ratio_168,net_profit_ratio,spearman,-0.08697325905707566,213
A_portfolio,2022,up_fraction_24,net_profit_ratio,pearson,-0.004730859323911866,213
A_portfolio,2022,up_fraction_24,net_profit_ratio,spearman,0.011590960307921666,213
A_portfolio,2022,volume_price_interaction,net_profit_ratio,pearson,-0.10952475786086752,213
A_portfolio,2022,volume_price_interaction,net_profit_ratio,spearman,-0.05116468516619022,213
