dataset,year,feature,btc_n,eth_n,ks_statistic
B_opportunities,2024,ema_gap,106,99,0.10091480846197827
B_opportunities,2024,ema20_slope_6,106,99,0.07308938441013912
B_opportunities,2024,ema50_slope_6,106,99,0.0787116447493806
B_opportunities,2024,trend_efficiency_20,106,99,0.10043834572136459
B_opportunities,2024,range_ratio,106,99,0.1835334476843911
B_opportunities,2024,body_to_range,106,99,0.12035448827901658
B_opportunities,2024,close_location,106,99,0.09510196302649133
B_opportunities,2024,natr14,106,99,0.24070897655803317
B_opportunities,2024,return_std_24,106,99,0.1910615589860873
B_opportunities,2024,return_std_168,106,99,0.351915380217267
B_opportunities,2024,volatility_percentile_720,106,99,0.09386315990089575
B_opportunities,2024,rsi14,106,99,0.10920526014865638
B_opportunities,2024,macd_ratio,106,99,0.08509624547360396
B_opportunities,2024,macd_signal_ratio,106,99,0.07804459691252144
B_opportunities,2024,relative_volume_24,106,99,0.08366685725176291
B_opportunities,2024,volume_zscore_24,106,99,0.0924337716790547
B_opportunities,2024,volume_trend_24_168,106,99,0.10463121783876501
B_opportunities,2024,regime_duration,106,99,0.1035829998094149
B_opportunities,2024,regime_transition,106,99,0.03173241852487135
B_opportunities,2024,hour_of_day,106,99,0.10291595197255575
B_opportunities,2024,day_of_week,106,99,0.05241090146750524
B_opportunities,2024,distance_high_24,106,99,0.05688965122927387
B_opportunities,2024,distance_low_24,106,99,0.1786735277301315
B_opportunities,2024,distance_high_168,106,99,0.16952544311034878
B_opportunities,2024,distance_low_168,106,99,0.13731656184486374
B_opportunities,2024,candles_since_prior_signal,106,99,0.08738326662854964
B_opportunities,2024,source_synthetic,106,99,0.0
B_opportunities,2024,return_1h,106,99,0.13093196112064037
B_opportunities,2024,return_3h,106,99,0.23603964170001906
B_opportunities,2024,return_6h,106,99,0.14503525824280541
B_opportunities,2024,return_12h,106,99,0.09872307985515533
B_opportunities,2024,return_24h,106,99,0.16447493805984373
B_opportunities,2024,return_72h,106,99,0.08871736230226797
B_opportunities,2024,return_168h,106,99,0.1558986087287974
B_opportunities,2024,volatility_ratio_24_168,106,99,0.11358871736230226
B_opportunities,2024,natr_ratio_168,106,99,0.11282637697732037
B_opportunities,2024,up_fraction_24,106,99,0.12206975414522585
B_opportunities,2024,volume_price_interaction,106,99,0.16123499142367068
B_opportunities,2024,range_expansion_24,106,99,0.07432818753573471
B_opportunities,2024,signal_density_168,106,99,0.042119306270249665
