fold,evaluation_year,target,feature_set,model,pair,feature,ap_drop
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,ema_gap,0.022088662176862766
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,ema20_slope_6,0.0009065815308309707
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,ema50_slope_6,0.0004857888398376679
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,trend_efficiency_20,-0.024641523535398575
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,range_ratio,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,body_to_range,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,close_location,0.006281201664648073
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,natr14,-0.007180341764583542
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,return_std_24,0.002297511485593632
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,return_std_168,-0.0005942724373809161
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,volatility_percentile_720,-0.0020278128489928013
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,rsi14,-0.005689099172062136
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,macd_ratio,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,macd_signal_ratio,0.013362803166596326
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,relative_volume_24,-0.0027967455869899647
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,volume_zscore_24,-0.0003926855042044782
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,volume_trend_24_168,0.00019217330538090494
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,regime_duration,0.001179811913572563
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,regime_transition,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,hour_of_day,-0.0008196560613397871
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,day_of_week,-8.225866773607185e-06
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,distance_high_24,0.017904953949408275
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,distance_low_24,-0.002235089510757682
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,distance_high_168,-0.034806114775665586
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,distance_low_168,0.0019417492406490304
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,candles_since_prior_signal,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,source_synthetic,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,pair,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,regime,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,return_1h,-0.0035369155610868175
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,return_3h,0.00013137875876839678
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,return_6h,-0.002084652757998499
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,return_12h,-0.026809689752497996
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,return_24h,-0.0003587811780048818
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,return_72h,0.0034843927189527704
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,return_168h,0.007319500268227808
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,volatility_ratio_24_168,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,natr_ratio_168,0.0014855858559640704
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,up_fraction_24,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,volume_price_interaction,-0.0036282414609369686
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,range_expansion_24,0.0037446532051538806
1,2020,profitable_after_fees,A_all,hist_gradient,BTC/USDT,signal_density_168,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,ema20_distance,0.004037981346050157
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,ema50_distance,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,ema_gap,0.06720110588602392
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,ema20_slope_6,0.001046956794855447
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,ema50_slope_6,-0.006602308927631769
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,trend_efficiency_20,-0.06520910158460162
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,range_ratio,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,body_to_range,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,close_location,0.010724461255708547
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,natr14,0.005345175049067914
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,return_std_24,-0.0018438055211242494
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,return_std_168,-0.0016420095363512226
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,volatility_percentile_720,-0.0052790505022215495
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,rsi14,-0.01248604579977867
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,macd_ratio,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,macd_signal_ratio,0.00015420568754812938
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,relative_volume_24,-0.0017598260368346663
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,volume_zscore_24,-0.0015200332673644956
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,volume_trend_24_168,-1.6164287730916864e-06
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,regime_duration,-0.011576414239905963
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,regime_transition,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,hour_of_day,-0.0024745891156100486
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,day_of_week,-0.0005171822058401091
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,distance_high_24,0.033714537227843046
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,distance_low_24,-0.0013160128743344712
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,distance_high_168,0.042998005133879524
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,distance_low_168,-0.014800719497658895
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,candles_since_prior_signal,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,source_synthetic,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,pair,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,regime,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,return_1h,-0.002506912817431465
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,return_3h,-0.007230708087490045
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,return_6h,-0.0012010768029792802
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,return_12h,0.01742877786631014
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,return_24h,0.02689759500034759
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,return_72h,-0.016981386518477803
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,return_168h,0.03366761097027229
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,volatility_ratio_24_168,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,natr_ratio_168,0.027360391147695857
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,up_fraction_24,0.0
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,volume_price_interaction,-0.008349481694895725
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,range_expansion_24,0.010163120488806706
1,2020,profitable_after_fees,A_all,hist_gradient,ETH/USDT,signal_density_168,0.0
2,2021,profitable_after_fees,A_all,logistic,ALL,ema20_distance,0.003986791600130601
2,2021,profitable_after_fees,A_all,logistic,ALL,ema50_distance,0.014949178698029494
2,2021,profitable_after_fees,A_all,logistic,ALL,ema_gap,0.006964880816881551
2,2021,profitable_after_fees,A_all,logistic,ALL,ema20_slope_6,-0.0014327520272834904
2,2021,profitable_after_fees,A_all,logistic,ALL,ema50_slope_6,0.006782557457414999
2,2021,profitable_after_fees,A_all,logistic,ALL,trend_efficiency_20,0.0015275852762443587
2,2021,profitable_after_fees,A_all,logistic,ALL,range_ratio,-0.0069664985448406975
2,2021,profitable_after_fees,A_all,logistic,ALL,body_to_range,-1.0646808960993829e-05
2,2021,profitable_after_fees,A_all,logistic,ALL,close_location,0.006855605456560776
2,2021,profitable_after_fees,A_all,logistic,ALL,natr14,0.0008639736117015592
2,2021,profitable_after_fees,A_all,logistic,ALL,return_std_24,0.002129048274919961
2,2021,profitable_after_fees,A_all,logistic,ALL,return_std_168,0.0011887235417794573
2,2021,profitable_after_fees,A_all,logistic,ALL,volatility_percentile_720,0.006413100482820733
2,2021,profitable_after_fees,A_all,logistic,ALL,rsi14,0.005607565639323427
2,2021,profitable_after_fees,A_all,logistic,ALL,macd_ratio,-0.0020620194993261434
2,2021,profitable_after_fees,A_all,logistic,ALL,macd_signal_ratio,-0.005865171484315608
2,2021,profitable_after_fees,A_all,logistic,ALL,relative_volume_24,0.005671733794854898
2,2021,profitable_after_fees,A_all,logistic,ALL,volume_zscore_24,-0.006966726477762253
2,2021,profitable_after_fees,A_all,logistic,ALL,volume_trend_24_168,-0.0012587168760831806
2,2021,profitable_after_fees,A_all,logistic,ALL,regime_duration,0.03464794656745498
2,2021,profitable_after_fees,A_all,logistic,ALL,regime_transition,0.004321119845172509
2,2021,profitable_after_fees,A_all,logistic,ALL,hour_of_day,0.004223440488967611
2,2021,profitable_after_fees,A_all,logistic,ALL,day_of_week,0.00018687088915420036
2,2021,profitable_after_fees,A_all,logistic,ALL,distance_high_24,-0.010495563489818597
2,2021,profitable_after_fees,A_all,logistic,ALL,distance_low_24,0.0041286787990194584
2,2021,profitable_after_fees,A_all,logistic,ALL,distance_high_168,0.011935835207192528
2,2021,profitable_after_fees,A_all,logistic,ALL,distance_low_168,0.0013089339012519186
2,2021,profitable_after_fees,A_all,logistic,ALL,candles_since_prior_signal,0.0020822303952256296
2,2021,profitable_after_fees,A_all,logistic,ALL,source_synthetic,0.0
2,2021,profitable_after_fees,A_all,logistic,ALL,pair,-0.00026528046146806483
2,2021,profitable_after_fees,A_all,logistic,ALL,regime,0.0014943836031144537
2,2021,profitable_after_fees,A_all,logistic,ALL,return_1h,-0.023751995631985896
2,2021,profitable_after_fees,A_all,logistic,ALL,return_3h,-0.0019191835614671415
2,2021,profitable_after_fees,A_all,logistic,ALL,return_6h,0.001665818989113906
2,2021,profitable_after_fees,A_all,logistic,ALL,return_12h,0.01662518444118638
2,2021,profitable_after_fees,A_all,logistic,ALL,return_24h,-0.0009533239133834118
2,2021,profitable_after_fees,A_all,logistic,ALL,return_72h,-0.006216087282604236
2,2021,profitable_after_fees,A_all,logistic,ALL,return_168h,0.00015675957118900982
2,2021,profitable_after_fees,A_all,logistic,ALL,volatility_ratio_24_168,0.010636990800312052
2,2021,profitable_after_fees,A_all,logistic,ALL,natr_ratio_168,0.005849853795203881
2,2021,profitable_after_fees,A_all,logistic,ALL,up_fraction_24,-0.0014773247928270838
2,2021,profitable_after_fees,A_all,logistic,ALL,volume_price_interaction,-0.0009187029307271185
2,2021,profitable_after_fees,A_all,logistic,ALL,range_expansion_24,-0.004555428583157532
2,2021,profitable_after_fees,A_all,logistic,ALL,signal_density_168,0.0007487665223900689
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,ema20_distance,0.0004616676903667997
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,ema50_distance,0.007488415000565629
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,ema_gap,0.012312904605732497
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,ema20_slope_6,0.0014105569863257321
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,ema50_slope_6,0.002057159826403032
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,trend_efficiency_20,0.000766421229919767
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,range_ratio,-0.011762306956277576
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,body_to_range,0.00013421531972005832
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,close_location,-0.0002873171878520764
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,natr14,-0.0008091108058579377
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,return_std_24,0.00020847611067372393
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,return_std_168,0.0001282671870438771
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,volatility_percentile_720,0.009907239614814397
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,rsi14,-0.0012756453894484283
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,macd_ratio,0.0018849991659490306
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,macd_signal_ratio,-0.006454548081900731
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,relative_volume_24,0.004392793585328236
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,volume_zscore_24,-0.004656102586018951
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,volume_trend_24_168,0.00039394853025874016
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,regime_duration,0.058990775006626896
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,regime_transition,0.008769189777069511
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,hour_of_day,0.016385812059359833
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,day_of_week,0.0004990258897255018
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,distance_high_24,0.011544472329281888
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,distance_low_24,0.017867291366862176
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,distance_high_168,0.006674577450657859
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,distance_low_168,-0.002210969228874963
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,candles_since_prior_signal,0.01042386564350247
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,source_synthetic,0.0
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,pair,0.0
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,regime,-0.010432312825973991
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,return_1h,0.0026951257136641296
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,return_3h,-0.0027070899306764207
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,return_6h,0.0007905981352280452
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,return_12h,0.005195051154179582
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,return_24h,-0.0026581964123463253
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,return_72h,-0.005755396085393642
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,return_168h,0.003119977137255925
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,volatility_ratio_24_168,0.037076506559202006
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,natr_ratio_168,-0.00935753743367664
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,up_fraction_24,0.002010292610171882
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,volume_price_interaction,0.0037912926094036035
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,range_expansion_24,-0.012737706668871807
2,2021,profitable_after_fees,A_all,logistic,BTC/USDT,signal_density_168,-0.0028340884726744306
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,ema20_distance,-0.0001135439420429744
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,ema50_distance,0.007883887757512828
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,ema_gap,0.0029494264614714494
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,ema20_slope_6,-0.0019389906992114219
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,ema50_slope_6,0.005445612928878407
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,trend_efficiency_20,0.00195528156859757
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,range_ratio,0.0001576466036607623
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,body_to_range,0.00010917412752708966
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,close_location,0.008692510032657641
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,natr14,0.00631505869704202
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,return_std_24,0.008546437148524452
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,return_std_168,-0.0011821207750552325
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,volatility_percentile_720,-0.007460680353909159
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,rsi14,0.0029908317691029382
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,macd_ratio,-0.0034377523024561687
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,macd_signal_ratio,-0.006366275779486581
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,relative_volume_24,0.00764510927071906
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,volume_zscore_24,-0.0023537503944582316
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,volume_trend_24_168,-0.007489016341436727
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,regime_duration,0.0674059895697816
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,regime_transition,0.0039450112395365
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,hour_of_day,-0.00154322153827946
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,day_of_week,-2.02920856517963e-06
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,distance_high_24,-0.01875029563670429
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,distance_low_24,0.010174847207228074
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,distance_high_168,0.015186334095749118
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,distance_low_168,0.005150997275308267
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,candles_since_prior_signal,-0.0018746112736872471
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,source_synthetic,0.0
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,pair,0.0
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,regime,0.009179609583135387
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,return_1h,-0.0057038214816786574
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,return_3h,-0.0018584162694231243
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,return_6h,0.005143657264738847
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,return_12h,0.009869070250799064
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,return_24h,0.003457279298986371
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,return_72h,-0.00615454606703895
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,return_168h,-0.001621844959993272
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,volatility_ratio_24_168,-0.006201611398747142
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,natr_ratio_168,0.011734980720219687
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,up_fraction_24,-0.0025635081125100303
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,volume_price_interaction,-0.0013227484831723941
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,range_expansion_24,-0.006010728661754598
2,2021,profitable_after_fees,A_all,logistic,ETH/USDT,signal_density_168,0.0015339284645298952
2,2021,profitable_after_fees,A_all,forest,ALL,ema20_distance,0.005215628005637092
2,2021,profitable_after_fees,A_all,forest,ALL,ema50_distance,0.014509441565782136
2,2021,profitable_after_fees,A_all,forest,ALL,ema_gap,-0.0247035096250184
2,2021,profitable_after_fees,A_all,forest,ALL,ema20_slope_6,0.003562923411382276
2,2021,profitable_after_fees,A_all,forest,ALL,ema50_slope_6,0.0006009335535726024
2,2021,profitable_after_fees,A_all,forest,ALL,trend_efficiency_20,-0.0027854917538847612
2,2021,profitable_after_fees,A_all,forest,ALL,range_ratio,-0.0018148481470725009
2,2021,profitable_after_fees,A_all,forest,ALL,body_to_range,0.0002989476272143669
2,2021,profitable_after_fees,A_all,forest,ALL,close_location,-0.0016653144733655978
2,2021,profitable_after_fees,A_all,forest,ALL,natr14,-0.00441891652200795
2,2021,profitable_after_fees,A_all,forest,ALL,return_std_24,0.0022236508939708077
2,2021,profitable_after_fees,A_all,forest,ALL,return_std_168,-0.012438194476413237
2,2021,profitable_after_fees,A_all,forest,ALL,volatility_percentile_720,0.0007451976741285246
2,2021,profitable_after_fees,A_all,forest,ALL,rsi14,0.0019191143489235378
2,2021,profitable_after_fees,A_all,forest,ALL,macd_ratio,0.0036571925047744203
2,2021,profitable_after_fees,A_all,forest,ALL,macd_signal_ratio,-0.005733827824864905
2,2021,profitable_after_fees,A_all,forest,ALL,relative_volume_24,0.011135582896811583
2,2021,profitable_after_fees,A_all,forest,ALL,volume_zscore_24,0.00048356606668625846
2,2021,profitable_after_fees,A_all,forest,ALL,volume_trend_24_168,0.0008278313662724394
2,2021,profitable_after_fees,A_all,forest,ALL,regime_duration,0.00023451965203435954
2,2021,profitable_after_fees,A_all,forest,ALL,regime_transition,-0.0007934354559006226
2,2021,profitable_after_fees,A_all,forest,ALL,hour_of_day,0.004510415026191539
2,2021,profitable_after_fees,A_all,forest,ALL,day_of_week,0.0025727857275961163
2,2021,profitable_after_fees,A_all,forest,ALL,distance_high_24,0.007447229172124796
2,2021,profitable_after_fees,A_all,forest,ALL,distance_low_24,0.004549919453728735
2,2021,profitable_after_fees,A_all,forest,ALL,distance_high_168,-0.02119667036783564
2,2021,profitable_after_fees,A_all,forest,ALL,distance_low_168,0.0007941150360405436
2,2021,profitable_after_fees,A_all,forest,ALL,candles_since_prior_signal,0.0012545869867099195
2,2021,profitable_after_fees,A_all,forest,ALL,source_synthetic,0.0
2,2021,profitable_after_fees,A_all,forest,ALL,pair,-0.0003479634544328129
2,2021,profitable_after_fees,A_all,forest,ALL,regime,0.001062148701541606
2,2021,profitable_after_fees,A_all,forest,ALL,return_1h,-0.003225099698433931
2,2021,profitable_after_fees,A_all,forest,ALL,return_3h,-0.00475050220992466
2,2021,profitable_after_fees,A_all,forest,ALL,return_6h,0.0007013716462242839
2,2021,profitable_after_fees,A_all,forest,ALL,return_12h,-0.0016692181432753084
2,2021,profitable_after_fees,A_all,forest,ALL,return_24h,0.0021914088053472023
2,2021,profitable_after_fees,A_all,forest,ALL,return_72h,-0.0159028403405172
2,2021,profitable_after_fees,A_all,forest,ALL,return_168h,0.0012043581144388453
2,2021,profitable_after_fees,A_all,forest,ALL,volatility_ratio_24_168,0.015695351591202094
2,2021,profitable_after_fees,A_all,forest,ALL,natr_ratio_168,-0.0016023611926727817
2,2021,profitable_after_fees,A_all,forest,ALL,up_fraction_24,0.0011949776686692726
2,2021,profitable_after_fees,A_all,forest,ALL,volume_price_interaction,0.000921609371941301
2,2021,profitable_after_fees,A_all,forest,ALL,range_expansion_24,0.0016895229746423657
2,2021,profitable_after_fees,A_all,forest,ALL,signal_density_168,-0.000230319999932412
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,ema20_distance,-0.004716252573917168
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,ema50_distance,-0.002080388682151065
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,ema_gap,0.012405802718796507
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,ema20_slope_6,0.009228230389996464
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,ema50_slope_6,-8.586958165020715e-05
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,trend_efficiency_20,-0.0017951912599682245
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,range_ratio,-0.0030430037508733334
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,body_to_range,0.002872219179258654
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,close_location,0.002321467634079366
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,natr14,-0.008593310910593713
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,return_std_24,0.000957118472773355
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,return_std_168,0.006010686847255771
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,volatility_percentile_720,0.00037858216546404755
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,rsi14,-0.004909336421642596
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,macd_ratio,0.0022585104579225432
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,macd_signal_ratio,0.019008134787313686
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,relative_volume_24,0.004798042511386417
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,volume_zscore_24,-0.0004636262294363351
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,volume_trend_24_168,0.01614344906158982
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,regime_duration,0.00393383921492411
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,regime_transition,-0.0002088554720133621
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,hour_of_day,0.00992906308145928
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,day_of_week,0.0028647354675163474
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,distance_high_24,0.0013802743402364648
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,distance_low_24,0.0019875992926225994
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,distance_high_168,-0.01568148446723483
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,distance_low_168,0.0020790335579151664
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,candles_since_prior_signal,0.005455015788464486
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,source_synthetic,0.0
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,pair,0.0
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,regime,0.00021991446725104039
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,return_1h,-0.0029140521569954725
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,return_3h,0.0016277159882381136
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,return_6h,0.001882180603454649
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,return_12h,-0.0021503852360492313
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,return_24h,0.008538050080720616
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,return_72h,-0.0009026386586060328
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,return_168h,0.0014589544232507246
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,volatility_ratio_24_168,0.027613595968428977
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,natr_ratio_168,0.004419193002845508
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,up_fraction_24,0.0009757143599723092
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,volume_price_interaction,0.0018173144453966044
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,range_expansion_24,-0.0011081300754501495
2,2021,profitable_after_fees,A_all,forest,BTC/USDT,signal_density_168,-0.0003108543629349869
