year,feature,n,mean,std,ks_vs_2019
2020,return_std_168,210,0.007996896669458757,0.005645604727330138,0.06350629938073885
2020,volatility_percentile_720,210,0.41597222222222224,0.29931974415340773,0.05748451847106555
2020,rsi14,210,58.86850350954868,8.946887511293,0.1126414691437113
2020,macd_ratio,210,0.0033476173201678447,0.0037444820867350826,0.09160794362588084
2020,macd_signal_ratio,210,0.0017894020990084519,0.002361576751801645,0.08763613068545804
2020,relative_volume_24,210,1.1544074787483238,0.7961571662633821,0.1326286568439035
2020,volume_zscore_24,210,0.2046377621168088,1.2735429742339595,0.07704462951099722
2020,volume_trend_24_168,210,-0.1478459848882143,0.25267214244925856,0.11240657698056801
2020,regime_duration,210,26.1,43.732817541790524,0.11490497544309204
2020,regime_transition,210,0.16666666666666666,0.3735685064711872,0.03662182361733931
2020,hour_of_day,210,10.4,6.75348572057352,0.06318599188554345
2020,day_of_week,210,2.947619047619048,2.019550153050942,0.06700832799487508
2020,distance_high_24,210,-0.011347569522163354,0.01330036301385033,0.22359598547939355
2020,distance_low_24,210,0.04064631615624861,0.027877976814936912,0.13196668802049968
2020,distance_high_168,210,-0.06134146341475873,0.07364156493215641,0.18295964125560538
2020,distance_low_168,210,0.11148280841122488,0.08972626057617855,0.1759342301943199
2020,candles_since_prior_signal,210,84.08571428571429,48.39057883824858,0.09720264787529362
2020,source_synthetic,210,0.0,0.0,0.0
2020,return_1h,210,0.0020835279333596517,0.006597923048525635,0.12632927610506087
2020,return_3h,210,0.005067944698917115,0.011082422262880866,0.10185778347213324
2020,return_6h,210,0.008772389765743316,0.015849681612954906,0.11887678838351484
2020,return_12h,210,0.014903281015146161,0.02096478737148341,0.14764040145206064
2020,return_24h,210,0.02193802681775624,0.02215377477137593,0.0935511424300662
2020,return_72h,210,0.0046466978080040005,0.059296103053353554,0.09557975656630364
2020,return_168h,210,0.023938212074870832,0.11710449021662492,0.15840273329062568
2020,volatility_ratio_24_168,210,0.8043174598238749,0.2759424801021819,0.06476617552850737
2020,natr_ratio_168,210,0.8882957449646788,0.22555806024501632,0.09540892590219945
2020,up_fraction_24,210,0.5470238095238096,0.07277218948361337,0.04087123638693146
2020,volume_price_interaction,210,0.0050843829642066565,0.019851925460443717,0.1215673713431561
2020,range_expansion_24,210,1.041524697122711,0.6382857307681693,0.08834080717488789
2020,signal_density_168,210,0.01615646258503401,0.005254373985147324,0.026820414264360454
2021,ema20_distance,203,0.014200884292351534,0.018002347459071245,0.2535509951622523
2021,ema50_distance,203,0.015925224791653383,0.022732591455033258,0.22348627095805076
2021,ema_gap,203,0.0014919762431160376,0.007634697297598597,0.1662064547482825
2021,ema20_slope_6,203,0.00869884272572592,0.008826441469611108,0.2861339989838521
2021,ema50_slope_6,203,0.0032043492020161785,0.004244192329170413,0.2535509951622523
2021,trend_efficiency_20,203,0.2899171092577461,0.16425530602597396,0.10196823433254545
2021,range_ratio,203,0.014265134448208152,0.009159570681138485,0.32370938169608343
2021,body_to_range,203,0.4225141324405754,0.24157144074053316,0.07987806225010492
2021,close_location,203,0.5250210236334175,0.2783504435424202,0.11140073781174756
2021,natr14,203,0.014727926650068758,0.006722021418957705,0.4464202876140405
2021,return_std_24,203,0.009249378198100667,0.004360120226341525,0.44180344164881047
2021,return_std_168,203,0.01007047223268093,0.004229615939263455,0.32976208884667213
2021,volatility_percentile_720,203,0.44503968253968257,0.3039702806351647,0.09929532351057015
2021,rsi14,203,58.958164979805716,9.336500307790473,0.13152488457885086
2021,macd_ratio,203,0.0057359658008064906,0.0053503236610294765,0.2920099847577813
2021,macd_signal_ratio,203,0.0031165849698525988,0.00311456345056307,0.3112726148136694
2021,relative_volume_24,203,1.076859334016966,0.6030326457519022,0.15500673750248514
2021,volume_zscore_24,203,0.07730020812987785,1.171554844464887,0.09388323135037221
2021,volume_trend_24_168,203,-0.10167204719200025,0.21012637121930175,0.09569462546113235
2021,regime_duration,203,66.6847290640394,126.62081505521911,0.16161169895513486
2021,regime_transition,203,0.10344827586206896,0.30529636799570553,0.026596567187258387
2021,hour_of_day,203,12.605911330049262,7.327039609395006,0.12191565972298925
2021,day_of_week,203,2.793103448275862,2.091129716025641,0.101393889858402
2021,distance_high_24,203,-0.016090078170144587,0.014304670813707392,0.11701164152068745
2021,distance_low_24,203,0.06487838252335325,0.04699768756547275,0.393691046853255
2021,distance_high_168,203,-0.0734557298830896,0.06050080928926719,0.09169630431421061
2021,distance_low_168,203,0.14063093536816806,0.10247218121490885,0.30760564624798425
2021,candles_since_prior_signal,203,86.5911330049261,46.474365554146516,0.11263778744836422
2021,source_synthetic,203,0.0,0.0,0.0
2021,return_1h,203,0.0009708523495159582,0.00975641428234271,0.15206874461552056
2021,return_3h,203,0.004785303231559049,0.016687364603292242,0.1419072654575979
2021,return_6h,203,0.012491415301574329,0.02565405077422089,0.20612339570125252
2021,return_12h,203,0.023885346854107432,0.029646804033696374,0.2615697276281782
2021,return_24h,203,0.036742643963599775,0.037802578277540924,0.312156221696967
2021,return_72h,203,-0.0028268420769564486,0.06410616877565344,0.1398749696260134
2021,return_168h,203,0.022064181249956846,0.12673644575884102,0.12496410347036603
2021,volatility_ratio_24_168,203,0.927208983039502,0.22640920802786194,0.2962954781417747
2021,natr_ratio_168,203,0.9439236619164659,0.19257939317815836,0.11886721597561245
2021,up_fraction_24,203,0.5533661740558292,0.08033996120980436,0.11619430515363714
2021,volume_price_interaction,203,0.002740304971775358,0.019725076650326037,0.16589719233912834
2021,range_expansion_24,203,0.9905790415650535,0.5460598103233251,0.05995272703174358
2021,signal_density_168,203,0.01562866525920713,0.005453305521476882,0.0706443703196448
2022,ema20_distance,213,0.009646573535313428,0.013012622496864055,0.07339101875828964
2022,ema50_distance,213,0.009764718500441898,0.015438651346579345,0.052548474704730626
2022,ema_gap,213,5.064113082687511e-05,0.005482764269354238,0.10374955262216047
2022,ema20_slope_6,213,0.005111321851174901,0.006809044979274626,0.05012737110254953
2022,ema50_slope_6,213,0.0016430309808077499,0.0031964131310283183,0.06315922440472431
2022,trend_efficiency_20,213,0.280074719682471,0.1638266304671267,0.09233878607970694
2022,range_ratio,213,0.010067802617872084,0.007977838194758573,0.06888566075075264
2022,body_to_range,213,0.4436367747356833,0.23796315389336778,0.10324427882692268
2022,close_location,213,0.5340710893000594,0.2765578061106726,0.14242405103265332
2022,natr14,213,0.010156486466376687,0.005573828054010647,0.08623339438725026
2022,return_std_24,213,0.006734596007178036,0.004247443358537844,0.14221352028463757
2022,return_std_168,213,0.007269949153838352,0.0034262580402257756,0.059748626286869194
2022,volatility_percentile_720,213,0.4171165884194053,0.3008301261109619,0.04229562727636371
2022,rsi14,213,57.664570770467684,8.0714388993909,0.0707593844080928
2022,macd_ratio,213,0.003704840227311635,0.004443095975523338,0.09505463272911009
2022,macd_signal_ratio,213,0.0021416551605369393,0.002854159177018085,0.08537021832038569
2022,relative_volume_24,213,1.0913155340229084,0.7672663935107952,0.08398071538348176
2022,volume_zscore_24,213,0.14492439840748028,1.2437646489471204,0.05370639381881724
2022,volume_trend_24_168,213,-0.06126791581124108,0.32864551682722365,0.20322533105960125
2022,regime_duration,213,23.586854460093896,34.29214410232144,0.0824438409229668
2022,regime_transition,213,0.07981220657276995,0.271640651988176,0.0502326364765574
2022,hour_of_day,213,11.427230046948356,6.879050116020046,0.08202277942693531
2022,day_of_week,213,3.0140845070422535,2.0819957615988165,0.0679172193098802
2022,distance_high_24,213,-0.012485504919017402,0.011045553522497656,0.12960272847849427
2022,distance_low_24,213,0.0439537487237465,0.03584751027689576,0.14739257668582498
2022,distance_high_168,213,-0.07387910201844625,0.06340029181302008,0.08829659571780459
2022,distance_low_168,213,0.07690727658901036,0.05701275005819654,0.0937914482410156
2022,candles_since_prior_signal,213,82.30985915492958,50.799158239189914,0.09688625023684709
2022,source_synthetic,213,0.0,0.0,0.0
2022,return_1h,213,0.0019597717222246333,0.008050819201164534,0.08326491084022822
2022,return_3h,213,0.005405562332429577,0.013215201849722873,0.08187540790332427
2022,return_6h,213,0.0070848638273421655,0.016253226286206252,0.08621234131244869
2022,return_12h,213,0.014616070221574826,0.024298904184205883,0.044927261626560556
2022,return_24h,213,0.028091859927109265,0.03210635179220183,0.15916124549990526
2022,return_72h,213,-0.0030653372740255497,0.04300022397525854,0.07006463293964084
2022,return_168h,213,-0.022461188012008085,0.09293289062285273,0.12421314132929115
2022,volatility_ratio_24_168,213,0.9119423038816377,0.3259717517918399,0.19413040274532095
2022,natr_ratio_168,213,0.9351984116943932,0.2782698765176245,0.07823322596265185
2022,up_fraction_24,213,0.5453834115805947,0.06755653425843146,0.071096233604918
2022,volume_price_interaction,213,0.004505862637450844,0.020335816777532687,0.08579127981641718
2022,range_expansion_24,213,1.0148768258004381,0.6885869046446559,0.06345396745194636
2022,signal_density_168,213,0.016320143080706458,0.005821766092697317,0.05332743847238889
2023,ema20_distance,217,0.006470292623256671,0.009011455254453304,0.13581037796284434
2023,ema50_distance,217,0.007413724029985139,0.011208717696075324,0.11797648323035276
2023,ema_gap,217,0.0008880189789939533,0.0034260387054417616,0.12607716310884257
2023,ema20_slope_6,217,0.003136426470034323,0.0038805307939173772,0.13533508296997376
2023,ema50_slope_6,217,0.0012360981313468313,0.0019445420566992443,0.1192577132111343
2023,trend_efficiency_20,217,0.2759259322962457,0.16288933188226712,0.06817383397739249
2023,range_ratio,217,0.00654804545350909,0.007109489087428453,0.3229319501560208
2023,body_to_range,217,0.4446990399404837,0.2558156121187263,0.1211588931826166
2023,close_location,217,0.5139410647645324,0.2909476182305028,0.09950197350747039
2023,natr14,217,0.00559976520234429,0.002461620624318873,0.45828769812568454
2023,return_std_24,217,0.0036235890083634614,0.0019208609130747297,0.3410964848835527
2023,return_std_168,217,0.004454439027698705,0.0014998585969580832,0.44409084333863735
2023,volatility_percentile_720,217,0.4320404505888376,0.3009107006347476,0.069413733958794
2023,rsi14,217,58.528631609248926,9.463347958302357,0.06926907896096382
2023,macd_ratio,217,0.002197404558067529,0.002513060043155107,0.15837655762435163
2023,macd_signal_ratio,217,0.001176170737482484,0.001500966463927287,0.16036039759459403
2023,relative_volume_24,217,1.3772698437040447,1.5552177679536583,0.07086028393709574
2023,volume_zscore_24,217,0.34283157412739457,1.466697375818314,0.08069682378954764
2023,volume_trend_24_168,217,-0.1460561588314441,0.324978140358505,0.13624434295633486
2023,regime_duration,217,18.543778801843317,18.95142842527318,0.09243454361348184
2023,regime_transition,217,0.12903225806451613,0.336010752516123,0.0010125849848112252
2023,hour_of_day,217,12.096774193548388,6.953871737283499,0.11254158831187618
2023,day_of_week,217,3.3317972350230414,2.0684027196239807,0.0911533136327003
2023,distance_high_24,217,-0.008195640445397105,0.005776215680097001,0.3062139654067905
2023,distance_low_24,217,0.023471881817428725,0.016234260679320413,0.24333037135004443
2023,distance_high_168,217,-0.03528502199936058,0.024760141829015137,0.3616374945754376
2023,distance_low_168,217,0.056807070935319774,0.04944783048408943,0.2861895807071563
2023,candles_since_prior_signal,217,80.28571428571429,47.98400030962701,0.07441466388378004
2023,source_synthetic,217,0.0,0.0,0.0
2023,return_1h,217,0.00148847625694508,0.0068506282575053305,0.12146886817796698
2023,return_3h,217,0.0038056691762082128,0.009231827356003641,0.10902853836457192
2023,return_6h,217,0.005845429153681957,0.011437035121579703,0.1312227480316588
2023,return_12h,217,0.009731491433870018,0.01449289483271146,0.11266557831001632
2023,return_24h,217,0.01405068995922666,0.014079970775675847,0.16211692256824617
2023,return_72h,217,0.003682888259902806,0.03107270154792436,0.11462875328056871
2023,return_168h,217,0.0164622201251425,0.06521977840903882,0.19185385712219213
2023,volatility_ratio_24_168,217,0.8163243884186429,0.343419007732676,0.08879750366803744
2023,natr_ratio_168,217,0.9140659773664291,0.297874559363282,0.10599078341013825
2023,up_fraction_24,217,0.5428187403993855,0.07193642824675056,0.038106259428406106
2023,volume_price_interaction,217,0.010199454017066439,0.06439467858071966,0.11202496331962555
2023,range_expansion_24,217,1.2428597369675138,1.250964481258364,0.1123142733152859
2023,signal_density_168,217,0.016787360105332452,0.005372900586071988,0.07720443884193341
2024,ema20_distance,205,0.009060739985250385,0.011407597434699145,0.07400196871923877
2024,ema50_distance,205,0.01002388094028921,0.013718973259667672,0.07205512413868534
2024,ema_gap,205,0.0008900976075478949,0.004456298677098428,0.056720988734551024
2024,ema20_slope_6,205,0.0044760032300674175,0.005246566091973773,0.07179262824018375
2024,ema50_slope_6,205,0.0016519776948766948,0.0024447212852610673,0.07306135841627474
2024,trend_efficiency_20,205,0.27912550141752746,0.17626623691195428,0.04713988843924314
2024,range_ratio,205,0.00821929036209267,0.005635578280565194,0.10162966203653068
2024,body_to_range,205,0.45395895363004624,0.2467301166760502,0.1314229465164607
2024,close_location,205,0.5303142713151093,0.28801059942918683,0.12505742097779723
2024,natr14,205,0.007970102791073276,0.0031646039439643587,0.22064967734879143
2024,return_std_24,205,0.005354853442673406,0.0025566966998186364,0.11862627146450837
2024,return_std_168,205,0.006017499053086574,0.0020000716411628563,0.2530679208137373
2024,volatility_percentile_720,205,0.45658536585365855,0.28883100122258654,0.12529804221809035
2024,rsi14,205,58.86466935827832,9.274871984260066,0.0801268730176091
2024,macd_ratio,205,0.003095327890495202,0.003209941285291266,0.10499835940063436
2024,macd_signal_ratio,205,0.0016363779718426782,0.001752723597211024,0.0856392868861424
2024,relative_volume_24,205,1.2423877481564674,0.9223935554459582,0.10342338400962485
2024,volume_zscore_24,205,0.2966493953361879,1.2912414313386225,0.08752050749207044
2024,volume_trend_24_168,205,-0.12203639097049253,0.3114367907930544,0.16060374056655366
2024,regime_duration,205,19.141463414634146,18.468427956413965,0.08865798971891065
2024,regime_transition,205,0.1073170731707317,0.31027363310980327,0.022727769878595646
2024,hour_of_day,205,12.37560975609756,6.640664259526108,0.1525101170294214
2024,day_of_week,205,3.029268292682927,2.097879870768579,0.04265558350650771
2024,distance_high_24,205,-0.00929141879938131,0.0075151276708380135,0.23040577490976705
2024,distance_low_24,205,0.03470325913162472,0.023575960208436088,0.08417368478617522
2024,distance_high_168,205,-0.04852359652083537,0.04003235133159089,0.18744394618834082
2024,distance_low_168,205,0.08004403615118626,0.05139997502816807,0.08787050202340588
2024,candles_since_prior_signal,205,86.10731707317073,49.20015338651714,0.08686426774581647
2024,source_synthetic,205,0.0,0.0,0.0
2024,return_1h,205,0.0014011610122626557,0.006075113737255379,0.09152356994421962
2024,return_3h,205,0.005473387693944076,0.012556353321585658,0.1270917641911845
2024,return_6h,205,0.009061064107938282,0.01462618032403449,0.10184840861861534
2024,return_12h,205,0.013310282314340888,0.017589815962905743,0.08170184840861862
2024,return_24h,205,0.019510245396918296,0.018299051271562602,0.07244886798643771
2024,return_72h,205,0.005202613561796345,0.03991739473416103,0.08522366838018156
2024,return_168h,205,0.00811085984472587,0.07452388851350894,0.06781144044624303
2024,volatility_ratio_24_168,205,0.8949458884265217,0.30857550717415205,0.2138029093295417
2024,natr_ratio_168,205,0.9396966783028031,0.2576815696433542,0.15620693426665208
2024,up_fraction_24,205,0.5463414634146342,0.07207553559413385,0.047839877501914034
2024,volume_price_interaction,205,0.003959440263284312,0.015765596512174334,0.09497976594115717
2024,range_expansion_24,205,1.0784987890088678,0.6350031508388386,0.11403259324073062
2024,signal_density_168,205,0.015127758420441345,0.005051064648380646,0.0665645849283605
