fold,evaluation_year,target,feature_set,model,feature,coefficient
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__return_std_168,0.2428247547518297
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__volatility_percentile_720,0.02259929973623275
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__rsi14,-0.0046598910400648536
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__macd_ratio,0.05151611457226274
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__macd_signal_ratio,-0.008481996560368455
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__relative_volume_24,-0.16576703844265986
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__volume_zscore_24,-0.004525193098355287
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__volume_trend_24_168,0.12462459781365558
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__hour_of_day,0.0993878613661421
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__day_of_week,-0.12111435930812785
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__distance_high_24,-0.11308273448310599
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__distance_low_24,-0.08481987227176627
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__distance_high_168,0.12402594286911096
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__distance_low_168,-0.10554271291996631
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__candles_since_prior_signal,0.09553007700381619
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__source_synthetic,0.0
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__return_1h,-0.05090090480108435
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__return_3h,-0.21667992535350847
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__return_6h,0.15774018345546353
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__return_12h,-0.052828696576927854
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__return_24h,0.04822515652893437
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__return_72h,-0.23962821523021205
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__return_168h,0.039043380412608984
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__volatility_ratio_24_168,0.24662263900382692
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__natr_ratio_168,-0.22661622521814265
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__up_fraction_24,-0.02951314144775832
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__volume_price_interaction,-0.10251398311517186
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__range_expansion_24,-0.22123039732879815
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,numeric__signal_density_168,0.06451435139480054
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,category__pair_BTC/USDT,-0.014776999810422702
5,2024,profitable_after_fees,E_all_excluding_regime,logistic,category__pair_ETH/USDT,0.007862305355395819
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__ema20_distance,0.2624129352055454
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__ema50_distance,0.30592002728064444
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__ema_gap,0.287822187442796
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__ema20_slope_6,-0.22769064513014342
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__ema50_slope_6,-0.08697783708338556
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__trend_efficiency_20,0.15845380364285236
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__range_ratio,0.28004701789499525
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__body_to_range,-0.03804975721434007
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__close_location,0.007417534009538186
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__natr14,-0.02881491544845561
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__return_std_24,-0.16934712166059043
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__return_std_168,0.21306194623252453
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__volatility_percentile_720,0.04389959394266979
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__rsi14,0.022961916216350468
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__macd_ratio,0.04435166207183385
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__macd_signal_ratio,-0.01639208819928265
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__relative_volume_24,-0.1623937968891023
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__volume_zscore_24,8.150886887596951e-05
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__volume_trend_24_168,0.16620925274744922
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__regime_duration,0.05721512510468804
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__regime_transition,0.013807837108751343
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__distance_high_24,-0.13184219379687098
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__distance_low_24,-0.09441278674632324
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__distance_high_168,0.1325647642474469
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__distance_low_168,-0.08677028363719232
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__candles_since_prior_signal,0.09123941799960872
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__source_synthetic,0.0
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__return_1h,-0.06366588560006571
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__return_3h,-0.21594847613715254
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__return_6h,0.14839669420053184
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__return_12h,-0.031697343223558515
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__return_24h,0.04217858410663458
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__return_72h,-0.22949289674615472
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__return_168h,0.024352578123029375
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__volatility_ratio_24_168,0.22874786227520216
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__natr_ratio_168,-0.2347920869420586
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__up_fraction_24,-0.02604857405042822
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__volume_price_interaction,-0.1141687397570646
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__range_expansion_24,-0.2103583402450817
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,numeric__signal_density_168,0.06650010744296038
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,category__pair_BTC/USDT,-0.013552273901558552
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,category__pair_ETH/USDT,0.010537011884065757
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,category__regime_HIGH_VOLATILITY,-0.17902306212907274
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,category__regime_LOW_VOLATILITY,-0.1594913952031057
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,category__regime_RANGE,0.34046445453397695
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,category__regime_TREND_DOWN,0.07659001868792117
5,2024,profitable_after_fees,F_all_excluding_calendar,logistic,category__regime_TREND_UP,-0.0815552779072125
