target,feature_set,model,split,threshold,trades,retained_pct,win_rate_pct,net_profit_usdt,return_pct,average_trade_pct,profit_factor,expectancy_usdt,closed_subset_drawdown_pct,btc_profit_usdt,eth_profit_usdt,regime_counts
profitable_after_fees,B_reduced,dummy,validation,unfiltered,205,100.0,35.609756097560975,-43.44493954,-4.344493954,-0.2122602899606429,0.8419374082338118,-0.2119265343414634,9.155218251418917,-2.2830576500000026,-41.16188188999999,"{'RANGE': 146, 'TREND_UP': 43, 'HIGH_VOLATILITY': 8, 'LOW_VOLATILITY': 5, 'TREND_DOWN': 3}"
profitable_after_fees,B_reduced,dummy,validation,0.5,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,B_reduced,dummy,validation,0.55,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,B_reduced,dummy,validation,0.6,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,B_reduced,dummy,validation,0.65,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,B_reduced,dummy,validation,0.7,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,B_reduced,logistic,development_oof,unfiltered,166,100.0,31.92771084337349,-7.420845229999996,-0.7420845229999996,-0.044855654672136896,0.9503796747445725,-0.044703886927710816,4.643765806825128,-18.820491420000003,11.399646189999997,"{'RANGE': 100, 'TREND_UP': 34, 'LOW_VOLATILITY': 30, 'TREND_DOWN': 2}"
profitable_after_fees,B_reduced,logistic,development_oof,0.5,39,23.49397590361446,41.02564102564102,23.785790440000007,2.3785790440000008,0.6094288295045249,1.960289944715036,0.6098920625641028,0.7068740674603666,-2.9410088299999986,26.726799270000004,"{'RANGE': 26, 'TREND_UP': 7, 'LOW_VOLATILITY': 4, 'TREND_DOWN': 2}"
profitable_after_fees,B_reduced,logistic,development_oof,0.55,30,18.072289156626507,43.333333333333336,16.850045230000003,1.6850045230000004,0.5608420172076444,2.008379448546157,0.5616681743333334,0.7007281592851498,-3.6885482999999994,20.53859353,"{'RANGE': 22, 'TREND_UP': 4, 'TREND_DOWN': 2, 'LOW_VOLATILITY': 2}"
profitable_after_fees,B_reduced,logistic,development_oof,0.6,20,12.048192771084338,45.0,10.918544620000004,1.0918544620000004,0.5452404181135665,1.9499108228042505,0.5459272310000002,0.5440119189754586,0.0285080400000004,10.890036580000002,"{'RANGE': 15, 'TREND_UP': 3, 'TREND_DOWN': 2}"
profitable_after_fees,B_reduced,logistic,development_oof,0.65,11,6.626506024096386,54.54545454545454,7.597242990000002,0.7597242990000002,0.6895986480856211,2.608680152421264,0.6906584536363638,0.3027598282759217,0.7861197900000008,6.811123200000001,"{'RANGE': 8, 'TREND_DOWN': 2, 'TREND_UP': 1}"
profitable_after_fees,B_reduced,logistic,development_oof,0.7,7,4.216867469879518,57.14285714285714,5.811144540000001,0.5811144540000001,0.8295583299213443,4.929633689551527,0.8301635057142859,0.12482259099999737,4.02997523,1.7811693100000001,"{'RANGE': 5, 'TREND_UP': 1, 'TREND_DOWN': 1}"
profitable_after_fees,B_reduced,logistic,validation,unfiltered,205,100.0,35.609756097560975,-43.44493954,-4.344493954,-0.2122602899606429,0.8419374082338118,-0.2119265343414634,9.155218251418917,-2.2830576500000026,-41.16188188999999,"{'RANGE': 146, 'TREND_UP': 43, 'HIGH_VOLATILITY': 8, 'LOW_VOLATILITY': 5, 'TREND_DOWN': 3}"
profitable_after_fees,B_reduced,logistic,validation,0.5,36,17.560975609756095,33.33333333333333,-27.67424143,-2.767424143,-0.7705914723866834,0.45272041505104893,-0.7687289286111111,3.2284835366504923,-17.55906565,-10.115175780000001,"{'RANGE': 28, 'TREND_DOWN': 3, 'TREND_UP': 3, 'HIGH_VOLATILITY': 2}"
