fold,target,feature_set,model,feature,importance
3,profitable_after_fees,B_reduced,forest,numeric__ema20_slope_6,0.008203121149702954
3,profitable_after_fees,B_reduced,forest,numeric__ema50_slope_6,0.014840591100372193
3,profitable_after_fees,B_reduced,forest,numeric__trend_efficiency_20,0.015918787251741687
3,profitable_after_fees,B_reduced,forest,numeric__range_ratio,0.04239947050062007
3,profitable_after_fees,B_reduced,forest,numeric__body_to_range,0.060567971884429986
3,profitable_after_fees,B_reduced,forest,numeric__close_location,0.00613333991989639
3,profitable_after_fees,B_reduced,forest,numeric__natr14,0.05394862473088831
3,profitable_after_fees,B_reduced,forest,numeric__return_std_24,0.02043422572804916
3,profitable_after_fees,B_reduced,forest,numeric__return_std_168,0.019092979540089774
3,profitable_after_fees,B_reduced,forest,numeric__volatility_percentile_720,0.041966465901266944
3,profitable_after_fees,B_reduced,forest,numeric__rsi14,0.0035190138096649337
3,profitable_after_fees,B_reduced,forest,numeric__macd_ratio,0.03026746559850589
3,profitable_after_fees,B_reduced,forest,numeric__macd_signal_ratio,0.02003794078472069
3,profitable_after_fees,B_reduced,forest,numeric__relative_volume_24,0.004820379483082255
3,profitable_after_fees,B_reduced,forest,numeric__volume_zscore_24,0.0
3,profitable_after_fees,B_reduced,forest,numeric__volume_trend_24_168,0.04360972670031689
3,profitable_after_fees,B_reduced,forest,numeric__regime_duration,0.07240588106122466
3,profitable_after_fees,B_reduced,forest,numeric__regime_transition,0.0
3,profitable_after_fees,B_reduced,forest,numeric__hour_of_day,0.0006359686643837688
3,profitable_after_fees,B_reduced,forest,numeric__day_of_week,0.004571401630682416
3,profitable_after_fees,B_reduced,forest,numeric__distance_high_24,0.028926923516008465
3,profitable_after_fees,B_reduced,forest,numeric__distance_low_24,0.03082840937772966
3,profitable_after_fees,B_reduced,forest,numeric__distance_high_168,0.07962622045168423
3,profitable_after_fees,B_reduced,forest,numeric__distance_low_168,0.04346369893289628
3,profitable_after_fees,B_reduced,forest,numeric__candles_since_prior_signal,0.00688994623018352
3,profitable_after_fees,B_reduced,forest,numeric__return_1h,0.0036816214829181564
3,profitable_after_fees,B_reduced,forest,numeric__return_3h,0.004607757401986998
3,profitable_after_fees,B_reduced,forest,numeric__return_6h,0.0009177596915905445
3,profitable_after_fees,B_reduced,forest,numeric__return_12h,0.10402032799038105
3,profitable_after_fees,B_reduced,forest,numeric__return_24h,0.038026001360640015
3,profitable_after_fees,B_reduced,forest,numeric__return_72h,0.11438458677739377
3,profitable_after_fees,B_reduced,forest,category__pair_BTC/USDT,0.0005726136895520157
3,profitable_after_fees,B_reduced,forest,category__pair_ETH/USDT,0.0
3,profitable_after_fees,B_reduced,forest,category__regime_LOW_VOLATILITY,0.011611189170096821
3,profitable_after_fees,B_reduced,forest,category__regime_RANGE,0.01700101829485518
3,profitable_after_fees,B_reduced,forest,category__regime_TREND_DOWN,0.0
3,profitable_after_fees,B_reduced,forest,category__regime_TREND_UP,0.0
3,profitable_after_fees,C_price,forest,numeric__ema20_distance,0.01094678930936207
3,profitable_after_fees,C_price,forest,numeric__ema50_distance,0.022747557879785243
3,profitable_after_fees,C_price,forest,numeric__ema_gap,0.02852949390625601
3,profitable_after_fees,C_price,forest,numeric__ema20_slope_6,0.01388589750008192
3,profitable_after_fees,C_price,forest,numeric__ema50_slope_6,0.02836050211274862
3,profitable_after_fees,C_price,forest,numeric__return_1h,0.025769520384370484
3,profitable_after_fees,C_price,forest,numeric__return_3h,0.009895842115054227
3,profitable_after_fees,C_price,forest,numeric__return_6h,0.0035084712002884247
3,profitable_after_fees,C_price,forest,numeric__return_12h,0.10172307863612333
3,profitable_after_fees,C_price,forest,numeric__return_24h,0.08852157518475075
3,profitable_after_fees,C_price,forest,numeric__return_72h,0.0906129846671461
3,profitable_after_fees,C_price,forest,numeric__trend_efficiency_20,0.05165501980796774
3,profitable_after_fees,C_price,forest,numeric__body_ratio,0.016022619850223484
3,profitable_after_fees,C_price,forest,numeric__range_ratio,0.08924151640007033
3,profitable_after_fees,C_price,forest,numeric__body_to_range,0.10465890697552427
3,profitable_after_fees,C_price,forest,numeric__close_location,0.02698514951984608
3,profitable_after_fees,C_price,forest,numeric__distance_high_24,0.043539293122801456
3,profitable_after_fees,C_price,forest,numeric__distance_low_24,0.041115520912225464
3,profitable_after_fees,C_price,forest,numeric__distance_high_168,0.11724639196046473
3,profitable_after_fees,C_price,forest,numeric__distance_low_168,0.07226956000998401
3,profitable_after_fees,C_price,forest,numeric__candles_since_prior_signal,0.012639891879495825
3,profitable_after_fees,C_price,forest,category__pair_BTC/USDT,4.158161892483867e-05
3,profitable_after_fees,C_price,forest,category__pair_ETH/USDT,8.283504650437415e-05
3,profitable_after_fees,D_price_volatility,forest,numeric__ema20_distance,0.0049430347574663846
3,profitable_after_fees,D_price_volatility,forest,numeric__ema50_distance,0.007799595371515238
3,profitable_after_fees,D_price_volatility,forest,numeric__ema_gap,0.027366625553518854
3,profitable_after_fees,D_price_volatility,forest,numeric__ema20_slope_6,0.02059850291194438
3,profitable_after_fees,D_price_volatility,forest,numeric__ema50_slope_6,0.01813837730663609
3,profitable_after_fees,D_price_volatility,forest,numeric__return_1h,0.005584073897552082
3,profitable_after_fees,D_price_volatility,forest,numeric__return_3h,0.0036026723979266663
3,profitable_after_fees,D_price_volatility,forest,numeric__return_6h,0.0015706297815600422
3,profitable_after_fees,D_price_volatility,forest,numeric__return_12h,0.0851053335867424
3,profitable_after_fees,D_price_volatility,forest,numeric__return_24h,0.07132800973477746
3,profitable_after_fees,D_price_volatility,forest,numeric__return_72h,0.10419401258956341
3,profitable_after_fees,D_price_volatility,forest,numeric__trend_efficiency_20,0.03424787116683031
3,profitable_after_fees,D_price_volatility,forest,numeric__body_ratio,0.01701535305936726
3,profitable_after_fees,D_price_volatility,forest,numeric__range_ratio,0.052381841920709965
3,profitable_after_fees,D_price_volatility,forest,numeric__body_to_range,0.11656392359994254
3,profitable_after_fees,D_price_volatility,forest,numeric__close_location,0.011529263261010851
3,profitable_after_fees,D_price_volatility,forest,numeric__distance_high_24,0.02518901211779513
3,profitable_after_fees,D_price_volatility,forest,numeric__distance_low_24,0.02849004099593623
3,profitable_after_fees,D_price_volatility,forest,numeric__distance_high_168,0.10447744299920737
3,profitable_after_fees,D_price_volatility,forest,numeric__distance_low_168,0.05834192650990559
3,profitable_after_fees,D_price_volatility,forest,numeric__candles_since_prior_signal,0.011949199824905577
3,profitable_after_fees,D_price_volatility,forest,numeric__atr14,0.001250873969761563
3,profitable_after_fees,D_price_volatility,forest,numeric__natr14,0.10025292223086496
3,profitable_after_fees,D_price_volatility,forest,numeric__return_std_24,0.03236867236686975
3,profitable_after_fees,D_price_volatility,forest,numeric__return_std_168,0.011907407254400919
3,profitable_after_fees,D_price_volatility,forest,numeric__volatility_percentile_720,0.04269767329449706
3,profitable_after_fees,D_price_volatility,forest,category__pair_BTC/USDT,0.0005263037103480985
3,profitable_after_fees,D_price_volatility,forest,category__pair_ETH/USDT,0.0005794038284437978
3,profitable_after_fees,E_no_regime,forest,numeric__ema20_distance,0.01438802609358713
3,profitable_after_fees,E_no_regime,forest,numeric__ema50_distance,0.008633269806748743
3,profitable_after_fees,E_no_regime,forest,numeric__ema_gap,0.037449630684553564
3,profitable_after_fees,E_no_regime,forest,numeric__ema20_slope_6,0.014894870615910882
3,profitable_after_fees,E_no_regime,forest,numeric__ema50_slope_6,0.008703541917980085
3,profitable_after_fees,E_no_regime,forest,numeric__trend_efficiency_20,0.03239902519539281
3,profitable_after_fees,E_no_regime,forest,numeric__body_ratio,0.0180112326214924
3,profitable_after_fees,E_no_regime,forest,numeric__range_ratio,0.03283720663588909
3,profitable_after_fees,E_no_regime,forest,numeric__body_to_range,0.07784610560114656
3,profitable_after_fees,E_no_regime,forest,numeric__close_location,0.010901706301963599
3,profitable_after_fees,E_no_regime,forest,numeric__atr14,0.0016124137533512616
3,profitable_after_fees,E_no_regime,forest,numeric__natr14,0.08456790829006536
3,profitable_after_fees,E_no_regime,forest,numeric__return_std_24,0.014376783577704748
3,profitable_after_fees,E_no_regime,forest,numeric__return_std_168,0.017071732280544764
3,profitable_after_fees,E_no_regime,forest,numeric__volatility_percentile_720,0.045939976818887
3,profitable_after_fees,E_no_regime,forest,numeric__rsi14,0.004618460402065184
3,profitable_after_fees,E_no_regime,forest,numeric__macd_ratio,0.021800763477104846
3,profitable_after_fees,E_no_regime,forest,numeric__macd_signal_ratio,0.017377348810555738
3,profitable_after_fees,E_no_regime,forest,numeric__macd_hist_ratio,0.013613970595883922
3,profitable_after_fees,E_no_regime,forest,numeric__relative_volume_24,0.004589694464729545
3,profitable_after_fees,E_no_regime,forest,numeric__volume_zscore_24,0.013028393415833344
3,profitable_after_fees,E_no_regime,forest,numeric__volume_trend_24_168,0.028874300885723337
3,profitable_after_fees,E_no_regime,forest,numeric__hour_of_day,0.002358654137693757
3,profitable_after_fees,E_no_regime,forest,numeric__day_of_week,0.003362760314037122
3,profitable_after_fees,E_no_regime,forest,numeric__distance_high_24,0.012286278844130425
3,profitable_after_fees,E_no_regime,forest,numeric__distance_low_24,0.021938069123130902
3,profitable_after_fees,E_no_regime,forest,numeric__distance_high_168,0.09116437680797576
3,profitable_after_fees,E_no_regime,forest,numeric__distance_low_168,0.04118741381717366
3,profitable_after_fees,E_no_regime,forest,numeric__candles_since_prior_signal,0.0047405178961051385
3,profitable_after_fees,E_no_regime,forest,numeric__source_synthetic,0.0
3,profitable_after_fees,E_no_regime,forest,numeric__return_1h,0.024327926432555907
3,profitable_after_fees,E_no_regime,forest,numeric__return_3h,0.005269363307989632
3,profitable_after_fees,E_no_regime,forest,numeric__return_6h,0.0026568319113992943
3,profitable_after_fees,E_no_regime,forest,numeric__return_12h,0.09153074438284456
3,profitable_after_fees,E_no_regime,forest,numeric__return_24h,0.0794303313131707
3,profitable_after_fees,E_no_regime,forest,numeric__return_72h,0.09597557921770031
3,profitable_after_fees,E_no_regime,forest,category__pair_BTC/USDT,0.0
3,profitable_after_fees,E_no_regime,forest,category__pair_ETH/USDT,0.0002347902469789266
