fold,target,feature_set,model,feature,coefficient
2,profitable_after_fees,E_no_regime,logistic,numeric__candles_since_prior_signal,0.10072099329569226
2,profitable_after_fees,E_no_regime,logistic,numeric__source_synthetic,0.0
2,profitable_after_fees,E_no_regime,logistic,numeric__return_1h,-0.24790662447100484
2,profitable_after_fees,E_no_regime,logistic,numeric__return_3h,0.0499296966752933
2,profitable_after_fees,E_no_regime,logistic,numeric__return_6h,0.12445058952592783
2,profitable_after_fees,E_no_regime,logistic,numeric__return_12h,-0.1751178213887148
2,profitable_after_fees,E_no_regime,logistic,numeric__return_24h,0.3231595339848779
2,profitable_after_fees,E_no_regime,logistic,numeric__return_72h,-0.2049072507198462
2,profitable_after_fees,E_no_regime,logistic,category__pair_BTC/USDT,0.015957599074834197
2,profitable_after_fees,E_no_regime,logistic,category__pair_ETH/USDT,-0.01639949777079637
3,profitable_after_fees,A_all,logistic,numeric__ema20_distance,-0.0182641310141445
3,profitable_after_fees,A_all,logistic,numeric__ema50_distance,-0.05576800856410112
3,profitable_after_fees,A_all,logistic,numeric__ema_gap,-0.112324341804727
3,profitable_after_fees,A_all,logistic,numeric__ema20_slope_6,-0.10320231060472261
3,profitable_after_fees,A_all,logistic,numeric__ema50_slope_6,-0.14201366571894056
3,profitable_after_fees,A_all,logistic,numeric__trend_efficiency_20,0.42413643734252926
3,profitable_after_fees,A_all,logistic,numeric__body_ratio,-0.14646981649636398
3,profitable_after_fees,A_all,logistic,numeric__range_ratio,-0.039436897116465114
3,profitable_after_fees,A_all,logistic,numeric__body_to_range,-0.3053582315541542
3,profitable_after_fees,A_all,logistic,numeric__close_location,-0.033771110267424145
3,profitable_after_fees,A_all,logistic,numeric__atr14,-0.03751092045660082
3,profitable_after_fees,A_all,logistic,numeric__natr14,0.16917742957553844
3,profitable_after_fees,A_all,logistic,numeric__return_std_24,-0.0076097517931486966
3,profitable_after_fees,A_all,logistic,numeric__return_std_168,0.07897833227864877
3,profitable_after_fees,A_all,logistic,numeric__volatility_percentile_720,0.011675689614482775
3,profitable_after_fees,A_all,logistic,numeric__rsi14,0.10211179665197441
3,profitable_after_fees,A_all,logistic,numeric__macd_ratio,-0.06834697333074159
3,profitable_after_fees,A_all,logistic,numeric__macd_signal_ratio,-0.09771483372449216
3,profitable_after_fees,A_all,logistic,numeric__macd_hist_ratio,-0.011088797813999882
3,profitable_after_fees,A_all,logistic,numeric__relative_volume_24,-0.1206674481657711
3,profitable_after_fees,A_all,logistic,numeric__volume_zscore_24,0.02430519092506041
3,profitable_after_fees,A_all,logistic,numeric__volume_trend_24_168,0.15917827636983464
3,profitable_after_fees,A_all,logistic,numeric__regime_duration,-0.37516583863845665
3,profitable_after_fees,A_all,logistic,numeric__regime_transition,0.018737449546787018
3,profitable_after_fees,A_all,logistic,numeric__hour_of_day,-0.09289183001475342
3,profitable_after_fees,A_all,logistic,numeric__day_of_week,-0.2379720625347994
3,profitable_after_fees,A_all,logistic,numeric__distance_high_24,-0.021642027695551777
3,profitable_after_fees,A_all,logistic,numeric__distance_low_24,-0.1627573905520508
3,profitable_after_fees,A_all,logistic,numeric__distance_high_168,-0.1536140157646913
3,profitable_after_fees,A_all,logistic,numeric__distance_low_168,0.000899904101306266
3,profitable_after_fees,A_all,logistic,numeric__candles_since_prior_signal,0.08238162514997724
3,profitable_after_fees,A_all,logistic,numeric__source_synthetic,0.0
3,profitable_after_fees,A_all,logistic,numeric__return_1h,-0.1457953794038618
3,profitable_after_fees,A_all,logistic,numeric__return_3h,-0.03669324084990741
3,profitable_after_fees,A_all,logistic,numeric__return_6h,0.08886733487970236
3,profitable_after_fees,A_all,logistic,numeric__return_12h,-0.2839149377150275
3,profitable_after_fees,A_all,logistic,numeric__return_24h,0.3579214363090918
3,profitable_after_fees,A_all,logistic,numeric__return_72h,-0.13511934290720656
3,profitable_after_fees,A_all,logistic,category__pair_BTC/USDT,0.022975231659613255
3,profitable_after_fees,A_all,logistic,category__pair_ETH/USDT,-0.02260323004154958
3,profitable_after_fees,A_all,logistic,category__regime_LOW_VOLATILITY,-0.16728531305037173
3,profitable_after_fees,A_all,logistic,category__regime_RANGE,0.16527783531085885
3,profitable_after_fees,A_all,logistic,category__regime_TREND_DOWN,0.07155897692432046
3,profitable_after_fees,A_all,logistic,category__regime_TREND_UP,-0.06917949756674388
3,profitable_after_fees,B_reduced,logistic,numeric__ema20_distance,-0.02963571197273968
3,profitable_after_fees,B_reduced,logistic,numeric__ema50_distance,-0.06292578042429547
3,profitable_after_fees,B_reduced,logistic,numeric__ema_gap,-0.10657836362526152
3,profitable_after_fees,B_reduced,logistic,numeric__ema20_slope_6,-0.09692392810703389
3,profitable_after_fees,B_reduced,logistic,numeric__ema50_slope_6,-0.13572423240829962
3,profitable_after_fees,B_reduced,logistic,numeric__trend_efficiency_20,0.4195819663394464
3,profitable_after_fees,B_reduced,logistic,numeric__range_ratio,-0.04738716241534188
3,profitable_after_fees,B_reduced,logistic,numeric__body_to_range,-0.3098914172166787
3,profitable_after_fees,B_reduced,logistic,numeric__close_location,-0.05221517902785768
3,profitable_after_fees,B_reduced,logistic,numeric__natr14,0.16758487140158293
3,profitable_after_fees,B_reduced,logistic,numeric__return_std_24,-0.01574160391075268
3,profitable_after_fees,B_reduced,logistic,numeric__return_std_168,0.0779190426229857
3,profitable_after_fees,B_reduced,logistic,numeric__volatility_percentile_720,0.010359149539442263
3,profitable_after_fees,B_reduced,logistic,numeric__rsi14,0.0982840428735414
3,profitable_after_fees,B_reduced,logistic,numeric__macd_ratio,-0.06386476408939532
3,profitable_after_fees,B_reduced,logistic,numeric__macd_signal_ratio,-0.0961503635815889
3,profitable_after_fees,B_reduced,logistic,numeric__relative_volume_24,-0.12941063039003153
3,profitable_after_fees,B_reduced,logistic,numeric__volume_zscore_24,0.02486903742480252
3,profitable_after_fees,B_reduced,logistic,numeric__volume_trend_24_168,0.15526234367874767
3,profitable_after_fees,B_reduced,logistic,numeric__regime_duration,-0.3766488799656199
3,profitable_after_fees,B_reduced,logistic,numeric__regime_transition,0.01584485848372294
3,profitable_after_fees,B_reduced,logistic,numeric__hour_of_day,-0.08935991698624429
3,profitable_after_fees,B_reduced,logistic,numeric__day_of_week,-0.2378641748666656
3,profitable_after_fees,B_reduced,logistic,numeric__distance_high_24,-0.02747092817959403
3,profitable_after_fees,B_reduced,logistic,numeric__distance_low_24,-0.16683704469441493
3,profitable_after_fees,B_reduced,logistic,numeric__distance_high_168,-0.15895580489553773
3,profitable_after_fees,B_reduced,logistic,numeric__distance_low_168,7.447195093566585e-05
3,profitable_after_fees,B_reduced,logistic,numeric__candles_since_prior_signal,0.08184382252967456
3,profitable_after_fees,B_reduced,logistic,numeric__return_1h,-0.19520394124323728
3,profitable_after_fees,B_reduced,logistic,numeric__return_3h,-0.045553571510070834
3,profitable_after_fees,B_reduced,logistic,numeric__return_6h,0.08449274624701388
3,profitable_after_fees,B_reduced,logistic,numeric__return_12h,-0.2894125697675912
3,profitable_after_fees,B_reduced,logistic,numeric__return_24h,0.35354883678370314
3,profitable_after_fees,B_reduced,logistic,numeric__return_72h,-0.13374964894483715
3,profitable_after_fees,B_reduced,logistic,category__pair_BTC/USDT,0.00589771567998457
3,profitable_after_fees,B_reduced,logistic,category__pair_ETH/USDT,-0.005871849132380942
3,profitable_after_fees,B_reduced,logistic,category__regime_LOW_VOLATILITY,-0.16507633568112998
3,profitable_after_fees,B_reduced,logistic,category__regime_RANGE,0.16559400318932496
3,profitable_after_fees,B_reduced,logistic,category__regime_TREND_DOWN,0.06933524556470438
3,profitable_after_fees,B_reduced,logistic,category__regime_TREND_UP,-0.06982704652529564
3,profitable_after_fees,C_price,logistic,numeric__ema20_distance,0.0002904813624002383
3,profitable_after_fees,C_price,logistic,numeric__ema50_distance,-0.048726701101524134
3,profitable_after_fees,C_price,logistic,numeric__ema_gap,-0.13542715282310075
3,profitable_after_fees,C_price,logistic,numeric__ema20_slope_6,-0.09086325219563904
3,profitable_after_fees,C_price,logistic,numeric__ema50_slope_6,-0.14718623673386666
3,profitable_after_fees,C_price,logistic,numeric__return_1h,-0.13555433855675594
3,profitable_after_fees,C_price,logistic,numeric__return_3h,0.011707523574432405
3,profitable_after_fees,C_price,logistic,numeric__return_6h,0.08263650699127087
3,profitable_after_fees,C_price,logistic,numeric__return_12h,-0.28692258836542567
3,profitable_after_fees,C_price,logistic,numeric__return_24h,0.40431828554914145
3,profitable_after_fees,C_price,logistic,numeric__return_72h,-0.1823365021294377
3,profitable_after_fees,C_price,logistic,numeric__trend_efficiency_20,0.45788481081128474
3,profitable_after_fees,C_price,logistic,numeric__body_ratio,-0.135922760212551
3,profitable_after_fees,C_price,logistic,numeric__range_ratio,-0.040540453186095504
3,profitable_after_fees,C_price,logistic,numeric__body_to_range,-0.3353249870667307
3,profitable_after_fees,C_price,logistic,numeric__close_location,-0.035990184955190394
3,profitable_after_fees,C_price,logistic,numeric__distance_high_24,-0.18622781413925563
3,profitable_after_fees,C_price,logistic,numeric__distance_low_24,-0.03614631439575875
3,profitable_after_fees,C_price,logistic,numeric__distance_high_168,-0.14751533705671002
3,profitable_after_fees,C_price,logistic,numeric__distance_low_168,0.024041738920028616
3,profitable_after_fees,C_price,logistic,numeric__candles_since_prior_signal,0.0947605216119438
3,profitable_after_fees,C_price,logistic,category__pair_BTC/USDT,-0.005020026122948841
3,profitable_after_fees,C_price,logistic,category__pair_ETH/USDT,0.005071270861175305
3,profitable_after_fees,D_price_volatility,logistic,numeric__ema20_distance,-0.009729312315811289
3,profitable_after_fees,D_price_volatility,logistic,numeric__ema50_distance,-0.058129167699983345
3,profitable_after_fees,D_price_volatility,logistic,numeric__ema_gap,-0.13865967501627183
3,profitable_after_fees,D_price_volatility,logistic,numeric__ema20_slope_6,-0.1015772848884025
3,profitable_after_fees,D_price_volatility,logistic,numeric__ema50_slope_6,-0.1553787238827144
3,profitable_after_fees,D_price_volatility,logistic,numeric__return_1h,-0.1314428573497061
3,profitable_after_fees,D_price_volatility,logistic,numeric__return_3h,0.004041287026509331
3,profitable_after_fees,D_price_volatility,logistic,numeric__return_6h,0.08366919497990793
3,profitable_after_fees,D_price_volatility,logistic,numeric__return_12h,-0.2786751630011348
3,profitable_after_fees,D_price_volatility,logistic,numeric__return_24h,0.3422172860220398
3,profitable_after_fees,D_price_volatility,logistic,numeric__return_72h,-0.18349409448751086
3,profitable_after_fees,D_price_volatility,logistic,numeric__trend_efficiency_20,0.4701049436282672
3,profitable_after_fees,D_price_volatility,logistic,numeric__body_ratio,-0.1318798583873133
3,profitable_after_fees,D_price_volatility,logistic,numeric__range_ratio,-0.07076543834434823
3,profitable_after_fees,D_price_volatility,logistic,numeric__body_to_range,-0.3300242852011469
3,profitable_after_fees,D_price_volatility,logistic,numeric__close_location,-0.04097936067179842
3,profitable_after_fees,D_price_volatility,logistic,numeric__distance_high_24,-0.062201251488759816
3,profitable_after_fees,D_price_volatility,logistic,numeric__distance_low_24,-0.11472748386015082
3,profitable_after_fees,D_price_volatility,logistic,numeric__distance_high_168,-0.11940792992831943
3,profitable_after_fees,D_price_volatility,logistic,numeric__distance_low_168,-0.03046220524904758
3,profitable_after_fees,D_price_volatility,logistic,numeric__candles_since_prior_signal,0.07772864439393129
3,profitable_after_fees,D_price_volatility,logistic,numeric__atr14,-0.03366122556117015
3,profitable_after_fees,D_price_volatility,logistic,numeric__natr14,0.2344945945896168
3,profitable_after_fees,D_price_volatility,logistic,numeric__return_std_24,0.005461830065787497
3,profitable_after_fees,D_price_volatility,logistic,numeric__return_std_168,-0.005990399844226855
3,profitable_after_fees,D_price_volatility,logistic,numeric__volatility_percentile_720,0.11510633721436218
3,profitable_after_fees,D_price_volatility,logistic,category__pair_BTC/USDT,0.012367388592299829
3,profitable_after_fees,D_price_volatility,logistic,category__pair_ETH/USDT,-0.011769686683151452
3,profitable_after_fees,E_no_regime,logistic,numeric__ema20_distance,-0.017821244106407754
3,profitable_after_fees,E_no_regime,logistic,numeric__ema50_distance,-0.05956692139169767
3,profitable_after_fees,E_no_regime,logistic,numeric__ema_gap,-0.12585262241107972
3,profitable_after_fees,E_no_regime,logistic,numeric__ema20_slope_6,-0.09746303778328325
3,profitable_after_fees,E_no_regime,logistic,numeric__ema50_slope_6,-0.14427357766066587
3,profitable_after_fees,E_no_regime,logistic,numeric__trend_efficiency_20,0.4575056995614077
3,profitable_after_fees,E_no_regime,logistic,numeric__body_ratio,-0.14978405657880856
3,profitable_after_fees,E_no_regime,logistic,numeric__range_ratio,-0.043440822274891676
3,profitable_after_fees,E_no_regime,logistic,numeric__body_to_range,-0.33484730759757003
3,profitable_after_fees,E_no_regime,logistic,numeric__close_location,-0.028236172082345894
3,profitable_after_fees,E_no_regime,logistic,numeric__atr14,-0.03365377018175117
3,profitable_after_fees,E_no_regime,logistic,numeric__natr14,0.18242527923758284
3,profitable_after_fees,E_no_regime,logistic,numeric__return_std_24,-0.017089979878705922
3,profitable_after_fees,E_no_regime,logistic,numeric__return_std_168,0.0956575750322833
3,profitable_after_fees,E_no_regime,logistic,numeric__volatility_percentile_720,0.010029018652646837
3,profitable_after_fees,E_no_regime,logistic,numeric__rsi14,0.09853201228002206
3,profitable_after_fees,E_no_regime,logistic,numeric__macd_ratio,-0.05814864019199761
3,profitable_after_fees,E_no_regime,logistic,numeric__macd_signal_ratio,-0.08436185957224651
3,profitable_after_fees,E_no_regime,logistic,numeric__macd_hist_ratio,-0.007800454217583163
3,profitable_after_fees,E_no_regime,logistic,numeric__relative_volume_24,-0.11209132554904036
3,profitable_after_fees,E_no_regime,logistic,numeric__volume_zscore_24,0.011786577009014972
3,profitable_after_fees,E_no_regime,logistic,numeric__volume_trend_24_168,0.1951581435809317
3,profitable_after_fees,E_no_regime,logistic,numeric__hour_of_day,-0.10153892043621424
3,profitable_after_fees,E_no_regime,logistic,numeric__day_of_week,-0.23741764578792532
3,profitable_after_fees,E_no_regime,logistic,numeric__distance_high_24,-0.05545190728105307
3,profitable_after_fees,E_no_regime,logistic,numeric__distance_low_24,-0.14566719720426752
3,profitable_after_fees,E_no_regime,logistic,numeric__distance_high_168,-0.1648942951713483
3,profitable_after_fees,E_no_regime,logistic,numeric__distance_low_168,0.03023601899118082
3,profitable_after_fees,E_no_regime,logistic,numeric__candles_since_prior_signal,0.0907021675155238
3,profitable_after_fees,E_no_regime,logistic,numeric__source_synthetic,0.0
3,profitable_after_fees,E_no_regime,logistic,numeric__return_1h,-0.14934499912493238
3,profitable_after_fees,E_no_regime,logistic,numeric__return_3h,-0.0036324026357487335
3,profitable_after_fees,E_no_regime,logistic,numeric__return_6h,0.08024117430147272
3,profitable_after_fees,E_no_regime,logistic,numeric__return_12h,-0.2786458355064376
3,profitable_after_fees,E_no_regime,logistic,numeric__return_24h,0.3479003741201952
3,profitable_after_fees,E_no_regime,logistic,numeric__return_72h,-0.1687756421450895
3,profitable_after_fees,E_no_regime,logistic,category__pair_BTC/USDT,0.027810251199409195
3,profitable_after_fees,E_no_regime,logistic,category__pair_ETH/USDT,-0.027933861816608188
