fold,model,feature_set,feature,ap_drop
1,logistic,B_reduced,trend_efficiency_20,0.0600795897248527
1,logistic,B_reduced,range_ratio,-0.022281554171786195
1,logistic,B_reduced,body_to_range,0.07592475776249147
1,logistic,B_reduced,close_location,0.0037360458583828304
1,logistic,B_reduced,natr14,-0.005257011037231085
1,logistic,B_reduced,return_std_24,-0.005878806208147476
1,logistic,B_reduced,return_std_168,-0.003562747604558177
1,logistic,B_reduced,volatility_percentile_720,-0.005028615440284841
1,logistic,B_reduced,rsi14,-0.009545371719835346
1,logistic,B_reduced,macd_ratio,-0.01132173186367691
1,logistic,B_reduced,macd_signal_ratio,-0.016875804170568148
1,logistic,B_reduced,relative_volume_24,-0.052140107295946314
1,logistic,B_reduced,volume_zscore_24,-0.03361255591108633
1,logistic,B_reduced,volume_trend_24_168,0.009368800658068444
