split,feature,target,method,correlation,n
development,ema_gap,favorable_move_before_adverse_move,spearman,-0.1455814006883732,179
development,ema20_slope_6,favorable_move_before_adverse_move,spearman,-0.11919071586819263,179
development,ema50_slope_6,favorable_move_before_adverse_move,spearman,-0.14687930322051324,179
development,trend_efficiency_20,favorable_move_before_adverse_move,spearman,-0.14168769309195314,179
development,body_ratio,favorable_move_before_adverse_move,spearman,-0.10750959307893238,179
development,range_ratio,favorable_move_before_adverse_move,spearman,-0.07073568800163156,179
development,body_to_range,favorable_move_before_adverse_move,spearman,-0.046291856979661025,179
development,close_location,favorable_move_before_adverse_move,spearman,-0.06467880951831144,179
development,atr14,favorable_move_before_adverse_move,spearman,0.04412868609276097,179
development,natr14,favorable_move_before_adverse_move,spearman,-0.011032171523190243,179
development,return_std_24,favorable_move_before_adverse_move,spearman,-0.03050070950529067,179
development,return_std_168,favorable_move_before_adverse_move,spearman,-0.02660700190887059,179
development,volatility_percentile_720,favorable_move_before_adverse_move,spearman,0.04034402339830962,179
development,rsi14,favorable_move_before_adverse_move,spearman,-0.1942527456436243,179
development,macd_ratio,favorable_move_before_adverse_move,spearman,-0.14601403486575323,179
development,macd_signal_ratio,favorable_move_before_adverse_move,spearman,-0.17435157348414387,179
development,macd_hist_ratio,favorable_move_before_adverse_move,spearman,-0.10924012978845242,179
development,relative_volume_24,favorable_move_before_adverse_move,spearman,-0.10102008041823224,179
development,volume_zscore_24,favorable_move_before_adverse_move,spearman,-0.11594595953784255,179
development,volume_trend_24_168,favorable_move_before_adverse_move,spearman,0.01665641582913037,179
development,regime_duration,favorable_move_before_adverse_move,spearman,0.09878346813514109,179
development,regime_transition,favorable_move_before_adverse_move,spearman,-0.08364809778516848,179
development,hour_of_day,favorable_move_before_adverse_move,spearman,-0.019388533597565493,179
development,day_of_week,favorable_move_before_adverse_move,spearman,0.011271664005555508,179
development,distance_high_24,favorable_move_before_adverse_move,spearman,-0.17500052475021388,179
development,distance_low_24,favorable_move_before_adverse_move,spearman,-0.12394969181937274,179
development,distance_high_168,favorable_move_before_adverse_move,spearman,-0.19057535513589424,179
development,distance_low_168,favorable_move_before_adverse_move,spearman,-0.09820795826526217,179
development,candles_since_prior_signal,favorable_move_before_adverse_move,spearman,0.0745302043597478,179
development,return_1h,favorable_move_before_adverse_move,spearman,-0.10729327599024238,179
development,return_3h,favorable_move_before_adverse_move,spearman,-0.20463596590074454,179
development,return_6h,favorable_move_before_adverse_move,spearman,-0.1083748614336924,179
development,return_12h,favorable_move_before_adverse_move,spearman,-0.18192267158829403,179
development,return_24h,favorable_move_before_adverse_move,spearman,-0.15163827917169337,179
development,return_72h,favorable_move_before_adverse_move,spearman,-0.11962335004557265,179
validation,ema20_distance,net_profit_ratio,pearson,0.04621808531355421,205
validation,ema50_distance,net_profit_ratio,pearson,0.065641875698878,205
validation,ema_gap,net_profit_ratio,pearson,0.08102913192679226,205
validation,ema20_slope_6,net_profit_ratio,pearson,-0.07804443954431273,205
validation,ema50_slope_6,net_profit_ratio,pearson,-0.01999499131282654,205
validation,trend_efficiency_20,net_profit_ratio,pearson,-0.01703178517319903,205
validation,body_ratio,net_profit_ratio,pearson,0.0537506109608884,205
validation,range_ratio,net_profit_ratio,pearson,-0.0177030894773527,205
validation,body_to_range,net_profit_ratio,pearson,0.0974154497256932,205
validation,close_location,net_profit_ratio,pearson,-0.09420437804908854,205
validation,atr14,net_profit_ratio,pearson,0.054011777086191246,205
validation,natr14,net_profit_ratio,pearson,-0.06194424338693792,205
validation,return_std_24,net_profit_ratio,pearson,-0.017579352702528757,205
validation,return_std_168,net_profit_ratio,pearson,-0.12213462947852913,205
validation,volatility_percentile_720,net_profit_ratio,pearson,0.055417054289489634,205
validation,rsi14,net_profit_ratio,pearson,0.052077640168122705,205
validation,macd_ratio,net_profit_ratio,pearson,-0.06820599927547705,205
validation,macd_signal_ratio,net_profit_ratio,pearson,-0.1076312536432399,205
validation,macd_hist_ratio,net_profit_ratio,pearson,-0.016869905567205908,205
validation,relative_volume_24,net_profit_ratio,pearson,0.08334894950317746,205
validation,volume_zscore_24,net_profit_ratio,pearson,0.011594236759548413,205
validation,volume_trend_24_168,net_profit_ratio,pearson,0.05555971480917202,205
validation,regime_duration,net_profit_ratio,pearson,-0.056149594055630685,205
validation,regime_transition,net_profit_ratio,pearson,0.1604262915018852,205
validation,hour_of_day,net_profit_ratio,pearson,0.07693903486868828,205
validation,day_of_week,net_profit_ratio,pearson,0.054480961082337076,205
validation,distance_high_24,net_profit_ratio,pearson,0.021555043519800216,205
validation,distance_low_24,net_profit_ratio,pearson,-0.05864544374742983,205
validation,distance_high_168,net_profit_ratio,pearson,0.15871040574239906,205
validation,distance_low_168,net_profit_ratio,pearson,-0.002998192434663831,205
validation,candles_since_prior_signal,net_profit_ratio,pearson,-0.13657450736901083,205
validation,return_1h,net_profit_ratio,pearson,0.053763643759168714,205
validation,return_3h,net_profit_ratio,pearson,0.13591383905157722,205
validation,return_6h,net_profit_ratio,pearson,0.04051468036871317,205
validation,return_12h,net_profit_ratio,pearson,0.012909901827976787,205
validation,return_24h,net_profit_ratio,pearson,-0.014755389125537895,205
validation,return_72h,net_profit_ratio,pearson,0.11326741359378889,205
validation,ema20_distance,profitable_after_fees,pearson,0.17077786223535585,205
validation,ema50_distance,profitable_after_fees,pearson,0.16979914949221017,205
validation,ema_gap,profitable_after_fees,pearson,0.08108659496976478,205
validation,ema20_slope_6,profitable_after_fees,pearson,0.07341015774944996,205
validation,ema50_slope_6,profitable_after_fees,pearson,0.08201387015488343,205
validation,trend_efficiency_20,profitable_after_fees,pearson,0.12161298288939128,205
validation,body_ratio,profitable_after_fees,pearson,0.07826138162359458,205
validation,range_ratio,profitable_after_fees,pearson,0.04756767627818239,205
validation,body_to_range,profitable_after_fees,pearson,0.06259735877830404,205
validation,close_location,profitable_after_fees,pearson,-0.048727974623187335,205
validation,atr14,profitable_after_fees,pearson,0.14398059748989334,205
validation,natr14,profitable_after_fees,pearson,0.04942396917176564,205
validation,return_std_24,profitable_after_fees,pearson,0.09386870172814783,205
validation,return_std_168,profitable_after_fees,pearson,-0.009668937594868473,205
validation,volatility_percentile_720,profitable_after_fees,pearson,0.130763829609092,205
validation,rsi14,profitable_after_fees,pearson,0.16208467735582066,205
validation,macd_ratio,profitable_after_fees,pearson,0.0935293605367333,205
validation,macd_signal_ratio,profitable_after_fees,pearson,0.04658492182893921,205
validation,macd_hist_ratio,profitable_after_fees,pearson,0.1217359375538348,205
validation,relative_volume_24,profitable_after_fees,pearson,0.09177891782029007,205
validation,volume_zscore_24,profitable_after_fees,pearson,0.04314139833510258,205
validation,volume_trend_24_168,profitable_after_fees,pearson,0.1392122992341439,205
validation,regime_duration,profitable_after_fees,pearson,-0.05547542122971313,205
validation,regime_transition,profitable_after_fees,pearson,0.17002417615514098,205
validation,hour_of_day,profitable_after_fees,pearson,0.09931234772367872,205
validation,day_of_week,profitable_after_fees,pearson,0.04801314179339363,205
validation,distance_high_24,profitable_after_fees,pearson,0.059084746749344316,205
validation,distance_low_24,profitable_after_fees,pearson,0.11035980816810737,205
validation,distance_high_168,profitable_after_fees,pearson,0.08628660512694157,205
validation,distance_low_168,profitable_after_fees,pearson,0.046260465924673984,205
validation,candles_since_prior_signal,profitable_after_fees,pearson,-0.0931607302471159,205
validation,return_1h,profitable_after_fees,pearson,0.07826625571608464,205
validation,return_3h,profitable_after_fees,pearson,0.18887185408825397,205
validation,return_6h,profitable_after_fees,pearson,0.15145975771687048,205
validation,return_12h,profitable_after_fees,pearson,0.13696284914267712,205
validation,return_24h,profitable_after_fees,pearson,0.12822149374163952,205
validation,return_72h,profitable_after_fees,pearson,0.08674086729938106,205
validation,ema20_distance,return_above_0_5_percent,pearson,0.20644804792649288,205
validation,ema50_distance,return_above_0_5_percent,pearson,0.2084156630955713,205
validation,ema_gap,return_above_0_5_percent,pearson,0.10716576315938763,205
validation,ema20_slope_6,return_above_0_5_percent,pearson,0.09798699364076137,205
validation,ema50_slope_6,return_above_0_5_percent,pearson,0.11032032798184538,205
validation,trend_efficiency_20,return_above_0_5_percent,pearson,0.11944797402616988,205
validation,body_ratio,return_above_0_5_percent,pearson,0.08063144572981593,205
validation,range_ratio,return_above_0_5_percent,pearson,0.07018835249894813,205
validation,body_to_range,return_above_0_5_percent,pearson,0.15729846023872143,205
validation,close_location,return_above_0_5_percent,pearson,-0.05558014956401845,205
validation,atr14,return_above_0_5_percent,pearson,0.0784586227192126,205
validation,natr14,return_above_0_5_percent,pearson,0.049946992031007977,205
validation,return_std_24,return_above_0_5_percent,pearson,0.11576840348865042,205
validation,return_std_168,return_above_0_5_percent,pearson,0.008944735927469718,205
validation,volatility_percentile_720,return_above_0_5_percent,pearson,0.12139169043553698,205
validation,rsi14,return_above_0_5_percent,pearson,0.20047613193219005,205
validation,macd_ratio,return_above_0_5_percent,pearson,0.11345514334660012,205
validation,macd_signal_ratio,return_above_0_5_percent,pearson,0.04311278997718337,205
validation,macd_hist_ratio,return_above_0_5_percent,pearson,0.16074871271920693,205
validation,relative_volume_24,return_above_0_5_percent,pearson,0.11841412994237735,205
validation,volume_zscore_24,return_above_0_5_percent,pearson,0.05963438488658277,205
validation,volume_trend_24_168,return_above_0_5_percent,pearson,0.11684592794530849,205
validation,regime_duration,return_above_0_5_percent,pearson,-0.12184714626453311,205
validation,regime_transition,return_above_0_5_percent,pearson,0.23212889047692511,205
validation,hour_of_day,return_above_0_5_percent,pearson,0.046906005896198304,205
validation,day_of_week,return_above_0_5_percent,pearson,0.006554890534933128,205
validation,distance_high_24,return_above_0_5_percent,pearson,0.09172902800673538,205
validation,distance_low_24,return_above_0_5_percent,pearson,0.12900510617129848,205
validation,distance_high_168,return_above_0_5_percent,pearson,0.07206477977918543,205
validation,distance_low_168,return_above_0_5_percent,pearson,0.056920867930024086,205
validation,candles_since_prior_signal,return_above_0_5_percent,pearson,-0.0867869856547478,205
validation,return_1h,return_above_0_5_percent,pearson,0.08062745245672683,205
validation,return_3h,return_above_0_5_percent,pearson,0.22313320097924252,205
validation,return_6h,return_above_0_5_percent,pearson,0.1736868292100386,205
validation,return_12h,return_above_0_5_percent,pearson,0.1889927423058889,205
validation,return_24h,return_above_0_5_percent,pearson,0.13124100187706592,205
validation,return_72h,return_above_0_5_percent,pearson,0.11338347182223621,205
validation,ema20_distance,return_above_1_percent,pearson,0.20188964598138603,205
validation,ema50_distance,return_above_1_percent,pearson,0.2051423567015174,205
validation,ema_gap,return_above_1_percent,pearson,0.10927244778960403,205
validation,ema20_slope_6,return_above_1_percent,pearson,0.07724517049425848,205
validation,ema50_slope_6,return_above_1_percent,pearson,0.0975182914725224,205
validation,trend_efficiency_20,return_above_1_percent,pearson,0.07756841371832708,205
validation,body_ratio,return_above_1_percent,pearson,0.14345145925107206,205
validation,range_ratio,return_above_1_percent,pearson,0.04857882861066819,205
validation,body_to_range,return_above_1_percent,pearson,0.1323944591104145,205
validation,close_location,return_above_1_percent,pearson,-0.026696804238267816,205
validation,atr14,return_above_1_percent,pearson,0.04102978561735268,205
validation,natr14,return_above_1_percent,pearson,0.04768494330988941,205
validation,return_std_24,return_above_1_percent,pearson,0.09478346126903253,205
validation,return_std_168,return_above_1_percent,pearson,0.040668393971367414,205
validation,volatility_percentile_720,return_above_1_percent,pearson,0.08913937282061143,205
validation,rsi14,return_above_1_percent,pearson,0.17824686687829158,205
validation,macd_ratio,return_above_1_percent,pearson,0.09486390039107757,205
validation,macd_signal_ratio,return_above_1_percent,pearson,0.033550204704578396,205
validation,macd_hist_ratio,return_above_1_percent,pearson,0.13684621278602693,205
validation,relative_volume_24,return_above_1_percent,pearson,0.10821891927744617,205
validation,volume_zscore_24,return_above_1_percent,pearson,0.04010811763892354,205
validation,volume_trend_24_168,return_above_1_percent,pearson,0.04900273789955016,205
validation,regime_duration,return_above_1_percent,pearson,-0.11904276201606469,205
validation,regime_transition,return_above_1_percent,pearson,0.24347320452248752,205
validation,hour_of_day,return_above_1_percent,pearson,0.019238599194808057,205
validation,day_of_week,return_above_1_percent,pearson,0.013768285476613514,205
validation,distance_high_24,return_above_1_percent,pearson,0.08745037929939581,205
validation,distance_low_24,return_above_1_percent,pearson,0.11222870915571542,205
validation,distance_high_168,return_above_1_percent,pearson,0.0849000451215202,205
validation,distance_low_168,return_above_1_percent,pearson,0.0787998634195193,205
validation,candles_since_prior_signal,return_above_1_percent,pearson,-0.11858362372524175,205
validation,return_1h,return_above_1_percent,pearson,0.14344549523275382,205
validation,return_3h,return_above_1_percent,pearson,0.22651583289828872,205
validation,return_6h,return_above_1_percent,pearson,0.16294516638880224,205
validation,return_12h,return_above_1_percent,pearson,0.17928342740985723,205
validation,return_24h,return_above_1_percent,pearson,0.13326159372510993,205
validation,return_72h,return_above_1_percent,pearson,0.13021967929026632,205
validation,ema20_distance,stoploss_hit,pearson,0.1793048188089111,205
validation,ema50_distance,stoploss_hit,pearson,0.1322085024227836,205
validation,ema_gap,stoploss_hit,pearson,-0.05115564258661408,205
validation,ema20_slope_6,stoploss_hit,pearson,0.23944152861582021,205
validation,ema50_slope_6,stoploss_hit,pearson,0.13485663490768596,205
validation,trend_efficiency_20,stoploss_hit,pearson,0.11260531451632673,205
validation,body_ratio,stoploss_hit,pearson,0.0442294247658836,205
validation,range_ratio,stoploss_hit,pearson,0.10955026831362286,205
validation,body_to_range,stoploss_hit,pearson,-0.0928384911876172,205
validation,close_location,stoploss_hit,pearson,0.05422399895016873,205
validation,atr14,stoploss_hit,pearson,-0.0688350107653997,205
validation,natr14,stoploss_hit,pearson,0.28132050430275635,205
validation,return_std_24,stoploss_hit,pearson,0.2642402552074691,205
validation,return_std_168,stoploss_hit,pearson,0.38663562176844096,205
validation,volatility_percentile_720,stoploss_hit,pearson,0.1218870734813937,205
validation,rsi14,stoploss_hit,pearson,0.09845931230062054,205
validation,macd_ratio,stoploss_hit,pearson,0.25406989746283704,205
validation,macd_signal_ratio,stoploss_hit,pearson,0.23757551552171471,205
validation,macd_hist_ratio,stoploss_hit,pearson,0.22230678742159357,205
validation,relative_volume_24,stoploss_hit,pearson,-0.04090001046250894,205
validation,volume_zscore_24,stoploss_hit,pearson,0.004306489303346151,205
validation,volume_trend_24_168,stoploss_hit,pearson,0.012326409372617239,205
validation,regime_duration,stoploss_hit,pearson,0.015127092602372438,205
validation,regime_transition,stoploss_hit,pearson,-0.03690206739911159,205
validation,hour_of_day,stoploss_hit,pearson,-0.06682943870329137,205
validation,day_of_week,stoploss_hit,pearson,-0.05763401444879645,205
validation,distance_high_24,stoploss_hit,pearson,0.05392468801373674,205
validation,distance_low_24,stoploss_hit,pearson,0.3137673349753803,205
validation,distance_high_168,stoploss_hit,pearson,-0.27817402668347907,205
validation,distance_low_168,stoploss_hit,pearson,0.22854924904123278,205
validation,candles_since_prior_signal,stoploss_hit,pearson,0.1360187460857844,205
validation,return_1h,stoploss_hit,pearson,0.04421221658567512,205
validation,return_3h,stoploss_hit,pearson,0.06530320955654861,205
validation,return_6h,stoploss_hit,pearson,0.1325747581988155,205
validation,return_12h,stoploss_hit,pearson,0.19776885395760277,205
validation,return_24h,stoploss_hit,pearson,0.19518915679959173,205
validation,return_72h,stoploss_hit,pearson,-0.10433550078956506,205
validation,ema20_distance,favorable_move_before_adverse_move,pearson,0.12197382825533432,189
validation,ema50_distance,favorable_move_before_adverse_move,pearson,0.1536366741691725,189
validation,ema_gap,favorable_move_before_adverse_move,pearson,0.1609618408784129,189
validation,ema20_slope_6,favorable_move_before_adverse_move,pearson,0.0961777362328831,189
validation,ema50_slope_6,favorable_move_before_adverse_move,pearson,0.13962595233167036,189
validation,trend_efficiency_20,favorable_move_before_adverse_move,pearson,0.10323798306963973,189
validation,body_ratio,favorable_move_before_adverse_move,pearson,0.025002095164297196,189
validation,range_ratio,favorable_move_before_adverse_move,pearson,0.02050964669515179,189
validation,body_to_range,favorable_move_before_adverse_move,pearson,-0.04583455568943347,189
validation,close_location,favorable_move_before_adverse_move,pearson,0.030356152063520013,189
validation,atr14,favorable_move_before_adverse_move,pearson,0.03384448769302202,189
validation,natr14,favorable_move_before_adverse_move,pearson,0.048461644886016515,189
validation,return_std_24,favorable_move_before_adverse_move,pearson,0.06587174846061183,189
validation,return_std_168,favorable_move_before_adverse_move,pearson,0.0993704204952113,189
validation,volatility_percentile_720,favorable_move_before_adverse_move,pearson,0.0775966502132582,189
validation,rsi14,favorable_move_before_adverse_move,pearson,0.14645492982506844,189
validation,macd_ratio,favorable_move_before_adverse_move,pearson,0.10203648929785473,189
validation,macd_signal_ratio,favorable_move_before_adverse_move,pearson,0.07601262882138209,189
validation,macd_hist_ratio,favorable_move_before_adverse_move,pearson,0.10784069032362027,189
validation,relative_volume_24,favorable_move_before_adverse_move,pearson,0.04961734006893325,189
validation,volume_zscore_24,favorable_move_before_adverse_move,pearson,0.03192575448418198,189
validation,volume_trend_24_168,favorable_move_before_adverse_move,pearson,0.005274554305645169,189
validation,regime_duration,favorable_move_before_adverse_move,pearson,-0.016799085545942786,189
validation,regime_transition,favorable_move_before_adverse_move,pearson,0.0711336139204158,189
validation,hour_of_day,favorable_move_before_adverse_move,pearson,0.03850647738638472,189
validation,day_of_week,favorable_move_before_adverse_move,pearson,0.05617959893535883,189
validation,distance_high_24,favorable_move_before_adverse_move,pearson,0.08241992459445249,189
validation,distance_low_24,favorable_move_before_adverse_move,pearson,0.08733290215506698,189
validation,distance_high_168,favorable_move_before_adverse_move,pearson,0.07819920267089044,189
validation,distance_low_168,favorable_move_before_adverse_move,pearson,0.1694081424863665,189
validation,candles_since_prior_signal,favorable_move_before_adverse_move,pearson,-0.15032398396374577,189
validation,return_1h,favorable_move_before_adverse_move,pearson,0.02497183031591113,189
validation,return_3h,favorable_move_before_adverse_move,pearson,0.11551093260448504,189
validation,return_6h,favorable_move_before_adverse_move,pearson,0.1364329637375358,189
validation,return_12h,favorable_move_before_adverse_move,pearson,0.0751677009016734,189
validation,return_24h,favorable_move_before_adverse_move,pearson,0.07152906086314785,189
validation,return_72h,favorable_move_before_adverse_move,pearson,0.20162106483604278,189
validation,ema20_distance,net_profit_ratio,spearman,-0.012931983117660986,205
validation,ema50_distance,net_profit_ratio,spearman,0.007755846833168502,205
validation,ema_gap,net_profit_ratio,spearman,0.0591634048836205,205
validation,ema20_slope_6,net_profit_ratio,spearman,-0.0767004220584753,205
validation,ema50_slope_6,net_profit_ratio,spearman,-0.030673761334986276,205
validation,trend_efficiency_20,net_profit_ratio,spearman,-0.045068323327436585,205
validation,body_ratio,net_profit_ratio,spearman,-0.01501859564569375,205
validation,range_ratio,net_profit_ratio,spearman,-0.05233664386900865,205
validation,body_to_range,net_profit_ratio,spearman,0.0740998175258737,205
validation,close_location,net_profit_ratio,spearman,-0.10799000987600825,205
validation,atr14,net_profit_ratio,spearman,0.020442673872769566,205
validation,natr14,net_profit_ratio,spearman,-0.023221573734869272,205
validation,return_std_24,net_profit_ratio,spearman,0.013937680210611357,205
validation,return_std_168,net_profit_ratio,spearman,-0.09577941524703654,205
validation,volatility_percentile_720,net_profit_ratio,spearman,0.05787718197943331,205
validation,rsi14,net_profit_ratio,spearman,-0.0237397445362232,205
validation,macd_ratio,net_profit_ratio,spearman,-0.06403309607053809,205
validation,macd_signal_ratio,net_profit_ratio,spearman,-0.07048794417127495,205
validation,macd_hist_ratio,net_profit_ratio,spearman,-0.04914961485422964,205
validation,relative_volume_24,net_profit_ratio,spearman,-0.019013525372261142,205
validation,volume_zscore_24,net_profit_ratio,spearman,-0.026052012090652034,205
validation,volume_trend_24_168,net_profit_ratio,spearman,0.0865289520970595,205
validation,regime_duration,net_profit_ratio,spearman,-0.06717045582307204,205
validation,regime_transition,net_profit_ratio,spearman,0.12117595203680331,205
validation,hour_of_day,net_profit_ratio,spearman,0.050916220895980725,205
validation,day_of_week,net_profit_ratio,spearman,0.07940333694478932,205
validation,distance_high_24,net_profit_ratio,spearman,-0.014645289799557046,205
validation,distance_low_24,net_profit_ratio,spearman,-0.03468958504547923,205
validation,distance_high_168,net_profit_ratio,spearman,0.15743616887910739,205
validation,distance_low_168,net_profit_ratio,spearman,0.0011881712192336085,205
validation,candles_since_prior_signal,net_profit_ratio,spearman,-0.10050436113914203,205
validation,return_1h,net_profit_ratio,spearman,-0.014884874148570154,205
validation,return_3h,net_profit_ratio,spearman,0.08578930506609463,205
validation,return_6h,net_profit_ratio,spearman,-0.015712275912022396,205
validation,return_12h,net_profit_ratio,spearman,-0.05141730857628393,205
validation,return_24h,net_profit_ratio,spearman,-0.03119889679764873,205
validation,return_72h,net_profit_ratio,spearman,0.0837486593026981,205
validation,ema20_distance,profitable_after_fees,spearman,0.16095524902493105,205
validation,ema50_distance,profitable_after_fees,spearman,0.15269230575948003,205
validation,ema_gap,profitable_after_fees,spearman,0.09450741359859587,205
validation,ema20_slope_6,profitable_after_fees,spearman,0.10139319965313838,205
validation,ema50_slope_6,profitable_after_fees,spearman,0.09640100476359506,205
validation,trend_efficiency_20,profitable_after_fees,spearman,0.10690182849677238,205
validation,body_ratio,profitable_after_fees,spearman,0.058529181463611295,205
validation,range_ratio,profitable_after_fees,spearman,0.0451018986572534,205
validation,body_to_range,profitable_after_fees,spearman,0.05508628843634004,205
validation,close_location,profitable_after_fees,spearman,-0.05095488778037105,205
validation,atr14,profitable_after_fees,spearman,0.11774694153267684,205
validation,natr14,profitable_after_fees,spearman,0.05353698657406797,205
validation,return_std_24,profitable_after_fees,spearman,0.10345893546950112,205
validation,return_std_168,profitable_after_fees,spearman,0.007746509311360317,205
validation,volatility_percentile_720,profitable_after_fees,spearman,0.12773319952421794,205
validation,rsi14,profitable_after_fees,spearman,0.1433964945858477,205
validation,macd_ratio,profitable_after_fees,spearman,0.12411629363312865,205
validation,macd_signal_ratio,profitable_after_fees,spearman,0.08572803637905418,205
validation,macd_hist_ratio,profitable_after_fees,spearman,0.12945277782539907,205
validation,relative_volume_24,profitable_after_fees,spearman,0.0464790558681619,205
validation,volume_zscore_24,profitable_after_fees,spearman,0.04131471632725503,205
validation,volume_trend_24_168,profitable_after_fees,spearman,0.1418471927235756,205
validation,regime_duration,profitable_after_fees,spearman,-0.11964663833984938,205
validation,regime_transition,profitable_after_fees,spearman,0.17002417615514043,205
validation,hour_of_day,profitable_after_fees,spearman,0.08936889025435768,205
validation,day_of_week,profitable_after_fees,spearman,0.043986566860385545,205
validation,distance_high_24,profitable_after_fees,spearman,0.08899878475496187,205
validation,distance_low_24,profitable_after_fees,spearman,0.14494579644811972,205
validation,distance_high_168,profitable_after_fees,spearman,0.12428843828449221,205
validation,distance_low_168,profitable_after_fees,spearman,0.07178431961860562,205
validation,candles_since_prior_signal,profitable_after_fees,spearman,-0.1011449157689883,205
validation,return_1h,profitable_after_fees,spearman,0.05870132611497486,205
validation,return_3h,profitable_after_fees,spearman,0.1707674941526541,205
validation,return_6h,profitable_after_fees,spearman,0.14374078388857478,205
validation,return_12h,profitable_after_fees,spearman,0.1261820294494914,205
validation,return_24h,profitable_after_fees,spearman,0.14115861411812133,205
validation,return_72h,profitable_after_fees,spearman,0.09554028150677726,205
validation,ema20_distance,return_above_0_5_percent,spearman,0.20610376354792279,205
validation,ema50_distance,return_above_0_5_percent,spearman,0.20282649522295584,205
validation,ema_gap,return_above_0_5_percent,spearman,0.12398998496125037,205
validation,ema20_slope_6,return_above_0_5_percent,spearman,0.13764526964861273,205
validation,ema50_slope_6,return_above_0_5_percent,spearman,0.13345764901115495,205
validation,trend_efficiency_20,return_above_0_5_percent,spearman,0.13036245114868614,205
validation,body_ratio,return_above_0_5_percent,spearman,0.05079765903698804,205
validation,range_ratio,return_above_0_5_percent,spearman,0.06408880279935408,205
validation,body_to_range,return_above_0_5_percent,spearman,0.1549419635859384,205
validation,close_location,return_above_0_5_percent,spearman,-0.05607778056203894,205
validation,atr14,return_above_0_5_percent,spearman,0.0649991551118449,205
validation,natr14,return_above_0_5_percent,spearman,0.07428474869925132,205
validation,return_std_24,return_above_0_5_percent,spearman,0.13728112872361642,205
validation,return_std_168,return_above_0_5_percent,spearman,0.022030525962277964,205
validation,volatility_percentile_720,return_above_0_5_percent,spearman,0.11880271437616276,205
validation,rsi14,return_above_0_5_percent,spearman,0.18680429452311728,205
validation,macd_ratio,return_above_0_5_percent,spearman,0.15275711803596043,205
validation,macd_signal_ratio,return_above_0_5_percent,spearman,0.08448069459914856,205
validation,macd_hist_ratio,return_above_0_5_percent,spearman,0.1738772916857476,205
validation,relative_volume_24,return_above_0_5_percent,spearman,0.054074927361954996,205
validation,volume_zscore_24,return_above_0_5_percent,spearman,0.05589563198693665,205
validation,volume_trend_24_168,return_above_0_5_percent,spearman,0.11962029386129441,205
validation,regime_duration,return_above_0_5_percent,spearman,-0.19948227588760908,205
validation,regime_transition,return_above_0_5_percent,spearman,0.2321288904769245,205
validation,hour_of_day,return_above_0_5_percent,spearman,0.039194220018042715,205
validation,day_of_week,return_above_0_5_percent,spearman,0.002855856256768753,205
validation,distance_high_24,return_above_0_5_percent,spearman,0.10869606611140449,205
validation,distance_low_24,return_above_0_5_percent,spearman,0.18279874434815765,205
validation,distance_high_168,return_above_0_5_percent,spearman,0.11707130738632009,205
validation,distance_low_168,return_above_0_5_percent,spearman,0.07355646684925866,205
validation,candles_since_prior_signal,return_above_0_5_percent,spearman,-0.09732622027726727,205
validation,return_1h,return_above_0_5_percent,spearman,0.050979729499486204,205
validation,return_3h,return_above_0_5_percent,spearman,0.20828860909790076,205
validation,return_6h,return_above_0_5_percent,spearman,0.17005381197328612,205
validation,return_12h,return_above_0_5_percent,spearman,0.1818883920356668,205
validation,return_24h,return_above_0_5_percent,spearman,0.15658059774842192,205
validation,return_72h,return_above_0_5_percent,spearman,0.12617483051122833,205
validation,ema20_distance,return_above_1_percent,spearman,0.17525154502234389,205
validation,ema50_distance,return_above_1_percent,spearman,0.17966642512695935,205
validation,ema_gap,return_above_1_percent,spearman,0.13743713716976802,205
validation,ema20_slope_6,return_above_1_percent,spearman,0.09136882303465026,205
validation,ema50_slope_6,return_above_1_percent,spearman,0.11440298010220915,205
validation,trend_efficiency_20,return_above_1_percent,spearman,0.09060101779906496,205
validation,body_ratio,return_above_1_percent,spearman,0.08676199162113848,205
validation,range_ratio,return_above_1_percent,spearman,0.040501726177124386,205
validation,body_to_range,return_above_1_percent,spearman,0.12899127957832976,205
validation,close_location,return_above_1_percent,spearman,-0.025145656491639017,205
validation,atr14,return_above_1_percent,spearman,0.03704660261699055,205
validation,natr14,return_above_1_percent,spearman,0.05374636649097074,205
validation,return_std_24,return_above_1_percent,spearman,0.1059571225107709,205
validation,return_std_168,return_above_1_percent,spearman,0.041461482721606005,205
validation,volatility_percentile_720,return_above_1_percent,spearman,0.08426785709837559,205
validation,rsi14,return_above_1_percent,spearman,0.15490470627933353,205
validation,macd_ratio,return_above_1_percent,spearman,0.11517078533779443,205
validation,macd_signal_ratio,return_above_1_percent,spearman,0.058929051831171496,205
validation,macd_hist_ratio,return_above_1_percent,spearman,0.12879932826943344,205
validation,relative_volume_24,return_above_1_percent,spearman,0.016315861256187548,205
validation,volume_zscore_24,return_above_1_percent,spearman,0.015164153402809603,205
validation,volume_trend_24_168,return_above_1_percent,spearman,0.047795875915184693,205
validation,regime_duration,return_above_1_percent,spearman,-0.19694752959837683,205
validation,regime_transition,return_above_1_percent,spearman,0.24347320452248816,205
validation,hour_of_day,return_above_1_percent,spearman,0.017393369695466537,205
validation,day_of_week,return_above_1_percent,spearman,0.013500225826948209,205
validation,distance_high_24,return_above_1_percent,spearman,0.09213662827023557,205
validation,distance_low_24,return_above_1_percent,spearman,0.1474186052323769,205
validation,distance_high_168,return_above_1_percent,spearman,0.1355176240808048,205
