split,feature,target,method,correlation,n
validation,distance_low_168,return_above_1_percent,spearman,0.10634102512856354,205
validation,candles_since_prior_signal,return_above_1_percent,spearman,-0.11047882801401868,205
validation,return_1h,return_above_1_percent,spearman,0.0869539429300348,205
validation,return_3h,return_above_1_percent,spearman,0.18926399057177556,205
validation,return_6h,return_above_1_percent,spearman,0.13590152669859745,205
validation,return_12h,return_above_1_percent,spearman,0.15509665758822988,205
validation,return_24h,return_above_1_percent,spearman,0.13762908847866437,205
validation,return_72h,return_above_1_percent,spearman,0.14146811465659087,205
validation,ema20_distance,stoploss_hit,spearman,0.16206508453963733,205
validation,ema50_distance,stoploss_hit,spearman,0.12059921330000357,205
validation,ema_gap,stoploss_hit,spearman,0.009179467679002896,205
validation,ema20_slope_6,stoploss_hit,spearman,0.23075282544803832,205
validation,ema50_slope_6,stoploss_hit,spearman,0.14972028317821964,205
validation,trend_efficiency_20,stoploss_hit,spearman,0.13104481445197236,205
validation,body_ratio,stoploss_hit,spearman,0.030070669982940525,205
validation,range_ratio,stoploss_hit,spearman,0.15383521696535887,205
validation,body_to_range,stoploss_hit,spearman,-0.08767974300288973,205
validation,close_location,stoploss_hit,spearman,0.04906274041855085,205
validation,atr14,stoploss_hit,spearman,-0.0319698701923894,205
validation,natr14,stoploss_hit,spearman,0.2009986888333393,205
validation,return_std_24,stoploss_hit,spearman,0.15415175033360035,205
validation,return_std_168,stoploss_hit,spearman,0.2709525632147062,205
validation,volatility_percentile_720,stoploss_hit,spearman,0.11791040421522574,205
validation,rsi14,stoploss_hit,spearman,0.11015361214803476,205
validation,macd_ratio,stoploss_hit,spearman,0.23613389270814347,205
validation,macd_signal_ratio,stoploss_hit,spearman,0.2187245574548621,205
validation,macd_hist_ratio,stoploss_hit,spearman,0.20416402251575408,205
validation,relative_volume_24,stoploss_hit,spearman,0.010445601151968815,205
validation,volume_zscore_24,stoploss_hit,spearman,0.03608480397952863,205
validation,volume_trend_24_168,stoploss_hit,spearman,0.00822986757427846,205
validation,regime_duration,stoploss_hit,spearman,0.01806932177585484,205
validation,regime_transition,stoploss_hit,spearman,-0.03690206739911172,205
validation,hour_of_day,stoploss_hit,spearman,-0.06940770506004487,205
validation,day_of_week,stoploss_hit,spearman,-0.05557559603033367,205
validation,distance_high_24,stoploss_hit,spearman,0.03418560377007975,205
validation,distance_low_24,stoploss_hit,spearman,0.22727095839738207,205
validation,distance_high_168,stoploss_hit,spearman,-0.18833735410368013,205
validation,distance_low_168,stoploss_hit,spearman,0.21049468988058365,205
validation,candles_since_prior_signal,stoploss_hit,spearman,0.0937030792553079,205
validation,return_1h,stoploss_hit,spearman,0.030070669982940525,205
validation,return_3h,stoploss_hit,spearman,0.026588802932284248,205
validation,return_6h,stoploss_hit,spearman,0.12439761371890133,205
validation,return_12h,stoploss_hit,spearman,0.20891202303937628,205
validation,return_24h,stoploss_hit,spearman,0.1655469515902936,205
validation,return_72h,stoploss_hit,spearman,-0.05412720596929294,205
validation,ema20_distance,favorable_move_before_adverse_move,spearman,0.1504190586358222,189
validation,ema50_distance,favorable_move_before_adverse_move,spearman,0.1773974446363116,189
validation,ema_gap,favorable_move_before_adverse_move,spearman,0.1733215733700506,189
validation,ema20_slope_6,favorable_move_before_adverse_move,spearman,0.10500220738319976,189
validation,ema50_slope_6,favorable_move_before_adverse_move,spearman,0.15255403882291127,189
validation,trend_efficiency_20,favorable_move_before_adverse_move,spearman,0.104225850951531,189
validation,body_ratio,favorable_move_before_adverse_move,spearman,0.05803264326723979,189
validation,range_ratio,favorable_move_before_adverse_move,spearman,-0.014556683093789245,189
validation,body_to_range,favorable_move_before_adverse_move,spearman,-0.05240405913764128,189
validation,close_location,favorable_move_before_adverse_move,spearman,0.02620207614287889,189
validation,atr14,favorable_move_before_adverse_move,spearman,0.07161888082144308,189
validation,natr14,favorable_move_before_adverse_move,spearman,0.017468019712547096,189
validation,return_std_24,favorable_move_before_adverse_move,spearman,0.039982356230941124,189
validation,return_std_168,favorable_move_before_adverse_move,spearman,0.08501102926772919,189
validation,volatility_percentile_720,favorable_move_before_adverse_move,spearman,0.07666652631267182,189
validation,rsi14,favorable_move_before_adverse_move,spearman,0.14692545469331275,189
validation,macd_ratio,favorable_move_before_adverse_move,spearman,0.12052933601657495,189
validation,macd_signal_ratio,favorable_move_before_adverse_move,spearman,0.0791883560302135,189
validation,macd_hist_ratio,favorable_move_before_adverse_move,spearman,0.11315394991572172,189
validation,relative_volume_24,favorable_move_before_adverse_move,spearman,0.008734009856273548,189
validation,volume_zscore_24,favorable_move_before_adverse_move,spearman,0.012227613798782965,189
validation,volume_trend_24_168,favorable_move_before_adverse_move,spearman,0.014944861309623626,189
validation,regime_duration,favorable_move_before_adverse_move,spearman,-0.053075388476937733,189
validation,regime_transition,favorable_move_before_adverse_move,spearman,0.07113361392041588,189
validation,hour_of_day,favorable_move_before_adverse_move,spearman,0.04518398297492592,189
validation,day_of_week,favorable_move_before_adverse_move,spearman,0.05636293962124352,189
validation,distance_high_24,favorable_move_before_adverse_move,spearman,0.0945213955556715,189
validation,distance_low_24,favorable_move_before_adverse_move,spearman,0.10907807864946074,189
validation,distance_high_168,favorable_move_before_adverse_move,spearman,0.09995589057735281,189
validation,distance_low_168,favorable_move_before_adverse_move,spearman,0.18516100895299917,189
validation,candles_since_prior_signal,favorable_move_before_adverse_move,spearman,-0.1436415791799048,189
validation,return_1h,favorable_move_before_adverse_move,spearman,0.05803264326723979,189
validation,return_3h,favorable_move_before_adverse_move,spearman,0.16905161299587243,189
validation,return_6h,favorable_move_before_adverse_move,spearman,0.1424614052112174,189
validation,return_12h,favorable_move_before_adverse_move,spearman,0.08792236588648704,189
validation,return_24h,favorable_move_before_adverse_move,spearman,0.08753418767065267,189
validation,return_72h,favorable_move_before_adverse_move,spearman,0.20689898903972442,189
