feature,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max,split,pair
atr14,115.0,149.89922715294884,75.41617822121272,28.05397094633317,29.92610493161225,46.978765726815546,89.51673715378357,145.34087151553126,189.73045970436,289.36511195672773,349.70290322355567,379.0212853684823,development,BTC/USDT
natr14,115.0,0.00518758224345674,0.0024424857711675446,0.001017511384105987,0.0010837190275283534,0.0017851000821699704,0.003258467083310607,0.005015764126922831,0.006594023964291923,0.009984725675794538,0.011526916905515893,0.011632197852738384,development,BTC/USDT
return_std_24,115.0,0.00333297590781919,0.001909641513525594,0.0005150827715894195,0.0005533064640289294,0.0008183316580185043,0.0020624021719760936,0.003103296264764678,0.004377437925074886,0.006462011741185257,0.009176571529221553,0.011453835567519322,development,BTC/USDT
return_std_168,115.0,0.004211161117639907,0.001511688514528066,0.0015983603880816045,0.0018081990865936196,0.00231168344537372,0.0031725984643267437,0.0039285105876438586,0.005012321930685716,0.007464957062550471,0.00867342686557034,0.008772964791774931,development,BTC/USDT
volatility_percentile_720,115.0,0.41839371980676326,0.2984300978690364,0.001388888888888889,0.001388888888888889,0.01152777777777778,0.18541666666666667,0.38333333333333336,0.6770833333333333,0.9341666666666667,0.9472222222222222,0.95,development,BTC/USDT
rsi14,115.0,58.898938179354886,10.023894617618753,37.451035739719465,38.83872295660172,43.460928038944346,52.4387332595805,56.93209177005409,65.86294321969744,77.00133498388996,81.04691030870467,89.42802827416168,development,BTC/USDT
macd_ratio,115.0,0.0020335197623581056,0.002471748004791217,-0.0028315028532750934,-0.0016905615798830115,-0.0005530865163074145,0.0002798519685691726,0.0011223653974660657,0.00329354265320805,0.006776233213861438,0.009987736051111319,0.011308979941643107,development,BTC/USDT
macd_signal_ratio,115.0,0.0010482218836523997,0.001465350430277103,-0.0025244936589412076,-0.0009873316733808254,-0.0005258540752705167,5.42203364289349e-05,0.0006601320036183995,0.0016343065621899576,0.00399784956745679,0.00563459334432907,0.006899145290118841,development,BTC/USDT
macd_hist_ratio,115.0,0.0009852978787057058,0.0012565500735422432,-0.0019938675916010688,-0.0010102919000519357,-0.00020222912397978507,0.00018837261628834131,0.0005994066466489319,0.0016161427332755732,0.0036165442236249703,0.004744887523367255,0.005608195852482456,development,BTC/USDT
relative_volume_24,115.0,1.4427624785440523,1.6251798415302627,0.32649514986725214,0.3607456760037832,0.45377585598286635,0.6449484647636943,0.8896629883937169,1.3475018138584902,4.020777106547949,6.977255518956924,13.105606052990971,development,BTC/USDT
volume_zscore_24,115.0,0.3947262070676387,1.5529150726379648,-1.745475652826229,-1.4591651979380436,-1.033735232894574,-0.6524689905329334,-0.18620313996885218,0.5554200197688419,3.990290936980712,4.468934218171979,4.675907088307499,development,BTC/USDT
volume_trend_24_168,115.0,-0.16787770485204245,0.3369048736904117,-0.7663570807232211,-0.6778228043954079,-0.6286130160362898,-0.4388581217850821,-0.15899558421039994,0.028871452856946922,0.33915893779445117,0.8582046975002962,0.8803259157625367,development,BTC/USDT
regime_duration,115.0,19.156521739130437,19.17444905512296,1.0,1.0,1.0,3.0,12.0,30.0,49.599999999999994,76.44,89.0,development,BTC/USDT
regime_transition,115.0,0.1391304347826087,0.3475971786810158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,development,BTC/USDT
hour_of_day,115.0,12.365217391304348,6.933683908287553,0.0,0.14000000000000012,1.0,6.0,13.0,18.0,22.0,23.0,23.0,development,BTC/USDT
day_of_week,115.0,3.4608695652173913,2.0912807983564448,0.0,0.0,0.0,2.0,4.0,5.5,6.0,6.0,6.0,development,BTC/USDT
distance_high_24,115.0,-0.0073935509928140805,0.005491800071176405,-0.03402414430484413,-0.025990211070916376,-0.018293399196765703,-0.009664923853065222,-0.006330212224770926,-0.00333149083307277,-0.000885488036090121,-0.0003097784392564829,-0.00030614624137281776,development,BTC/USDT
distance_low_24,115.0,0.02155936297875029,0.015781153242008298,0.0016544390427191136,0.0018612473917431415,0.003852232093487085,0.008770092159950837,0.017814498933901968,0.030171952591515283,0.05414181799350746,0.06374447689560704,0.06843156606716416,development,BTC/USDT
distance_high_168,115.0,-0.03236414715620389,0.02258349033659136,-0.12066951964147887,-0.10466524820617808,-0.0795679121753341,-0.04056671985608806,-0.027596774193548335,-0.016448858292039348,-0.004663906702206767,-0.0020582777568046813,-0.00032956247740079103,development,BTC/USDT
distance_low_168,115.0,0.05558884945642237,0.05494257307008772,0.006684375728632785,0.008242616946557391,0.01214403695775057,0.021854383956333323,0.03646677966101697,0.0661020196639226,0.15625126570421385,0.2561395887349117,0.3613507768445965,development,BTC/USDT
candles_since_prior_signal,115.0,76.10434782608695,47.609591749400906,2.0,5.140000000000001,11.7,47.5,66.0,94.5,158.09999999999997,208.23999999999998,319.0,development,BTC/USDT
source_synthetic,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,development,BTC/USDT
return_1h,115.0,0.0017156936908815001,0.007231790035877269,-0.012602846395327383,-0.010130585162178359,-0.004662850190842782,-0.0010794610569365148,0.0005950900977531592,0.0028405683858619968,0.010526926774061682,0.029668962373755832,0.05527521879318287,development,BTC/USDT
return_3h,115.0,0.003864433385778941,0.009086851945668157,-0.01031310403940311,-0.006625666023890562,-0.003406064186977431,-0.0010599221805361325,0.001282439556492987,0.004776638392550825,0.02070668640449777,0.035861959276154064,0.05838105449162767,development,BTC/USDT
return_6h,115.0,0.00599600916651479,0.01149932105351716,-0.02033771549378449,-0.007963091756875594,-0.005379531786753822,-0.0003296652658372201,0.0018489549482516576,0.009959640119979185,0.030686479825897804,0.03917349085814579,0.05916067810557912,development,BTC/USDT
return_12h,115.0,0.009599152596304755,0.013959704359602719,-0.03093766873127135,-0.009221335556911969,-0.0038360800666651486,0.0006745105776555516,0.004245335216166657,0.015574175224062348,0.039508754599104315,0.0523279971747916,0.05314523941866378,development,BTC/USDT
return_24h,115.0,0.013044943880847685,0.01402153424852907,-0.006466665621865597,-0.004433421030646918,-0.001760817852008889,0.0029107122271685437,0.008015404424132067,0.01855008344076814,0.04343932984408818,0.055943509842065635,0.057488210447552035,development,BTC/USDT
return_72h,115.0,0.004092763321704801,0.03216518448751076,-0.0855224887852879,-0.07670977043393093,-0.043050654650937784,-0.007957519756342735,0.004879777327340573,0.016094835406560204,0.04314192716185425,0.1296836837208969,0.15388891741371968,development,BTC/USDT
ema20_distance,102.0,0.006602897237522307,0.00892338782379465,-0.006550828493674943,-0.0037557066927454363,-0.001613844917216972,0.0009170604476231858,0.0034203566190625923,0.00993059347157077,0.022573375274935765,0.04009038714367319,0.040303538039224485,development,ETH/USDT
ema50_distance,102.0,0.007472271956446435,0.011167123052040692,-0.01398107229776746,-0.013919169640039768,-0.0034815768850685936,0.0006349772398940856,0.003884473033546998,0.013581411899859674,0.030725368926428315,0.042294512467709676,0.04630573873799526,development,ETH/USDT
